acousticness;danceability;duration_ms;energy;instrumentalness;loudness;speechiness;tempo;key;popularity
0.00;0.25;252280.00;0.95;0.29;-3.81;0.10;97.55;8;nivel 6
0.08;0.48;200801.86;0.76;0.03;-6.24;0.05;128.46;11;nivel 6
0.23;0.71;247486.07;0.65;0.00;-6.04;0.11;98.44;1;nivel 6
0.36;0.61;202221.67;0.60;0.00;-5.70;0.07;121.40;7;nivel 6
0.38;0.64;295437.14;0.43;0.00;-13.26;0.03;114.22;0;nivel 4
0.01;0.45;349053.80;0.89;0.03;-5.06;0.06;138.20;2;nivel 6
0.39;0.80;261319.54;0.58;0.01;-8.47;0.05;129.82;0;nivel 6
0.17;0.69;256360.00;0.91;0.00;-5.02;0.04;126.00;6;nivel 6
0.01;0.88;324907.00;0.44;0.00;-7.56;0.25;90.02;0;nivel 6
0.05;0.78;198307.00;0.68;0.00;-5.12;0.10;90.34;4;nivel 6
0.59;0.53;230670.57;0.48;0.00;-7.81;0.10;108.29;8;nivel 6
0.99;0.33;457991.33;0.09;0.86;-25.71;0.04;64.97;4;nivel 6
0.04;0.74;236186.50;0.80;0.00;-5.56;0.04;103.03;6;nivel 6
0.68;0.56;238640.00;0.47;0.91;-5.50;0.03;118.06;7;nivel 6
0.09;0.67;259213.33;0.72;0.00;-7.94;0.08;155.10;1;nivel 6
0.53;0.61;287155.67;0.39;0.00;-9.42;0.15;99.43;4;nivel 6
0.22;0.77;240880.29;0.67;0.00;-6.80;0.05;120.57;11;nivel 1
0.21;0.47;225546.50;0.91;0.19;-2.93;0.04;112.36;2;nivel 6
0.00;0.40;236466.50;0.97;0.03;-4.10;0.08;173.73;6;nivel 6
0.12;0.58;209865.25;0.76;0.00;-5.51;0.04;130.47;0;nivel 6
0.54;0.56;306261.60;0.45;0.00;-9.40;0.05;145.01;3;nivel 6
0.00;0.44;265435.00;0.92;0.00;-7.08;0.07;91.99;2;nivel 6
0.25;0.66;283824.00;0.74;0.00;-4.67;0.14;121.72;11;nivel 6
0.98;0.20;179820.86;0.25;0.73;-23.97;0.07;107.75;2;nivel 1
0.27;0.56;282492.14;0.58;0.03;-9.43;0.04;122.98;7;nivel 4
0.00;0.73;217157.00;0.85;0.00;-3.82;0.16;125.83;11;nivel 6
0.58;0.92;645876.00;0.36;0.00;-8.33;0.37;104.99;8;nivel 6
0.00;0.35;216520.00;0.83;0.00;-3.83;0.05;163.96;9;nivel 6
0.13;0.51;233067.00;0.92;0.00;-4.86;0.13;150.04;7;nivel 6
0.00;0.29;174147.00;0.96;0.00;-2.86;0.14;174.00;8;nivel 6
0.41;0.73;191267.00;0.78;0.11;-7.11;0.03;120.02;11;nivel 6
1.00;0.18;353147.00;0.03;0.89;-30.94;0.04;77.12;0;nivel 6
0.81;0.47;155881.66;0.16;0.76;-21.03;0.07;100.06;0;nivel 6
0.19;0.71;203617.29;0.86;0.00;-3.96;0.07;92.84;4;nivel 4
0.19;0.00;93452.00;0.00;1.00;-18.68;0.00;0.00;2;nivel 6
0.29;0.56;328826.50;0.47;0.23;-8.01;0.04;118.54;7;nivel 6
0.76;0.44;383864.57;0.38;0.00;-12.10;0.14;111.62;3; nivel 2
0.86;0.55;177813.50;0.25;0.05;-12.69;0.04;118.11;7;nivel 6
0.27;0.70;220213.00;0.42;0.00;-15.68;0.09;121.86;9;nivel 6
0.04;0.60;325333.00;0.71;0.00;-5.71;0.06;88.45;1;nivel 6
0.40;0.51;182712.43;0.33;0.00;-15.44;0.05;146.53;7;nivel 6
0.74;0.69;248666.50;0.29;0.42;-14.91;0.04;98.52;10;nivel 6
0.13;0.14;371747.00;0.35;0.88;-12.66;0.04;86.24;10;nivel 6
0.48;0.48;466120.54;0.38;0.45;-13.10;0.04;116.09;10;nivel 4
0.64;0.65;204640.00;0.73;0.00;-4.83;0.07;155.11;0;nivel 6
0.36;0.39;284549.83;0.42;0.46;-12.27;0.03;90.82;7;nivel 6
0.00;0.42;71957.57;0.93;0.00;-6.29;0.13;134.63;1;nivel 1
0.01;0.64;189173.00;0.87;0.00;-3.71;0.09;122.97;7;nivel 6
0.01;0.44;210246.75;0.81;0.14;-3.55;0.05;102.37;2;nivel 6
0.96;0.31;224443.71;0.25;0.16;-15.70;0.05;96.16;4;nivel 1
0.34;0.62;327249.00;0.72;0.00;-5.55;0.21;149.61;5;nivel 6
0.00;0.29;290280.00;0.63;0.00;-5.54;0.03;135.90;6;nivel 6
0.27;0.54;231881.86;0.71;0.00;-5.23;0.04;128.77;8;nivel 6
0.99;0.44;77267.00;0.00;0.96;-44.76;0.05;126.92;9;nivel 6
1.00;0.19;402493.00;0.07;0.83;-19.24;0.05;128.98;10;nivel 6
0.00;0.44;203226.75;0.87;0.00;-5.57;0.08;128.89;2;nivel 6
0.06;0.66;228937.00;0.82;0.07;-6.20;0.04;123.95;4;nivel 6
0.08;0.80;300200.00;0.82;0.00;-5.42;0.26;87.32;1;nivel 6
0.21;0.77;336263.25;0.65;0.00;-6.24;0.09;127.52;11;nivel 6
0.46;0.62;240973.00;0.32;0.92;-10.92;0.04;80.01;1;nivel 6
0.23;0.77;234840.00;0.55;0.00;-6.05;0.05;127.18;8;nivel 6
0.98;0.21;174653.00;0.05;0.91;-23.84;0.03;88.32;1;nivel 6
0.07;0.65;240889.00;0.45;0.00;-11.70;0.04;111.38;7;nivel 6
0.77;0.57;201057.00;0.39;0.00;-13.09;0.06;149.14;10;nivel 6
0.00;0.29;290280.00;0.63;0.00;-5.54;0.03;135.90;6;nivel 6
0.50;0.65;318826.50;0.84;0.00;-4.88;0.03;90.98;10;nivel 6
0.23;0.54;189651.00;0.71;0.65;-6.25;0.03;93.20;7;nivel 6
0.15;0.63;214429.13;0.79;0.01;-4.67;0.13;138.85;11;nivel 6
0.57;0.67;202520.00;0.63;0.00;-5.75;0.08;74.67;11;nivel 6
0.05;0.80;239623.00;0.63;0.00;-7.11;0.28;80.76;7;nivel 6
0.96;0.20;460556.00;0.08;0.82;-22.91;0.04;74.35;6;nivel 6
0.19;0.62;269446.80;0.62;0.00;-7.30;0.07;100.18;11;nivel 6
0.00;0.36;230310.00;0.58;0.00;-8.05;0.03;154.98;8;nivel 6
0.24;0.78;271580.00;0.76;0.00;-5.69;0.14;177.88;1;nivel 6
0.13;0.74;206863.33;0.63;0.00;-6.90;0.26;99.99;2;nivel 6
0.00;0.37;406001.57;0.83;0.80;-5.17;0.05;127.70;0;nivel 1
0.05;0.71;218766.50;0.90;0.00;-12.90;0.05;125.00;3;nivel 6
0.13;0.58;202530.80;0.89;0.03;-5.96;0.05;100.57;7;nivel 6
0.13;0.65;231180.00;0.67;0.00;-9.16;0.03;102.81;1;nivel 6
0.79;0.64;205770.50;0.43;0.00;-10.00;0.04;123.98;8;nivel 6
0.65;0.55;317139.43;0.34;0.09;-14.21;0.04;136.65;10;nivel 3
0.37;0.54;260740.00;0.62;0.02;-6.79;0.04;99.84;2;nivel 6
0.04;0.70;223637.25;0.87;0.00;-6.49;0.06;118.95;9;nivel 6
0.04;0.64;281379.71;0.85;0.58;-7.38;0.04;122.41;4; nivel 2
0.12;0.59;219134.00;0.70;0.00;-6.97;0.04;106.06;9;nivel 6
0.38;0.62;251307.33;0.59;0.00;-6.05;0.03;92.34;2;nivel 6
0.98;0.10;421059.00;0.04;0.88;-23.09;0.05;74.48;2;nivel 6
0.95;0.46;195997.00;0.13;0.85;-19.31;0.05;117.20;4;nivel 6
0.25;0.51;214633.00;0.59;0.00;-6.34;0.04;97.27;7;nivel 6
0.95;0.46;175630.00;0.13;0.01;-17.58;0.04;118.76;0;nivel 6
0.27;0.59;239016.43;0.58;0.01;-7.18;0.10;112.28;0;nivel 6
0.45;0.34;230041.83;0.44;0.39;-12.64;0.06;104.89;2;nivel 1
0.01;0.44;214233.50;0.88;0.00;-4.11;0.05;102.50;1;nivel 6
0.98;0.12;214987.00;0.06;0.91;-26.63;0.04;94.14;7;nivel 6
0.98;0.30;204462.00;0.41;0.93;-16.08;0.04;110.26;4;nivel 6
0.44;0.65;233123.00;0.51;0.00;-8.68;0.11;88.30;11;nivel 6
0.20;0.62;241684.44;0.55;0.00;-11.82;0.05;110.30;7;nivel 6
0.31;0.41;242881.00;0.32;0.58;-12.46;0.03;100.46;7;nivel 6
0.98;0.56;170990.46;0.35;0.35;-12.22;0.07;103.46;10;nivel 1
0.93;0.20;270216.79;0.11;0.58;-23.32;0.04;89.93;2;nivel 3
0.55;0.55;193171.43;0.32;0.04;-13.78;0.04;120.67;2;nivel 3
0.92;0.47;190850.11;0.28;0.10;-15.21;0.13;112.43;5; nivel 2
0.02;0.58;213240.00;0.63;0.49;-11.93;0.04;163.88;4;nivel 6
0.12;0.71;238625.00;0.74;0.00;-3.18;0.24;91.57;6;nivel 6
0.99;0.68;159350.43;0.22;0.11;-14.50;0.22;110.96;9;nivel 1
0.04;0.61;201963.30;0.84;0.02;-3.96;0.09;124.80;1;nivel 6
0.04;0.51;298293.00;0.44;0.00;-7.04;0.03;94.07;2;nivel 6
0.82;0.57;297573.00;0.37;0.00;-7.75;0.06;118.55;4;nivel 6
0.18;0.73;233460.00;0.91;0.00;-1.52;0.03;104.01;1;nivel 6
0.04;0.60;325333.00;0.71;0.00;-5.71;0.06;88.45;1;nivel 6
0.99;0.22;281120.00;0.01;0.93;-30.77;0.04;85.28;2;nivel 6
0.00;0.79;159560.00;0.69;0.00;-4.01;0.04;124.99;0;nivel 6
0.09;0.58;206291.43;0.84;0.00;-5.17;0.06;114.58;7;nivel 6
0.18;0.84;252272.29;0.37;0.12;-12.61;0.18;108.72;9;nivel 4
0.01;0.72;381689.00;0.58;0.18;-9.12;0.05;115.75;5;nivel 6
0.45;0.50;216337.29;0.46;0.00;-10.82;0.03;127.50;9;nivel 4
0.05;0.93;190200.00;0.90;0.00;-7.37;0.05;128.08;9;nivel 6
0.22;0.54;284654.70;0.54;0.19;-10.26;0.03;112.92;11;nivel 6
0.60;0.53;267103.00;0.45;0.00;-7.02;0.03;135.27;7;nivel 6
0.07;0.57;253160.00;0.94;0.00;-1.58;0.04;97.94;4;nivel 6
0.17;0.44;206173.00;0.55;0.00;-5.26;0.03;172.23;4;nivel 6
0.04;0.57;318760.00;0.88;0.16;-6.52;0.10;149.96;7;nivel 3
0.66;0.55;275320.00;0.53;0.00;-6.77;0.13;91.57;8;nivel 6
0.72;0.37;236200.00;0.51;0.00;-5.40;0.03;157.74;0;nivel 6
0.39;0.52;234072.33;0.54;0.52;-9.66;0.10;118.24;7;nivel 6
0.26;0.68;231867.00;0.82;0.00;-3.31;0.24;180.00;1;nivel 6
0.24;0.70;290967.86;0.58;0.00;-9.54;0.04;118.26;1;nivel 4
0.07;0.48;226213.54;0.73;0.10;-4.95;0.05;132.75;11;nivel 6
0.98;0.48;176175.14;0.12;0.06;-22.14;0.24;107.93;7; nivel 2
0.07;0.69;258186.50;0.72;0.00;-10.31;0.03;133.98;2;nivel 6
0.28;0.77;247120.00;0.95;0.00;-4.00;0.09;104.32;6;nivel 6
0.01;0.51;254157.14;0.95;0.00;-3.38;0.14;123.87;11;nivel 6
0.19;0.67;280808.67;0.74;0.00;-12.24;0.04;150.83;4;nivel 6
0.78;0.56;183323.71;0.37;0.00;-8.71;0.04;119.68;4;nivel 3
0.95;0.34;337530.58;0.18;0.39;-18.47;0.04;107.56;7;nivel 1
0.75;0.63;263425.00;0.37;0.03;-13.12;0.04;154.00;8;nivel 6
0.09;0.69;192348.33;0.76;0.00;-4.54;0.05;102.99;8;nivel 6
0.42;0.46;324440.00;0.82;0.00;-4.87;0.40;80.29;11;nivel 6
0.18;0.89;219160.00;0.51;0.00;-5.08;0.28;95.85;11;nivel 6
0.37;0.59;218569.71;0.41;0.00;-12.20;0.03;94.23;2;nivel 4
0.89;0.56;188750.14;0.38;0.00;-9.21;0.06;122.49;7;nivel 1
0.76;0.55;361440.00;0.51;0.08;-11.06;0.04;103.59;5; nivel 2
0.84;0.27;369603.86;0.21;0.85;-19.89;0.05;107.16;0; nivel 2
0.23;0.57;194650.08;0.80;0.00;-4.22;0.04;123.85;7;nivel 6
0.34;0.58;226822.33;0.85;0.00;-4.76;0.23;134.76;5;nivel 6
0.98;0.31;169301.00;0.17;0.56;-20.20;0.05;114.04;7;nivel 4
0.72;0.71;221940.00;0.34;0.00;-7.64;0.38;72.35;10;nivel 6
0.17;0.53;216393.42;0.75;0.00;-4.76;0.04;140.95;7;nivel 6
0.44;0.61;210291.60;0.55;0.00;-7.57;0.05;136.33;5;nivel 6
0.99;0.35;334205.57;0.11;0.06;-20.57;0.11;104.85;2;nivel 1
0.82;0.77;222783.50;0.31;0.00;-12.78;0.05;131.98;2;nivel 6
0.27;0.70;220213.00;0.42;0.00;-15.68;0.09;121.86;9;nivel 6
0.12;0.70;235112.21;0.68;0.10;-5.72;0.04;124.15;0;nivel 6
0.16;0.39;257484.00;0.41;0.00;-8.95;0.06;173.73;7;nivel 6
0.03;0.79;207587.00;0.59;0.00;-6.87;0.26;157.15;4;nivel 6
0.49;0.61;152924.00;0.37;0.00;-11.20;0.03;116.99;9; nivel 2
0.24;0.56;214653.50;0.63;0.00;-10.85;0.04;89.32;4;nivel 6
0.06;0.42;262387.00;0.65;0.00;-5.87;0.03;166.12;8;nivel 6
0.13;0.14;371747.00;0.35;0.88;-12.66;0.04;86.24;10;nivel 6
0.80;0.70;215541.33;0.34;0.00;-12.89;0.05;137.70;2;nivel 6
0.09;0.76;257947.00;0.62;0.00;-7.92;0.21;122.74;7;nivel 6
0.60;0.39;240789.00;0.38;0.00;-8.99;0.03;103.97;7;nivel 6
0.26;0.68;231867.00;0.82;0.00;-3.31;0.24;180.00;1;nivel 6
0.10;0.65;195507.00;0.91;0.00;-5.02;0.04;124.01;10;nivel 6
0.97;0.10;445720.00;0.03;0.89;-21.13;0.04;67.07;2;nivel 6
0.51;0.62;284260.00;0.42;0.00;-10.82;0.03;142.44;3;nivel 6
0.98;0.10;421059.00;0.04;0.88;-23.09;0.05;74.48;2;nivel 6
0.01;0.55;257453.33;0.82;0.33;-5.61;0.05;134.34;6;nivel 6
0.06;0.57;254897.00;0.58;0.00;-8.27;0.04;145.09;1;nivel 6
0.84;0.37;447737.14;0.20;0.50;-17.18;0.05;108.16;9;nivel 1
0.14;0.60;190267.00;0.50;0.00;-7.46;0.03;152.04;3;nivel 6
0.15;0.75;234111.33;0.66;0.00;-10.36;0.03;119.00;5;nivel 6
0.99;0.26;170148.29;0.29;0.06;-16.34;0.05;95.50;9;nivel 1
0.92;0.66;262533.00;0.21;0.07;-16.18;0.04;95.47;2;nivel 6
0.72;0.66;225532.00;0.39;0.21;-9.96;0.04;141.04;11;nivel 6
0.12;0.63;221574.60;0.76;0.01;-6.30;0.04;138.98;7;nivel 6
0.14;0.89;224589.40;0.64;0.00;-2.92;0.22;94.93;5;nivel 6
0.34;0.53;203646.50;0.41;0.00;-10.67;0.04;115.91;1;nivel 6
0.09;0.70;393613.89;0.73;0.24;-7.33;0.05;134.94;7;nivel 6
0.36;0.66;162400.00;0.76;0.00;-3.20;0.06;113.57;2;nivel 6
0.22;0.52;227902.33;0.76;0.00;-4.25;0.04;149.17;5;nivel 6
0.77;0.46;254320.00;0.57;0.00;-5.54;0.03;145.99;8;nivel 6
0.18;0.75;208867.00;0.80;0.00;-5.99;0.35;90.84;1;nivel 6
0.31;0.64;187200.00;0.40;0.00;-11.69;0.03;107.04;7;nivel 6
0.30;0.76;196646.50;0.53;0.00;-6.09;0.05;134.02;0;nivel 6
0.24;0.52;323973.00;0.76;0.00;-8.40;0.05;118.41;2;nivel 6
0.05;0.78;243060.18;0.76;0.01;-5.05;0.22;103.06;1;nivel 6
0.03;0.79;255140.86;0.36;0.00;-16.01;0.23;136.52;11;nivel 4
0.26;0.64;240581.14;0.59;0.15;-6.71;0.09;125.77;2;nivel 6
0.99;0.40;224783.00;0.08;0.91;-24.84;0.05;118.44;0;nivel 3
0.15;0.66;250986.00;0.66;0.00;-6.45;0.17;122.75;11;nivel 6
0.04;0.78;244480.00;0.71;0.08;-5.69;0.05;109.02;5;nivel 6
0.40;0.63;215177.67;0.48;0.00;-6.74;0.03;121.99;7;nivel 6
0.13;0.14;371747.00;0.35;0.88;-12.66;0.04;86.24;10;nivel 6
0.20;0.72;227200.25;0.82;0.00;-3.73;0.10;125.95;6;nivel 6
0.57;0.92;233320.00;0.68;0.00;-5.16;0.04;129.99;7;nivel 6
0.40;0.00;80813.00;0.00;0.56;-22.98;0.00;0.00;10;nivel 6
0.31;0.68;219666.50;0.77;0.00;-8.52;0.03;136.29;9;nivel 6
0.19;0.70;259844.63;0.63;0.00;-5.52;0.21;150.94;5;nivel 6
0.01;0.71;185522.00;0.92;0.93;-6.78;0.18;154.01;11;nivel 6
0.02;0.56;150261.00;0.91;0.00;-5.36;0.15;114.83;6;nivel 6
0.06;0.81;228140.00;0.98;0.01;-6.59;0.03;125.00;3;nivel 6
0.10;0.74;311311.33;0.74;0.00;-6.59;0.24;83.27;4;nivel 6
0.01;0.45;238387.00;0.90;0.00;-3.13;0.11;160.10;1;nivel 6
0.13;0.62;189966.50;0.62;0.00;-8.86;0.04;135.30;5;nivel 6
0.63;0.69;182127.33;0.56;0.08;-9.12;0.05;122.53;9;nivel 6
0.29;0.39;444331.00;0.45;0.00;-7.75;0.03;129.53;9;nivel 6
0.40;0.61;179800.00;0.53;0.00;-7.10;0.05;62.49;7;nivel 6
0.42;0.78;272211.33;0.63;0.00;-6.45;0.27;164.79;1;nivel 6
0.97;0.36;213864.03;0.24;0.08;-16.75;0.06;91.73;1;nivel 1
0.97;0.25;199257.14;0.18;0.43;-17.46;0.04;97.45;1;nivel 4
0.81;0.54;129427.00;0.27;0.00;-10.71;0.05;146.98;7;nivel 6
0.80;0.70;215541.33;0.34;0.00;-12.89;0.05;137.70;2;nivel 6
0.91;0.27;246293.00;0.29;0.00;-11.51;0.03;136.61;3;nivel 6
0.91;0.27;246293.00;0.29;0.00;-11.51;0.03;136.61;3;nivel 6
0.00;0.35;161333.00;0.83;0.00;-3.86;0.06;192.01;6;nivel 6
0.01;0.62;252813.50;0.89;0.00;-5.96;0.06;96.35;9;nivel 6
0.97;0.45;187160.00;0.06;0.00;-16.80;0.03;130.73;3;nivel 6
0.28;0.59;267493.00;0.62;0.00;-9.60;0.23;102.16;2;nivel 6
0.05;0.58;218513.00;0.85;0.01;-6.88;0.03;149.14;2;nivel 6
0.18;0.54;215515.00;0.70;0.00;-5.57;0.04;120.68;0;nivel 6
0.99;0.22;174333.00;0.15;0.94;-18.17;0.04;123.20;7;nivel 6
0.19;0.92;260998.91;0.69;0.00;-4.96;0.05;131.36;1;nivel 6
0.12;0.74;198000.00;0.91;0.00;-3.23;0.08;116.03;5;nivel 6
0.22;0.36;264202.00;0.40;0.00;-8.17;0.03;88.24;2;nivel 6
0.31;0.79;76357.00;0.61;0.00;-6.19;0.06;118.31;2;nivel 6
0.71;0.52;191874.29;0.42;0.00;-11.01;0.03;110.50;7; nivel 2
0.00;0.39;226271.00;0.95;0.00;-3.32;0.12;120.78;7;nivel 6
0.09;0.39;214383.21;0.85;0.04;-5.32;0.08;134.29;2;nivel 6
0.12;0.60;257893.00;0.78;0.00;-4.83;0.16;124.30;2;nivel 6
0.13;0.14;371747.00;0.35;0.88;-12.66;0.04;86.24;10;nivel 6
0.19;0.58;250547.00;0.81;0.00;-4.66;0.16;127.93;2;nivel 6
0.36;0.64;229662.33;0.73;0.00;-5.05;0.03;125.30;9;nivel 6
0.13;0.75;248854.68;0.74;0.00;-5.72;0.07;116.11;1;nivel 6
0.95;0.30;227577.29;0.13;0.52;-19.55;0.04;121.68;2;nivel 4
0.99;0.39;171497.29;0.11;0.86;-23.21;0.03;92.40;0;nivel 1
0.62;0.64;248573.00;0.27;0.00;-11.47;0.03;115.75;6;nivel 6
0.12;0.75;246656.75;0.81;0.00;-5.73;0.12;99.73;6;nivel 6
0.01;0.44;207133.00;0.68;0.00;-11.55;0.04;111.96;4;nivel 6
0.80;0.55;350064.76;0.35;0.53;-12.52;0.05;114.51;0;nivel 3
0.97;0.29;242034.34;0.17;0.18;-17.14;0.06;97.86;2;nivel 1
0.66;0.56;293783.00;0.69;0.02;-5.85;0.04;122.15;7;nivel 4
0.99;0.19;69973.14;0.06;0.41;-30.55;0.05;85.03;8;nivel 4
0.08;0.42;232809.43;0.87;0.00;-3.89;0.09;148.85;4; nivel 2
0.98;0.56;104356.14;0.05;0.91;-26.33;0.05;106.44;8;nivel 1
0.40;0.62;269667.86;0.46;0.00;-8.10;0.03;111.97;6;nivel 1
0.43;0.32;545078.14;0.42;0.74;-14.05;0.05;119.87;9;nivel 3
0.93;0.66;172210.56;0.17;0.00;-16.37;0.07;124.66;10;nivel 1
0.13;0.46;251374.11;0.57;0.11;-13.81;0.07;127.87;0;nivel 4
0.00;0.46;112904.22;0.95;0.67;-6.15;0.08;133.72;6;nivel 1
0.97;0.56;217738.19;0.15;0.89;-21.10;0.05;87.12;8;nivel 1
0.87;0.57;114579.13;0.32;0.00;-19.12;0.23;109.80;8; nivel 2
0.46;0.45;264298.68;0.49;0.11;-10.79;0.06;100.05;7;nivel 4
0.68;0.41;255721.67;0.56;0.01;-10.88;0.31;114.22;7;nivel 4
0.45;0.64;351557.81;0.42;0.64;-14.73;0.04;115.36;9;nivel 4
0.96;0.60;155927.78;0.07;0.82;-29.35;0.04;126.87;6; nivel 2
0.89;0.56;286283.69;0.23;0.52;-14.43;0.05;106.46;7; nivel 2
0.26;0.42;287371.88;0.56;0.13;-13.24;0.05;124.87;7;nivel 4
0.50;0.48;261259.50;0.40;0.02;-13.96;0.07;127.36;2;nivel 4
0.84;0.52;166022.90;0.11;0.00;-18.10;0.05;108.27;0; nivel 2
0.06;0.61;423882.00;0.84;0.95;-10.36;0.03;128.01;1;nivel 1
0.00;0.56;120609.11;0.86;0.08;-7.17;0.12;130.00;6; nivel 2
0.88;0.38;289127.33;0.32;0.73;-12.46;0.05;113.66;8; nivel 2
0.00;0.47;80793.89;0.89;0.03;-5.94;0.15;129.69;3; nivel 2
0.88;0.52;219588.50;0.39;0.44;-12.74;0.06;123.47;5;nivel 1
0.42;0.63;211216.09;0.47;0.04;-12.14;0.04;127.57;2;nivel 4
0.93;0.12;593568.89;0.10;0.86;-21.71;0.04;82.84;7; nivel 2
0.79;0.63;168949.78;0.13;0.10;-17.63;0.30;117.11;7; nivel 2
0.99;0.36;135513.34;0.12;0.87;-21.62;0.05;92.03;8;nivel 1
0.93;0.38;313246.80;0.30;0.80;-18.59;0.06;118.11;9;nivel 3
0.75;0.45;157934.50;0.41;0.00;-11.60;0.05;119.12;9; nivel 2
0.93;0.53;176775.45;0.43;0.13;-11.01;0.06;105.91;7;nivel 1
0.01;0.57;249909.50;0.88;0.18;-6.42;0.09;128.08;11; nivel 2
0.95;0.67;167370.40;0.29;0.09;-12.54;0.06;113.93;5;nivel 1
0.49;0.49;159358.73;0.46;0.02;-12.62;0.04;126.48;0;nivel 3
0.01;0.57;146954.64;0.83;0.52;-8.32;0.05;130.78;8; nivel 2
0.80;0.40;141991.24;0.23;0.00;-13.65;0.04;116.20;5; nivel 2
0.28;0.53;258959.09;0.58;0.00;-11.37;0.04;121.34;4;nivel 3
0.78;0.53;228959.21;0.34;0.61;-17.18;0.13;105.74;5;nivel 1
0.90;0.54;234905.55;0.12;0.00;-17.29;0.05;105.76;7;nivel 3
0.37;0.52;237987.59;0.67;0.11;-8.55;0.05;122.99;2;nivel 4
0.95;0.33;282518.49;0.23;0.09;-15.86;0.06;111.95;5;nivel 1
0.37;0.62;217372.64;0.46;0.14;-15.93;0.05;126.53;11;nivel 4
0.77;0.54;215553.73;0.26;0.00;-13.93;0.12;115.90;5; nivel 2
0.87;0.60;164823.00;0.27;0.00;-18.64;0.36;110.63;3;nivel 3
0.93;0.26;188935.82;0.23;0.06;-13.48;0.04;86.96;8;nivel 1
0.06;0.37;280422.18;0.87;0.13;-7.27;0.08;135.28;1;nivel 1
0.86;0.44;287280.00;0.41;0.08;-10.69;0.18;103.04;5;nivel 4
0.00;0.42;88775.62;0.98;0.63;-6.48;0.13;136.17;6;nivel 1
0.99;0.45;178256.98;0.32;0.89;-16.41;0.05;109.83;2;nivel 3
0.75;0.53;190423.73;0.23;0.27;-17.53;0.04;115.00;2;nivel 3
0.51;0.60;233658.36;0.42;0.01;-12.08;0.04;114.37;5;nivel 4
0.02;0.52;243360.58;0.72;0.44;-9.79;0.04;147.43;2;nivel 4
0.31;0.57;270080.00;0.48;0.06;-12.32;0.03;114.89;9;nivel 4
0.98;0.27;175465.38;0.12;0.25;-24.70;0.08;98.15;7;nivel 3
0.98;0.36;197864.40;0.13;0.02;-17.02;0.05;98.21;0;nivel 1
0.16;0.45;242217.36;0.77;0.00;-6.05;0.06;116.46;9;nivel 4
0.86;0.71;183304.19;0.35;0.30;-12.41;0.04;111.78;5; nivel 2
0.42;0.57;201014.32;0.46;0.00;-12.21;0.05;116.65;7;nivel 4
0.50;0.65;206038.36;0.54;0.00;-8.37;0.03;130.16;4;nivel 4
0.68;0.46;145778.61;0.30;0.48;-13.55;0.03;113.31;0;nivel 3
0.89;0.34;319639.91;0.33;0.70;-17.90;0.12;118.60;7; nivel 2
0.71;0.52;216489.64;0.29;0.32;-15.67;0.04;120.00;5; nivel 2
0.75;0.54;338520.13;0.24;0.23;-15.96;0.06;116.43;7; nivel 2
0.05;0.70;216389.89;0.74;0.68;-10.38;0.05;125.44;7;nivel 3
0.01;0.33;125940.81;0.95;0.00;-3.83;0.09;144.63;7;nivel 4
0.88;0.54;262758.16;0.20;0.30;-15.64;0.06;108.45;7;nivel 3
0.51;0.70;126770.79;0.19;0.00;-20.50;0.95;107.02;9;nivel 1
0.06;0.53;148827.50;0.84;0.56;-6.32;0.08;150.47;2;nivel 4
0.89;0.59;193206.50;0.40;0.00;-11.35;0.17;97.40;0;nivel 3
0.61;0.43;169067.00;0.38;0.00;-11.49;0.03;89.17;1;nivel 3
0.03;0.52;162462.50;0.93;0.13;-5.85;0.09;119.45;5;nivel 3
0.00;0.47;146609.50;0.94;0.50;-9.82;0.06;137.49;10;nivel 1
0.01;0.27;158007.00;0.93;0.00;-4.73;0.13;154.43;11;nivel 4
0.00;0.54;133714.00;0.88;0.34;-7.16;0.10;134.64;1;nivel 3
0.79;0.36;372993.50;0.49;0.00;-13.12;0.31;126.15;7; nivel 2
0.01;0.55;333987.00;0.70;0.00;-8.79;0.03;115.95;2;nivel 4
0.02;0.63;269366.50;0.86;0.00;-5.22;0.08;136.00;7;nivel 4
0.11;0.74;194201.50;0.92;0.00;-3.75;0.10;122.47;11;nivel 4
0.00;0.42;66900.50;0.81;0.00;-7.26;0.07;128.05;6;nivel 3
0.02;0.32;313795.00;0.85;0.32;-7.25;0.07;124.54;1;nivel 4
0.04;0.58;265700.00;0.85;0.06;-7.42;0.08;129.88;11; nivel 2
0.00;0.45;400693.50;0.99;0.82;-6.38;0.06;139.48;6;nivel 3
1.00;0.55;190015.00;0.16;0.03;-12.22;0.04;115.76;3;nivel 1
0.00;0.51;101074.00;0.97;0.64;-11.39;0.05;137.79;7;nivel 1
0.66;0.53;239854.76;0.32;0.68;-18.41;0.06;111.46;7;nivel 3
0.26;0.58;217440.00;0.65;0.00;-10.72;0.09;103.98;7;nivel 3
0.87;0.70;173700.00;0.19;0.00;-16.59;0.08;108.58;3; nivel 2
0.95;0.68;76120.00;0.35;0.00;-13.67;0.26;137.48;9; nivel 2
0.98;0.42;260627.00;0.22;0.00;-13.70;0.17;75.67;5;nivel 1
0.04;0.61;145553.50;0.94;0.03;-5.04;0.16;139.03;10; nivel 2
0.66;0.57;276061.50;0.80;0.01;-7.26;0.09;104.05;2; nivel 2
