acousticness;danceability;duration_ms;energy;instrumentalness;liveness;loudness;speechiness;tempo;valence;key;popularity
5,11E+15;4,00333E+15;2,29614E+16;7,86333E+15;0;198;-4,17867E+16;3,87667E+16;11243;3,72667E+16;4;4466666666666670,00
5,546E+15;5,79333E+15;1,4124E+16;965;2,10737E+16;2,88667E+15;-10637;5,83667E+15;9,98997E+15;8,39667E+15;11;4466666666666670,00
1,40933E+16;713;2433510;6,10667E+15;1,02677E+16;9,16333E+15;-1,19173E+16;3,84667E+16;1,32474E+16;6,66333E+15;7;4466666666666670,00
4,73868E+15;5,48402E+15;2,31111E+15;4,14794E+15;1,54105E+16;2,42595E+15;-1,24575E+16;51;1,27287E+16;6,58133E+15;4;4470110701107010,00
4,48735E+15;6,35353E+15;2,28906E+15;4,57059E+15;1,11316E+15;1,23265E+16;-1,17831E+16;3,77471E+15;1,14138E+16;5,22412E+15;9;4470588235294120,00
2,33056E+15;6,21667E+15;2,96545E+16;6,51778E+15;2,48474E+15;1,29711E+16;-8,15311E+15;4,10111E+16;1,46152E+16;8,27E+15;9;4477777777777780,00
2,18255E+16;7,66111E+15;2,24846E+16;7,23963E+15;1,61258E+16;1,64519E+15;-4,71737E+16;8,41491E+15;1,1913E+15;6,67324E+15;7;4478703703703700,00
1,57951E+15;6,28756E+15;2,11391E+15;6,19561E+14;3,45221E+15;1,61198E+15;-8,82098E+13;5,13098E+15;1,18318E+16;7,61878E+15;9;4480487804878050,00
1,37562E+15;6,11E+15;3,59147E+16;7,39455E+15;6,65727E+15;1,78E+16;-1,02105E+16;4,21909E+14;1,23675E+16;4,86364E+15;5;4481818181818180,00
3,53205E+15;6,21192E+15;2,44118E+16;5,23885E+15;1,11293E+16;1,84912E+15;-8,37579E+15;1,37828E+16;1,10229E+16;4,08221E+15;1;4482051282051280,00
4,74177E+15;3,21833E+16;2,1976E+16;4,06333E+15;4,31061E+15;1,023E+16;-1,27578E+16;3,63667E+15;1,06439E+16;1,89967E+16;9;4483333333333330,00
2,15267E+16;7,92167E+15;2,92167E+16;6,37667E+15;3996666667;1,68733E+16;-84695;1,76333E+16;99677;4,70333E+15;2;4483333333333330,00
2,15267E+16;7,92167E+15;2,92167E+16;6,37667E+15;3996666667;1,68733E+16;-84695;1,76333E+16;99677;4,70333E+15;2;4483333333333330,00
2,65284E+15;6,05E+15;2,02665E+15;4,87286E+15;7,77714E+15;1,62171E+16;-1,37739E+16;5,60857E+15;9,65216E+15;3,92029E+15;7;4485714285714280,00
3,35986E+15;6,40857E+15;1,76324E+15;4,16714E+16;2,72416E+15;1,56014E+16;-1,20296E+16;6,06429E+15;1,0442E+16;6,92286E+15;2;4485714285714280,00
1,60514E+16;9,18143E+15;2,53621E+15;6,39429E+15;5,85143E+11;8,88857E+15;-6,69943E+14;4,04286E+15;1,28506E+16;8,82857E+15;7;4485714285714280,00
1,1614E+16;5,52333E+15;2316354;8,59467E+15;2,89702E+16;2,20673E+16;-6,56033E+16;8,25467E+15;1,27727E+16;6,31267E+15;9;4486666666666670,00
408;6,74778E+15;2897050;7,89E+15;5,3095E+14;1,98367E+16;-5,91067E+15;459;1,25482E+16;9,34222E+15;9;4488888888888890,00
1,34437E+16;7,74261E+15;2,54623E+16;7,46391E+14;2,33977E+15;2,0703E+15;-7,77148E+15;2,20774E+15;9,51145E+15;6,32913E+15;11;4491304347826090,00
6,54786E+15;5,18786E+15;2584375;3,60514E+15;0,00754;4,24821E+15;-1,43736E+16;5,27357E+15;1,13688E+16;2586;2;4492857142857140,00
8,71936E+15;7,634E+15;2,99222E+15;6174;2,16131E+16;1,72304E+16;-6,17493E+15;1,44274E+15;1,10285E+16;4,46553E+15;4;4492941176470590,00
6,764E+15;6,22533E+15;2325644;6,47467E+15;1,21056E+16;1,83153E+16;-8,45273E+15;4,98733E+16;1,17825E+16;8,01267E+15;11;4493333333333330,00
2255;7,15364E+15;2,73199E+15;4,80455E+15;3693636364;1,65859E+16;-8,64945E+15;5,70045E+16;1,03988E+16;527;4;4495454545454540,00
4,19667E+15;3,32739E+15;2,07957E+16;7,70348E+15;1,03277E+16;1,99317E+16;-7,88557E+15;5,61261E+15;1,42088E+16;3,97E+15;9;4504347826086960,00
1,05833E+16;4,09059E+16;1,73896E+15;9,27294E+15;5,34918E+15;2,24071E+16;-5,26065E+15;9,44353E+15;1,26927E+16;5,14247E+15;4;4505882352941180,00
5,79364E+15;4,82909E+14;1989710;3,26091E+16;97542727273;1,62918E+16;-1,0576E+16;5,41091E+15;1,45786E+16;6,82273E+15;4;4509090909090910,00
1,05527E+16;6,95818E+15;2,58427E+15;6,62273E+15;1,18105E+16;1,79618E+16;-8,10091E+15;1,21355E+16;1,04832E+16;7,30091E+15;10;4509090909090910,00
4,88206E+15;4,34059E+16;3,00627E+15;7,66235E+15;1,54474E+15;1,79312E+16;-1,10141E+16;6,77118E+15;1,21984E+16;3,126E+16;4;4511764705882350,00
4555;4,61667E+15;4,03871E+16;4,305E+15;5,36667E+15;3,48E+16;-1,05793E+16;479;9,71303E+15;271;1;4516666666666670,00
93865;515;2,68127E+16;6,72667E+15;1,40783E+16;2,78333E+15;-1,17107E+16;3,65667E+15;10471;6,43333E+15;0;4516666666666670,00
4,39542E+16;6,82042E+15;3,11676E+16;6,22417E+15;2,89323E+15;1,88258E+16;-8,85808E+15;39175;1,12522E+16;8,39208E+15;5;4516666666666670,00
2,69833E+15;6,43212E+15;2,31326E+16;6,92758E+15;3,4128E+15;2,29942E+15;-8,04809E+14;4,11758E+15;1,22507E+16;6,31855E+15;6;4518181818181820,00
9,37727E+15;2,39636E+16;3,44108E+15;1,09545E+16;6,92007E+15;1,23764E+16;-2,12231E+16;4,39909E+15;1,08269E+16;2,13827E+15;2;4518181818181820,00
1,70438E+15;7,86538E+15;3,01511E+16;5,38231E+15;4,62674E+15;2,19862E+16;-8,38515E+15;2,81477E+15;9,83115E+15;6,66385E+15;0;4523076923076920,00
9,47429E+15;6,09143E+15;3,05227E+15;6,87429E+15;2,24021E+16;1,81714E+16;-7,96414E+15;2,89857E+16;121559;4,38571E+15;6;4528571428571430,00
5,57137E+16;5,35923E+15;1,63476E+15;8,28692E+15;1,1009E+16;1,54285E+16;-5,26138E+15;7,57385E+15;1,20654E+16;7,26846E+15;1;4530769230769230,00
2,01145E+16;8,47318E+15;2,09147E+16;7,76955E+15;9,36665E+15;1,64745E+16;-6,94559E+16;6,24091E+15;1,25047E+16;9,37045E+15;10;4531818181818180,00
3,97314E+16;5,14045E+15;1,98911E+16;6,42773E+15;1,57145E+16;1,4765E+16;-6,00709E+15;6,97045E+15;1,16949E+16;5,50273E+15;4;4531818181818180,00
5,99333E+15;5,93667E+15;2,61253E+16;8,95667E+15;33766666667;1,282E+16;-5,163E+15;9,52333E+15;110925;413;6;4533333333333330,00
3,49667E+15;6,69667E+15;3,20778E+16;4,35667E+16;1,50967E+16;3,30667E+16;-11056;342;113091;4,79333E+15;10;4533333333333330,00
6,88E+15;5,49E+15;2,16347E+16;5,71E+15;0;1,90667E+16;-7,98833E+15;3,10667E+15;1,39822E+16;3,83667E+16;7;4533333333333330,00
1,83832E+16;4,44833E+16;2148800;8,32333E+15;67750000000;1676;-5,03867E+15;6,98667E+15;1,38053E+16;2,635E+15;8;4533333333333330,00
28;6,07667E+15;1,9744E+16;8,19333E+15;63286666667;1,48333E+16;-4,21433E+15;4,14333E+16;1,43695E+16;9,28E+15;7;4533333333333330,00
2,81667E+15;7,13667E+15;2196680;6,70667E+15;476666666,7;8,50667E+15;-8,20767E+15;3,76667E+15;129002;7,19333E+15;5;4533333333333330,00
3133;8,16889E+15;2576430;7,02333E+15;2,79011E+15;1,23211E+15;-4,289E+15;4,82E+15;1,2504E+16;8,36444E+15;5;4533333333333330,00
1,05183E+16;8,21333E+15;2930835;4495;1,43263E+16;6,56333E+15;-1,1768E+16;7,8E+15;1,05982E+16;8,87167E+15;10;4533333333333330,00
2,13088E+16;6,41333E+15;2750245;6,87167E+15;2,7387E+15;11925;-87885;7,09167E+15;1,23304E+16;5,59E+15;11;4533333333333330,00
1741;7,14667E+15;1974580;5,80667E+15;0;1,28567E+16;-7977;317;97995;4,79667E+15;7;4533333333333330,00
2,70167E+15;7,08333E+15;2,77036E+16;9,14333E+15;88720000000;2,72733E+15;-7,09133E+15;5,61667E+15;1,26946E+16;6,69E+15;5;4533333333333330,00
947;2,47667E+16;2222400;1,05267E+16;7,71667E+15;1,21333E+16;-2,28923E+15;3,72333E+15;1,14956E+16;142;7;4533333333333330,00
2,13121E+15;46;2,20204E+16;8,68333E+15;9155;4,34333E+15;-7,33667E+15;4,34667E+15;1,14616E+16;5,03333E+15;1;4533333333333330,00
6,27667E+15;7,93333E+15;2,66969E+16;802;207887;1,72333E+16;-5,26633E+15;34;1,21626E+16;8,25667E+15;9;4533333333333330,00
7,92349E+15;5,45571E+15;2,20537E+16;2,70486E+15;2,84166E+15;1,55986E+16;-1,21474E+15;3,63571E+16;1,20397E+15;3,81429E+15;2;4534285714285710,00
2,33098E+16;6,80848E+15;2,72225E+14;5,48348E+15;4,05868E+16;2,21791E+15;-6,47178E+16;7,10848E+15;1,19172E+16;5,72717E+15;1;4534782608695650,00
5,20655E+15;7,88455E+15;2,22404E+16;5,25909E+14;2,06074E+15;1,34482E+16;-9,16727E+15;2,12264E+15;1,1408E+16;6,61455E+15;10;4536363636363640,00
2,52475E+15;6,42333E+15;28426425;6,55667E+15;1,63712E+16;1,86833E+16;-8,861E+15;8,99667E+15;1057065;6,97917E+15;11;4541666666666670,00
6,29714E+15;6,93714E+15;2,25035E+16;6,39571E+15;24028571429;3,00429E+16;-4,80943E+16;9,72E+15;9,47356E+15;3,66714E+15;11;4542857142857140,00
9,84909E+15;6,33E+15;1,73089E+16;3,60455E+15;1,42896E+16;1,54645E+16;-9,65418E+15;2,28627E+15;9,85397E+14;5,97091E+15;2;4545454545454540,00
8,92636E+15;4,11932E+15;1,4545E+16;1,71205E+16;4,28859E+15;3,51823E+15;-2,1684E+15;2,55984E+15;1,08429E+16;3,76766E+16;7;4545454545454540,00
1,17964E+16;7,17545E+15;2547650;6,34818E+15;6,71745E+15;3,18373E+15;-1,12164E+16;1,54518E+15;9,2842E+15;7,1E+15;1;4545454545454540,00
6,632E+15;4,62789E+15;2,07902E+15;5,10053E+15;4010526316;2,73505E+15;-7,50684E+15;7,97842E+15;1,2111E+16;5,25316E+15;9;4547368421052630,00
2,67165E+15;3,92526E+15;2,61997E+15;7,63684E+15;3,96729E+15;1,86205E+15;-7,39405E+15;5,58947E+15;1,21964E+16;3,85747E+15;8;4547368421052630,00
1,57771E+16;5,32333E+15;2,23302E+16;5,19974E+15;1,59786E+15;1,63413E+16;-1,26327E+15;3,98846E+15;1,2956E+16;5,15744E+15;9;4548717948717950,00
4,54896E+15;5,13753E+15;2,33146E+15;5,20096E+15;4,06482E+16;1,50389E+16;-9,54967E+14;3,46836E+15;1,1618E+16;4,61726E+15;2;4552054794520550,00
6,02981E+15;5,26547E+15;2,066E+16;5,49453E+15;6,49114E+15;9,36151E+15;-7,71634E+15;6,70434E+14;1,66274E+16;8,49962E+15;8;4552830188679250,00
1,21187E+16;7,75818E+15;2,21856E+16;6,35182E+15;2,88193E+16;2,63218E+15;-8,586E+15;2,44727E+15;1,10767E+15;7,04091E+15;10;4554545454545450,00
3,11556E+16;7,18E+15;1,95999E+16;6,11222E+15;7,40742E+15;8,94222E+14;-8,62489E+15;5,31444E+15;139904;8,05889E+15;7;4555555555555560,00
5,74914E+15;5,05571E+15;2,80649E+15;4,80857E+15;21584;3,86386E+15;-8,537E+15;4,40143E+16;1,16051E+16;4,09571E+16;0;4557142857142860,00
2,01241E+16;4,97838E+15;2,49602E+15;6,19757E+15;1,88291E+16;2,78728E+16;-9,62126E+15;3,37414E+16;1,26381E+16;4,6675E+15;9;4557657657657660,00
1,65045E+16;7,29667E+15;2,72447E+16;8,6225E+15;36026666667;242425;-5,24233E+15;243275;9384825;6,53167E+15;6;4558333333333330,00
6,84E+15;5,33647E+15;2,28503E+15;5,13706E+15;4,24753E+15;1,65547E+16;-8,16571E+15;5,25882E+15;1,13269E+15;4,86118E+15;11;4558823529411760,00
1,80667E+15;6,48381E+15;2,41561E+15;5,45952E+15;17895238095;1,62376E+16;-7,05119E+16;1,57086E+16;9,7675E+15;5,09524E+15;5;4561904761904760,00
5,04209E+15;7,53455E+15;1,73881E+16;5,23636E+15;66930000000;1,26609E+16;-9,49091E+15;9,67364E+15;1,17909E+16;8,68455E+15;7;4563636363636360,00
9,17808E+14;4,07733E+15;2,62436E+16;7,81222E+15;41832634;2,18918E+15;-7,70536E+15;5,22733E+15;1,35695E+16;3,80531E+15;7;4564444444444440,00
1,30333E+16;7,10333E+15;2,34836E+16;7,83667E+15;0;956;-4,84667E+15;2,92333E+15;1,49607E+16;757;11;4566666666666670,00
381;8,16E+15;2,69649E+16;6,41E+15;0;1,13033E+16;-4938;1,23733E+16;92344;7,21333E+15;10;4566666666666670,00
973;3,08333E+15;2,51013E+16;1,38E+16;59;1,44667E+15;-19595;4,18333E+15;8,86543E+15;258;7;4566666666666670,00
1,78881E+15;7,258E+15;3,16087E+16;8,66533E+15;1,92556E+16;1,736E+16;-7,16207E+15;7,76133E+15;1,16596E+16;7,80133E+15;11;4566666666666670,00
4,75333E+15;5,77333E+15;2,67084E+16;5,32667E+15;1,97667E+11;1,72133E+16;-7,42033E+15;1,81033E+15;1,35642E+15;602;1;4566666666666670,00
7,51333E+15;5,53E+15;2393400;6,25333E+15;5930000000;1,24967E+16;-6,90933E+16;3,04333E+16;1,37542E+16;4,65333E+15;7;4566666666666670,00
3,687E+16;3,87333E+15;1,69845E+16;8,55667E+15;6,67333E+15;3,12667E+15;-9,38667E+15;4,13333E+15;129832;626;4;4566666666666670,00
2,39833E+15;73;2,96418E+16;5,72333E+15;3,18673E+15;1,41333E+16;-8,36633E+15;2,82667E+16;114309;7,83E+15;2;4566666666666670,00
9,93667E+15;7,80333E+15;2255820;901;2,13193E+16;6,59333E+15;-4,53367E+15;4,21667E+16;139539;8,93667E+15;7;4566666666666670,00
5,31E+15;6,00333E+15;1762310;4,35667E+15;147;2,77E+16;-1,54207E+16;5,07333E+15;1,28695E+15;6,61E+15;10;4566666666666670,00
6,67333E+15;6,25667E+15;3501630;513;208064;3,55667E+16;-1,41793E+16;4,97667E+16;1,0715E+16;948;7;4566666666666670,00
6,29333E+15;642;1,67907E+16;4,92333E+15;2,68E+16;1,30167E+16;-9,41533E+15;3,63333E+16;1,0347E+16;6,53E+15;4;4566666666666670,00
4,02833E+16;743;2,63931E+16;5,86333E+15;2,62567E+11;7,89E+15;-8,19467E+15;3,08E+16;117229;6,71333E+15;7;4566666666666670,00
7,39333E+15;5,22905E+15;2,05976E+15;4,56648E+15;1,40779E+15;3,14624E+15;-1,14925E+16;5,69333E+16;1,16952E+16;5744;10;4571428571428570,00
1,52185E+16;5,68022E+14;2,63943E+16;5,52036E+15;1,30363E+16;1,67055E+16;-1,33053E+16;3,7727E+15;1,1603E+16;5,88483E+15;11;4571910112359550,00
5,90491E+15;5,85091E+15;2,2456E+15;9,29182E+14;2,87473E+16;2,30573E+15;-4,73345E+15;8,38455E+15;114497;5,35091E+15;1;4572727272727270,00
5,55982E+15;723;2,63451E+15;6,54364E+15;2,84146E+16;2,60909E+15;-1,12924E+16;3,62E+15;1,15772E+16;6,41455E+15;10;4572727272727270,00
3,69385E+15;5,73454E+15;2,36006E+16;6,48502E+14;2,57011E+16;2,09454E+16;-8,41072E+15;3,68078E+14;1,22792E+16;6,55887E+15;9;4573758865248230,00
8,43267E+15;7,82556E+15;2,92953E+16;8,07778E+15;12866666667;184;-5,757E+16;3,18444E+15;1,63852E+16;6,35444E+15;2;4577777777777780,00
9,82565E+14;3,29826E+16;1,60547E+16;1,95725E+15;5,6957E+15;3,31786E+15;-2,0468E+16;1,18681E+16;1,07693E+16;2,71896E+16;5;4579710144927540,00
5,73857E+14;76;1934190;4,71714E+15;9,00746E+15;1,27571E+15;-8,29843E+15;4,26714E+15;1,20476E+16;9,58286E+15;8;4585714285714280,00
9,82537E+15;4,8981E+15;2,25165E+16;7,71267E+15;7,13745E+15;2,54244E+16;-7,3234E+15;4,72138E+15;1,34392E+16;6,43654E+15;4;4586206896551720,00
1,52514E+16;6,84118E+15;2,92791E+15;5,82059E+15;251235294,1;3,24165E+15;-1,14947E+16;8,53E+15;1,19951E+16;6,35824E+15;5;4588235294117650,00
1,48568E+16;6,08889E+14;2,70135E+16;8,22667E+15;5,41498E+15;1,62911E+16;-6,27367E+15;401;1,15005E+16;6,05778E+15;5;4588888888888890,00
1,84855E+15;6,00253E+15;2,34698E+15;6,97222E+15;1,29298E+16;2,27343E+15;-6,38656E+16;5,44465E+15;1,16974E+16;5,5699E+15;9;4604040404040400,00
6,18888E+16;8,14182E+14;2,66271E+15;6,46485E+15;2,88212E+11;2,02545E+16;-7,10179E+15;2,47539E+14;9,75516E+15;5,16333E+15;1;4606060606060610,00
4,55312E+15;5,33652E+15;2,74117E+15;4,54E+15;1,5378E+16;1,78635E+15;-1,05829E+15;3,61609E+15;1,22693E+16;4,11739E+16;0;4608695652173910,00
3,57E+16;6,56273E+15;2561710;4,32273E+15;5,18173E+15;1,60891E+16;-9,46445E+15;1,42145E+16;1,25649E+16;3,89818E+15;9;4609090909090910,00
9,23154E+14;6,69077E+15;1,91963E+16;2,40538E+15;7,73615E+15;1,15877E+16;-1,50752E+16;5,57923E+14;99381;6,33385E+15;5;4615384615384610,00
9,64846E+15;6,92538E+15;2,01335E+15;4,72385E+15;517232;1,01954E+16;-9,55115E+15;5,05538E+16;1,19809E+16;7,93154E+15;9;4615384615384620,00
8,75167E+15;5,175E+15;2287955;851;1945295;2547;-56565;8,19E+15;1,41454E+16;3,62667E+15;6;4616666666666670,00
2,63118E+15;6,04471E+15;3,01043E+15;8,00059E+15;1,47459E+11;2,15618E+16;-5,60588E+15;5,88529E+14;1,12263E+16;8,22824E+15;2;4617647058823530,00
3,91825E+16;4,78552E+15;2,61366E+16;6,04552E+15;7,3429E+15;2,01269E+16;-7,79733E+15;4,52269E+14;1,16749E+16;4,32579E+15;5;4617910447761190,00
3,60895E+16;6,12545E+15;2,89648E+15;8,42182E+15;1,59097E+16;2024;-9,13264E+15;3,90455E+16;1,1411E+16;6,70455E+15;5;4618181818181820,00
5,76804E+15;5,37084E+15;2,13767E+16;3,76168E+15;9,97342E+15;2,63183E+15;-1,14404E+16;3,93121E+15;1,3019E+16;6,32673E+15;2;4621495327102800,00
1,61289E+16;5,27444E+15;2,52886E+15;8,80889E+15;7,94099E+15;2543;-9,75778E+15;5,61E+15;1,12727E+16;639;7;4622222222222220,00
3,84455E+15;6,17955E+15;2,57655E+15;5,48273E+15;0,000002;1,17414E+16;-8,65132E+15;3,79955E+15;9,96385E+15;4,19318E+15;10;4622727272727270,00
4,63436E+15;3,61277E+15;2,13435E+16;4,22415E+16;8,79923E+15;1,31815E+16;-1,4986E+16;4,81538E+15;1,23642E+15;1,42669E+15;11;4630769230769230,00
4,63436E+15;3,61277E+15;2,13435E+16;4,22415E+15;8,79923E+15;1,31815E+15;-1,4986E+16;4,81538E+15;1,23642E+15;1,42669E+16;11;4630769230769230,00
1,36E+16;6,60964E+15;2,4407E+15;6,59643E+15;1,18853E+16;2,29204E+16;-7,94604E+15;7,62E+15;1,15662E+16;5,9625E+15;1;4632142857142860,00
1,31333E+16;7,32E+15;2,42995E+16;7,02333E+15;0;2,76667E+15;-4,82333E+15;6,40667E+15;9,0722E+15;604;5;4633333333333330,00
9,77333E+15;1,53733E+16;2,6332E+16;1,19733E+16;485;2,13267E+15;-2,09477E+16;4,83333E+15;72618;1,16733E+16;1;4633333333333330,00
1,92033E+16;4,39667E+16;2,65778E+16;3,65667E+15;0,000061;4,74333E+15;-1,1635E+16;2,51333E+15;75954;239;7;4633333333333330,00
7,215E+15;7,45667E+15;3665465;5,80333E+15;3,19567E+11;1,41183E+15;-1,00088E+16;25;1,18026E+16;5,99E+15;10;4633333333333330,00
8,735E+15;5,03667E+15;2,02862E+16;3,025E+16;2,24901E+16;1,27517E+16;-1,33583E+16;1,661E+16;1,3067E+16;6,78833E+15;7;4633333333333330,00
1,22533E+16;401;2,23186E+16;593;8,42567E+15;3,045E+16;-7,98967E+15;5,57E+16;1,11784E+16;402;3;4633333333333330,00
6,94222E+15;4,61222E+15;1,21433E+16;3,63511E+15;4,97435E+15;203;-1,66088E+16;6,52889E+14;1,117E+16;4,14111E+15;9;4633333333333330,00
4635;5,505E+15;3,82084E+16;4,18892E+16;8,68667E+15;7,405E+15;-1,54333E+16;4,24833E+15;1,06752E+16;55715;6;4633333333333330,00
2,74267E+16;494;2224400;7,8E+15;1,7987E+16;9,47667E+15;-3,77267E+16;28;120015;4,20667E+15;0;4633333333333330,00
3,31667E+15;7,11667E+15;2,02035E+16;7,00333E+15;2,39267E+15;2,97E+16;-9,51067E+15;447;1,2334E+16;934;6;4633333333333330,00
1,45643E+16;742;1500200;8,42E+15;2,61363E+16;2,88667E+15;-5,06567E+15;5,63667E+16;1,19985E+16;7,78333E+15;7;4633333333333330,00
2,37586E+16;6,60167E+15;2,80443E+16;5,46167E+15;1,02369E+16;1,5835E+16;-8,24646E+15;4,20792E+15;1,15462E+16;5,02875E+15;2;4633333333333330,00
2,77311E+16;6,54717E+15;1861875;6,49891E+15;2,16076E+16;2,02189E+16;-7,30404E+16;4,00152E+15;1,26258E+16;8,07478E+15;7;4634782608695650,00
8,40285E+15;7,41636E+15;2,8234E+15;6,71E+15;1,59107E+16;2,45582E+15;-7,34536E+15;1,71055E+16;1,34954E+16;7,16455E+15;5;4636363636363640,00
8,07364E+15;4,66091E+14;1482120;1,57264E+16;6,56679E+15;1,69236E+16;-1,38467E+16;4,70909E+16;1,14615E+15;6,84182E+15;0;4636363636363640,00
7,31167E+15;6,64417E+15;1,84922E+16;3,88417E+15;13611666667;1,91967E+16;-8,88517E+15;4695;1,0258E+16;7,06667E+15;9;4641666666666670,00
3,1514E+15;6,6625E+15;1,8761E+16;5,1525E+15;28583333333;1,47458E+16;-6,51083E+15;3,67917E+15;1,16621E+16;5,37333E+15;1;4641666666666670,00
2,73178E+15;5,36286E+15;2,12634E+16;7,74429E+15;1,04791E+16;2,06429E+16;-6,28729E+15;3,43714E+15;1,2054E+15;5,56143E+15;11;4642857142857140,00
8,245E+15;5,79571E+15;1,44595E+15;2,448E+16;0;1,85943E+15;-1,20336E+16;9,28143E+15;1,03722E+16;5,96071E+15;8;4642857142857140,00
3,44762E+15;5,91622E+15;2,39068E+16;5,385E+15;9,77582E+15;2,08216E+16;-7,41908E+15;3,25405E+15;1,32252E+16;5,02838E+15;2;4643243243243240,00
7,92581E+15;6,92744E+15;7,80712E+15;2,3386E+16;0;2,40744E+16;-1,85549E+16;9,61651E+15;1,05434E+15;5,86814E+15;0;4651162790697670,00
6,40861E+15;6,44889E+15;2,18149E+15;3,67056E+15;1,53903E+16;1,49225E+16;-1,39435E+16;3,33528E+16;1,2641E+16;5,30056E+15;4;4652777777777780,00
2,50914E+15;6,77538E+15;1,82011E+16;6,33846E+15;5,71945E+15;2122;-7,30546E+15;5,23538E+15;1,21133E+16;7,04E+15;8;4653846153846150,00
3,79545E+15;6,53091E+15;1,91154E+16;6,44727E+15;1,63418E+16;1,82036E+16;-6,78118E+15;3,47636E+16;9,75306E+15;7,71091E+15;9;4654545454545450,00
2,21762E+16;5,25083E+15;2,38755E+16;8,09583E+15;662625;157425;-7,82342E+15;3,43167E+15;1,40308E+16;6,81E+15;7;4658333333333330,00
6,32621E+15;4,53806E+15;2,2625E+16;4,31701E+15;4,24559E+16;2,03957E+16;-1,13553E+15;3,63343E+15;1,19976E+16;4,00537E+15;9;4661194029850750,00
5,49918E+15;4,57727E+15;2,03208E+16;9,48636E+15;8,95909E+15;1,96645E+15;-4,15409E+15;8,76091E+15;1,47206E+15;5,92091E+15;9;4663636363636360,00
2,34967E+16;8,03667E+15;2558710;627;0;1,21667E+16;-9314;349;1,17748E+16;7,05667E+15;9;4666666666666670,00
3,692E+15;6,555E+15;2,51845E+15;4,60111E+14;6,16304E+15;1,81861E+16;-1,31845E+16;3,47389E+14;1,17315E+16;5,19333E+15;9;4666666666666670,00
5,12E+15;547;2571690;4,14E+15;523333333,3;1,00433E+16;-1,34777E+16;324;1,36987E+16;4,1E+15;2;4666666666666670,00
30781;5,03667E+15;1931490;747;0;195;-50265;6,89167E+15;1,56426E+16;5,89333E+15;7;4666666666666670,00
4,91592E+15;72425;1,94797E+16;4,9925E+15;67265833333;1,76533E+16;-8,13925E+15;40925;1,12927E+16;6,89E+15;7;4666666666666670,00
6,61E+15;4,67333E+15;4,58494E+16;59;1,28136E+15;1,03967E+16;-9,85733E+15;456;1,13755E+16;5,37333E+15;4;4666666666666670,00
5,14667E+15;4,26333E+15;2,22343E+16;63;1,45878E+16;1,02433E+16;-9,52033E+15;4,63667E+16;1,46452E+16;4,95E+15;11;4666666666666670,00
172;6,32333E+15;2382060;591;2,12833E+16;1,26133E+16;-1,30973E+16;5,1E+15;1,194E+16;6,04667E+15;6;4666666666666670,00
9,69E+15;1484;3,15809E+16;1,87333E+16;8,53E+15;1,04333E+16;-1,67703E+16;376;91439;8,66E+15;3;4666666666666670,00
30647;6,26333E+15;2855200;3,67E+15;2,20997E+16;1,16433E+16;-12356;5,31333E+15;1,27261E+16;444;11;4666666666666670,00
245;8,03667E+15;2,16764E+16;8,04667E+15;0;271;-2,59733E+16;2,98E+16;116868;7,24333E+15;5;4666666666666670,00
4,34333E+15;5,22333E+15;1918445;6,26333E+15;1,93217E+16;2,26833E+15;-6,69417E+15;3,47833E+15;1,06992E+16;6025;11;4666666666666670,00
9,52333E+15;2,37333E+15;2,51178E+16;306;2,43777E+15;2,47667E+15;-11961;4,7E+16;1,16147E+16;7,09333E+15;5;4666666666666670,00
988;4,47333E+15;1,27648E+16;2,28467E+16;9,06667E+15;1036;-2,14953E+15;7,53333E+15;1,40155E+16;6,73333E+15;10;4666666666666670,00
9,89333E+15;375;2,44112E+16;249;1,94797E+16;23;-1,34793E+16;6,36E+15;8,73903E+15;3,26667E+16;6;4666666666666670,00
2,29167E+15;4,24333E+15;982220;8,48333E+15;852;3,37667E+15;-4,91933E+15;4,31333E+16;1,31983E+16;5,08667E+15;1;4666666666666670,00
1,222E+16;4,50667E+15;1,36472E+16;9,03667E+15;8,49667E+15;504;-9,13933E+15;4,17667E+16;1,30385E+16;7,19667E+15;7;4666666666666670,00
9,85333E+15;234;2,47942E+16;1,26167E+16;1,54033E+16;1472;-17205;4,21333E+16;8,59E+15;1278;5;4666666666666670,00
9,42667E+15;5,24667E+15;2,23862E+16;3,07667E+15;6,68667E+15;2,13667E+16;-1,55043E+16;471;1,39199E+16;6,06667E+15;5;4666666666666670,00
6,69933E+15;564;8,24397E+15;9,16E+15;2887;3,42667E+15;-5,44367E+15;4,54667E+15;1,31962E+16;5,42333E+15;6;4666666666666670,00
2,32599E+16;6,10889E+15;1,84869E+16;8,39444E+15;5,50333E+15;1667;-9,86422E+15;4,68889E+15;129795;4,93111E+15;9;4666666666666670,00
2,36967E+16;5,66E+15;9,52337E+15;8,96333E+15;7,69667E+15;2,28333E+16;-8,141E+15;3,88333E+15;1,27333E+16;5,55667E+15;1;4666666666666670,00
9,84667E+15;406;1,60911E+16;1,49767E+16;14792;4,03E+16;-19334;6,53667E+15;8,72557E+15;2,49333E+15;1;4666666666666670,00
1,75133E+16;4,52333E+15;828270;9,39333E+15;1,07197E+16;521;-6,38867E+16;1,18433E+16;1,31058E+15;4,10667E+15;6;4666666666666670,00
