acousticness;danceability;duration_ms;energy;instrumentalness;loudness;speechiness;tempo;key;popularity
0;0,6;163627;0,95;0;-3,7;0,09;133,97;6;58
0;0,54;226142,38;0,87;0,04;-4,29;0,05;136,65;0;58,85
0,94;0,69;110053,22;0,32;0;-5,97;0,06;117,9;2;58,44
0,99;0,43;228654,5;0,06;0,93;-24,88;0,04;127,38;6;58
0,13;0,78;242413,5;0,91;0;-3,06;0,14;97,46;7;58,5
0,36;0,7;417936,5;0,48;0;-8,1;0,29;107,51;1;58,25
0,16;0,69;233427;0,57;0,01;-10,4;0,03;103,32;9;58,33
0,07;0,53;225431;0,73;0;-5,77;0,06;150,07;11;58,36
0,13;0,49;201854;0,77;0,01;-5,67;0,08;134,21;9;58,53
0,16;0,55;218245,2;0,63;0;-6,41;0,05;132,7;6;58,6
0,09;0,65;229480;0,95;0,01;-8,29;0,04;132,91;6;58
0,04;0,5;92283;0,87;0;-4,35;0,16;138,09;8;58
0,02;0,67;168207;0,95;0;-1,78;0,04;100;8;58
0,74;0,74;235240;0,64;0;-6,19;0,07;97,9;8;58
0,05;0,73;271166,5;0,83;0;-7,33;0,03;131,26;7;58
0,71;0,63;278653;0,23;0,01;-14,89;0,03;96,09;9;58
0;0,59;215474;0,93;0;-1,43;0,12;136,92;0;58
0;0,45;289187;0,96;0,84;-2,95;0,04;99,99;5;58
0,05;0,58;189168,67;0,7;0;-5,96;0,09;105,21;1;58,33
0,33;0,55;227262,33;0,54;0;-7,11;0,05;128,1;6;58
0,02;0,79;262613;0,61;0;-9,52;0,2;94,63;11;58
0,01;0,57;231877;0,76;0;-5,6;0,05;114,98;2;58,5
0,06;0,48;241978,38;0,86;0;-4,4;0,06;128,68;6;58
0,15;0,17;202000;0,6;0,97;-22,27;0,07;88;0;58
0,86;0,51;522161,25;0,38;0,69;-11,37;0,05;109,3;5;10,58
0,1;0,56;210682,37;0,83;0;-4,88;0,05;126,02;6;58,05
0;0,59;213333;0,81;0,35;-7,84;0,13;148,15;7;58
0,03;0,65;253400;0,75;0;-4,21;0,05;132,21;11;58,2
0,93;0,48;169662;0,18;0;-9,94;0,03;79,76;11;58
0,53;0,53;258253,33;0,7;0;-7,93;0,04;136,29;7;58
0,03;0,7;195954;0,62;0;-6,91;0,25;105,09;1;58,44
0,15;0,75;171253,33;0,78;0;-5,41;0,09;120,74;9;58,83
0,57;0,5;191175,14;0,49;0;-7,74;0,09;101,65;3;58,14
0,2;0,31;331613;0,73;0;-6,38;0,06;82,67;9;58
0,6;0,7;337200;0,39;0;-10,88;0,05;79,64;2;58
0,01;0,46;311979,5;0,98;0,03;-3,09;0,13;175,05;2;58
0,03;0,84;201000;0,48;0;-7,19;0,39;139,57;0;58
0,12;0,78;307903,67;0,72;0,09;-11,79;0,05;115,6;9;58,67
0,19;0,85;299921,75;0,43;0;-7,84;0,05;122,69;6;58,75
0,47;0,62;273864;0,38;0,03;-10,69;0,05;139,93;11;58
0,94;0,65;115977,67;0,3;0;-5,78;0,06;121,61;2;58,67
0,01;0,51;240193,5;0,86;0;-4,91;0,05;162,07;1;58,5
0,14;0,75;340395,33;0,71;0;-7,6;0,05;104,66;7;58
0,18;0,69;134043,5;0,69;0;-5,99;0,06;131,06;9;58
0,02;0,63;235915;0,91;0;-4,64;0,05;97,85;10;58
0,19;0,53;273538,09;0,58;0,1;-7,39;0,03;102,92;9;58,36
0,12;0,79;197386,5;0,63;0;-5,09;0,07;107,02;11;58
0,01;0,15;927886;0,86;0,86;-25,95;0,12;132,21;1;58
0,09;0,41;117773;0,53;0,03;-9,5;0,5;187,42;10;58
0,19;0,53;217367;0,92;0;-4,7;0,32;180,07;11;58
0,08;0,66;257394,14;0,75;0;-5,44;0,03;102,87;11;58,71
0,14;0,74;172820;0,44;0;-8,6;0,07;92,02;4;58
0,01;0,55;245538;0,7;0;-3,14;0,12;129,87;8;58
0,14;0,58;254199,92;0,59;0;-10,68;0,04;119,44;0;22,58
0,64;0,61;155222,37;0,44;0;-10,23;0,03;116,36;4;19,58
0,04;0,97;198095;0,49;0;-9,86;0,23;126,05;2;58
0,26;0,7;209969;0,72;0;-5,66;0,05;87,98;10;58
0,11;0,69;252193,75;0,74;0;-6,28;0,04;115,47;4;58,75
0,03;0,82;366853;0,83;0;-6,12;0,08;99,99;7;58
0,97;0,58;133155;0,16;0;-10,2;0,04;92,49;2;58
0,23;0,51;201600;0,67;0,1;-7,43;0,12;133,68;2;58,38
0,27;0,81;257404,33;0,85;0;-3,73;0,28;100,03;10;58
0,69;0,72;241813;0,54;0;-14,06;0,35;102,65;10;58
0,18;0,76;255173;0,89;0;-5,36;0,13;127,03;6;58,5
0,19;0,53;217367;0,92;0;-4,7;0,32;180,07;11;58
0;0,49;235320;0,38;0;-9,29;0,04;126,4;6;58
0,07;0,76;177087;0,48;0;-4,35;0,07;94,01;4;58
0,08;0,6;280400,33;0,87;0,03;-7,19;0,03;132,12;5;58,33
0,43;0,62;172400;0,81;0;-6,59;0,04;150,74;5;58
0,01;0,67;199960;0,67;0;-3;0,05;128,1;4;58
0;0,57;205423;0,67;0;-5,83;0,03;123,96;11;58
0;0,23;237680;0,89;0;-5,53;0,07;167,88;9;58
0,04;0,4;201395;0,79;0,04;-7,29;0,07;117,38;4;58
0,15;0,66;269880;0,68;0,35;-5,69;0,03;108,02;1;58,5
0,93;0,47;184724,28;0,22;0,1;-15,04;0,04;90,14;5;27,58
0;0,49;221493;0,92;0;-3,8;0,06;100,13;7;58
0,04;0,48;237034,67;0,85;0,03;-5,07;0,06;132,96;1;58,81
0,55;0,6;165333,5;0,6;0;-8,18;0,05;122,9;11;58,5
0,66;0,62;215931,95;0,45;0,01;-10,06;0,03;113,56;7;58,68
0,56;0,64;155465,04;0,64;0;-6,18;0,04;129,94;0;24,58
0,01;0,69;389095;0,57;0;-10,37;0,03;115,99;9;58
0,02;0,74;194118;0,8;0;-4,78;0,04;126,13;5;58
0,87;0,52;179427;0,18;0;-12,31;0,03;69,13;8;58
0,16;0,46;206515,33;0,82;0;-7,18;0,06;131,71;9;58,33
0,37;0,26;322160;0,46;0,88;-10,87;0,03;70,36;4;58
0,05;0,59;193600;0,9;0;-4,78;0,03;107,09;6;58
0,86;0,35;328920;0,29;0,02;-15,23;0,12;77,38;0;34,57
0;0,45;213866,67;0,79;0;-4,57;0,05;145,14;6;57,67
0,03;0,68;189452,64;0,82;0;-3,73;0,17;116,56;5;57,07
0,01;0,71;293733,5;0,71;0,19;-3,57;0,08;132,02;1;57
0,36;0,82;218973;0,41;0;-9,28;0,04;87,98;0;57
0,21;0,6;314623,5;0,77;0;-5,77;0,34;108,44;5;57,67
0,23;0,53;180520,2;0,66;0;-5,09;0,04;149,53;2;57,4
0,27;0,55;245816,64;0,47;0;-12,04;0,04;116,92;9;34,57
0,04;0,71;324907;0,8;0;-8,29;0,03;110,05;4;57
0,19;0,59;223124,67;0,81;0;-8,02;0,03;136,27;7;57,33
0,98;0,42;183414,39;0,26;0,44;-13,24;0,05;116,7;0;2,57
0,97;0,25;551036,14;0,1;0,78;-20,36;0,04;93,71;5;2,57
0,84;0,36;206733;0,19;0,01;-14,49;0,03;98,77;2;57
0,62;0,57;214735;0,41;0;-9,33;0,04;126,13;10;54,57
0,01;0,7;214467;0,65;0;-6,5;0,05;86,01;2;57
0,83;0,53;311266,67;0,23;0,26;-18,88;0,04;122,68;2;57,67
0,3;0,45;261487,67;0,56;0;-7,75;0,04;130,65;9;57
0;0,41;238796,29;0,93;0,03;-3,95;0,07;126,28;2;56,57
0,02;0,47;207346,88;0,88;0;-3,84;0,06;148,04;2;57,48
0,02;0,35;323956,5;0,84;0;-4,34;0,06;148,52;7;57,75
0;0,57;195846,5;0,85;0;-4,68;0,05;141,78;6;57,5
0,19;0,85;261200;0,83;0;-6,65;0,05;115,31;6;57
0;0,38;197564,33;0,72;0;-9,46;0,05;154,34;5;57,33
0,64;0,38;167502,33;0,31;0,01;-10,61;0,04;126,05;7;57,67
0,07;0,65;364893;0,53;0;-8,72;0,24;97,3;1;57
0,23;0,48;214087,71;0,49;0;-7,53;0,03;125,09;2;2,57
0,54;0,57;127227;0,76;0;-6,87;0,07;127,13;9;57
0;0,25;252280;0,95;0,29;-3,81;0,1;97,55;8;57
0,08;0,48;200801,86;0,76;0,03;-6,24;0,05;128,46;11;57,33
0,23;0,71;247486,07;0,65;0;-6,04;0,11;98,44;1;57,05
0,36;0,61;202221,67;0,6;0;-5,7;0,07;121,4;7;57,33
0,38;0,64;295437,14;0,43;0;-13,26;0,03;114,22;0;38,57
0,01;0,45;349053,8;0,89;0,03;-5,06;0,06;138,2;2;57,8
0,39;0,8;261319,54;0,58;0,01;-8,47;0,05;129,82;0;57,27
0,17;0,69;256360;0,91;0;-5,02;0,04;126;6;57
0,01;0,88;324907;0,44;0;-7,56;0,25;90,02;0;57
0,05;0,78;198307;0,68;0;-5,12;0,1;90,34;4;57,33
0,59;0,53;230670,57;0,48;0;-7,81;0,1;108,29;8;57,57
0,57;0,51;280649,29;0,48;0;-8,54;0,04;116,05;0;45,57
0,99;0,33;457991,33;0,09;0,86;-25,71;0,04;64,97;4;57,33
0,04;0,74;236186,5;0,8;0;-5,56;0,04;103,03;6;57,5
0,68;0,56;238640;0,47;0,91;-5,5;0,03;118,06;7;57
0,09;0,67;259213,33;0,72;0;-7,94;0,08;155,1;1;57,33
0,53;0,61;287155,67;0,39;0;-9,42;0,15;99,43;4;57,67
0,22;0,77;240880,29;0,67;0;-6,8;0,05;120,57;11;3,57
0,21;0,47;225546,5;0,91;0,19;-2,93;0,04;112,36;2;57
0;0,4;236466,5;0,97;0,03;-4,1;0,08;173,73;6;57,25
0,12;0,58;209865,25;0,76;0;-5,51;0,04;130,47;0;57,71
0,54;0,56;306261,6;0,45;0;-9,4;0,05;145,01;3;57,4
0;0,44;265435;0,92;0;-7,08;0,07;91,99;2;57
0,25;0,66;283824;0,74;0;-4,67;0,14;121,72;11;57,33
0,98;0,2;179820,86;0,25;0,73;-23,97;0,07;107,75;2;6,57
0,27;0,56;282492,14;0,58;0,03;-9,43;0,04;122,98;7;36,57
0;0,73;217157;0,85;0;-3,82;0,16;125,83;11;57
0,58;0,92;645876;0,36;0;-8,33;0,37;104,99;8;57
0;0,35;216520;0,83;0;-3,83;0,05;163,96;9;57
0,13;0,51;233067;0,92;0;-4,86;0,13;150,04;7;57
0;0,29;174147;0,96;0;-2,86;0,14;174;8;57
0,41;0,73;191267;0,78;0,11;-7,11;0,03;120,02;11;57
1;0,18;353147;0,03;0,89;-30,94;0,04;77,12;0;57
0,81;0,47;155881,66;0,16;0,76;-21,03;0,07;100,06;0;57,79
0,19;0,71;203617,29;0,86;0;-3,96;0,07;92,84;4;36,57
0,19;0;93452;0;1;-18,68;0;0;2;57
0,29;0,56;328826,5;0,47;0,23;-8,01;0,04;118,54;7;57,5
0,76;0,44;383864,57;0,38;0;-12,1;0,14;111,62;3;13,57
0,86;0,55;177813,5;0,25;0,05;-12,69;0,04;118,11;7;57
0,27;0,7;220213;0,42;0;-15,68;0,09;121,86;9;57
0,04;0,6;325333;0,71;0;-5,71;0,06;88,45;1;57
0,4;0,51;182712,43;0,33;0;-15,44;0,05;146,53;7;57,14
0,74;0,69;248666,5;0,29;0,42;-14,91;0,04;98,52;10;57
0,13;0,14;371747;0,35;0,88;-12,66;0,04;86,24;10;57
0,48;0,48;466120,54;0,38;0,45;-13,1;0,04;116,09;10;31,57
0,64;0,65;204640;0,73;0;-4,83;0,07;155,11;0;57
0,36;0,39;284549,83;0,42;0,46;-12,27;0,03;90,82;7;57,33
0;0,42;71957,57;0,93;0;-6,29;0,13;134,63;1;5,57
0,01;0,64;189173;0,87;0;-3,71;0,09;122,97;7;57,75
0,01;0,44;210246,75;0,81;0,14;-3,55;0,05;102,37;2;57,75
0,96;0,31;224443,71;0,25;0,16;-15,7;0,05;96,16;4;2,57
0,34;0,62;327249;0,72;0;-5,55;0,21;149,61;5;57,33
0;0,29;290280;0,63;0;-5,54;0,03;135,9;6;57
0,01;0,38;271304,57;0,92;0,08;-6,49;0,07;121,64;5;41,57
0,27;0,54;231881,86;0,71;0;-5,23;0,04;128,77;8;55,57
0,99;0,44;77267;0;0,96;-44,76;0,05;126,92;9;57
1;0,19;402493;0,07;0,83;-19,24;0,05;128,98;10;57
0;0,44;203226,75;0,87;0;-5,57;0,08;128,89;2;57
0,06;0,66;228937;0,82;0,07;-6,2;0,04;123,95;4;57,29
0,08;0,8;300200;0,82;0;-5,42;0,26;87,32;1;57
0,21;0,77;336263,25;0,65;0;-6,24;0,09;127,52;11;57
0,46;0,62;240973;0,32;0,92;-10,92;0,04;80,01;1;57
0,23;0,77;234840;0,55;0;-6,05;0,05;127,18;8;57
0,98;0,21;174653;0,05;0,91;-23,84;0,03;88,32;1;57
0,07;0,65;240889;0,45;0;-11,7;0,04;111,38;7;57,67
0,77;0,57;201057;0,39;0;-13,09;0,06;149,14;10;57
0;0,29;290280;0,63;0;-5,54;0,03;135,9;6;57
0,5;0,65;318826,5;0,84;0;-4,88;0,03;90,98;10;57,5
0,23;0,54;189651;0,71;0,65;-6,25;0,03;93,2;7;57
0,15;0,63;214429,13;0,79;0,01;-4,67;0,13;138,85;11;57,2
0,57;0,67;202520;0,63;0;-5,75;0,08;74,67;11;57
0,05;0,8;239623;0,63;0;-7,11;0,28;80,76;7;57,75
0,96;0,2;460556;0,08;0,82;-22,91;0,04;74,35;6;54,57
0,19;0,62;269446,8;0,62;0;-7,3;0,07;100,18;11;57,8
0;0,36;230310;0,58;0;-8,05;0,03;154,98;8;57
0,24;0,78;271580;0,76;0;-5,69;0,14;177,88;1;57
0,13;0,74;206863,33;0,63;0;-6,9;0,26;99,99;2;57,33
0;0,37;406001,57;0,83;0,8;-5,17;0,05;127,7;0;0,57
0,05;0,71;218766,5;0,9;0;-12,9;0,05;125;3;57
0,13;0,58;202530,8;0,89;0,03;-5,96;0,05;100,57;7;57
0,13;0,65;231180;0,67;0;-9,16;0,03;102,81;1;57
0,79;0,64;205770,5;0,43;0;-10;0,04;123,98;8;57
0,65;0,55;317139,43;0,34;0,09;-14,21;0,04;136,65;10;20,57
0,37;0,54;260740;0,62;0,02;-6,79;0,04;99,84;2;57,5
0,04;0,7;223637,25;0,87;0;-6,49;0,06;118,95;9;57,25
0,04;0,64;281379,71;0,85;0,58;-7,38;0,04;122,41;4;11,57
0,12;0,59;219134;0,7;0;-6,97;0,04;106,06;9;57
0,38;0,62;251307,33;0,59;0;-6,05;0,03;92,34;2;57,67
0,98;0,1;421059;0,04;0,88;-23,09;0,05;74,48;2;57
0,95;0,46;195997;0,13;0,85;-19,31;0,05;117,2;4;57
0,25;0,51;214633;0,59;0;-6,34;0,04;97,27;7;57
0,95;0,46;175630;0,13;0,01;-17,58;0,04;118,76;0;57
0,27;0,59;239016,43;0,58;0,01;-7,18;0,1;112,28;0;56,57
0,45;0,34;230041,83;0,44;0,39;-12,64;0,06;104,89;2;1,57
0,01;0,44;214233,5;0,88;0;-4,11;0,05;102,5;1;57,5
0,98;0,12;214987;0,06;0,91;-26,63;0,04;94,14;7;57
0,98;0,3;204462;0,41;0,93;-16,08;0,04;110,26;4;57
0,44;0,65;233123;0,51;0;-8,68;0,11;88,3;11;57,2
0,2;0,62;241684,44;0,55;0;-11,82;0,05;110,3;7;57
0,31;0,41;242881;0,32;0,58;-12,46;0,03;100,46;7;57,5
0,98;0,56;170990,46;0,35;0,35;-12,22;0,07;103,46;10;6,57
0,93;0,2;270216,79;0,11;0,58;-23,32;0,04;89,93;2;20,57
0,55;0,55;193171,43;0,32;0,04;-13,78;0,04;120,67;2;27,57
0,92;0,47;190850,11;0,28;0,1;-15,21;0,13;112,43;5;17,57
0,02;0,58;213240;0,63;0,49;-11,93;0,04;163,88;4;57
0,12;0,71;238625;0,74;0;-3,18;0,24;91,57;6;57,07
0,99;0,68;159350,43;0,22;0,11;-14,5;0,22;110,96;9;6,57
0,04;0,61;201963,3;0,84;0,02;-3,96;0,09;124,8;1;57,4
0,04;0,51;298293;0,44;0;-7,04;0,03;94,07;2;57
0,82;0,57;297573;0,37;0;-7,75;0,06;118,55;4;57
0,18;0,73;233460;0,91;0;-1,52;0,03;104,01;1;57
0,04;0,6;325333;0,71;0;-5,71;0,06;88,45;1;57
0,99;0,22;281120;0,01;0,93;-30,77;0,04;85,28;2;57
0;0,79;159560;0,69;0;-4,01;0,04;124,99;0;57
0,09;0,58;206291,43;0,84;0;-5,17;0,06;114,58;7;57,86
0,18;0,84;252272,29;0,37;0,12;-12,61;0,18;108,72;9;36,57
0,01;0,72;381689;0,58;0,18;-9,12;0,05;115,75;5;57,33
0,45;0,5;216337,29;0,46;0;-10,82;0,03;127,5;9;33,57
0,05;0,93;190200;0,9;0;-7,37;0,05;128,08;9;57
0,22;0,54;284654,7;0,54;0,19;-10,26;0,03;112,92;11;57,35
0,6;0,53;267103;0,45;0;-7,02;0,03;135,27;7;57
0,07;0,57;253160;0,94;0;-1,58;0,04;97,94;4;57
0,17;0,44;206173;0,55;0;-5,26;0,03;172,23;4;57
0,04;0,57;318760;0,88;0,16;-6,52;0,1;149,96;7;23,57
0,66;0,55;275320;0,53;0;-6,77;0,13;91,57;8;57
0,72;0,37;236200;0,51;0;-5,4;0,03;157,74;0;57
0,39;0,52;234072,33;0,54;0,52;-9,66;0,1;118,24;7;57,83
0,26;0,68;231867;0,82;0;-3,31;0,24;180;1;57
0,24;0,7;290967,86;0,58;0;-9,54;0,04;118,26;1;38,57
0,07;0,48;226213,54;0,73;0,1;-4,95;0,05;132,75;11;57,85
0,98;0,48;176175,14;0,12;0,06;-22,14;0,24;107,93;7;10,57
0,07;0,69;258186,5;0,72;0;-10,31;0,03;133,98;2;57
0,28;0,77;247120;0,95;0;-4;0,09;104,32;6;57
0,01;0,51;254157,14;0,95;0;-3,38;0,14;123,87;11;55,57
0,19;0,67;280808,67;0,74;0;-12,24;0,04;150,83;4;57,67
0,78;0,56;183323,71;0,37;0;-8,71;0,04;119,68;4;20,57
0,95;0,34;337530,58;0,18;0,39;-18,47;0,04;107,56;7;2,57
0,75;0,63;263425;0,37;0,03;-13,12;0,04;154;8;57
0,09;0,69;192348,33;0,76;0;-4,54;0,05;102,99;8;57,78
0,42;0,46;324440;0,82;0;-4,87;0,4;80,29;11;57
0,18;0,89;219160;0,51;0;-5,08;0,28;95,85;11;57
0,37;0,59;218569,71;0,41;0;-12,2;0,03;94,23;2;33,57
0,89;0,56;188750,14;0,38;0;-9,21;0,06;122,49;7;0,57
0,76;0,55;361440;0,51;0,08;-11,06;0,04;103,59;5;17,57
0,84;0,27;369603,86;0,21;0,85;-19,89;0,05;107,16;0;10,57
0,23;0,57;194650,08;0,8;0;-4,22;0,04;123,85;7;57,5
0,34;0,58;226822,33;0,85;0;-4,76;0,23;134,76;5;57,33
0,98;0,31;169301;0,17;0,56;-20,2;0,05;114,04;7;29,57
0,72;0,71;221940;0,34;0;-7,64;0,38;72,35;10;57
0,17;0,53;216393,42;0,75;0;-4,76;0,04;140,95;7;57,3
0,44;0,61;210291,6;0,55;0;-7,57;0,05;136,33;5;57,6
0,99;0,35;334205,57;0,11;0,06;-20,57;0,11;104,85;2;2,57
0,82;0,77;222783,5;0,31;0;-12,78;0,05;131,98;2;57,5
0,27;0,7;220213;0,42;0;-15,68;0,09;121,86;9;57
0,12;0,7;235112,21;0,68;0,1;-5,72;0,04;124,15;0;57,07
0,16;0,39;257484;0,41;0;-8,95;0,06;173,73;7;57
0,03;0,79;207587;0,59;0;-6,87;0,26;157,15;4;57
0,49;0,61;152924;0,37;0;-11,2;0,03;116,99;9;14,57
0,24;0,56;214653,5;0,63;0;-10,85;0,04;89,32;4;57
0,06;0,42;262387;0,65;0;-5,87;0,03;166,12;8;57
0,09;0,65;227311,76;0,78;0,01;-5,52;0,04;125,71;7;39,57
0,13;0,14;371747;0,35;0,88;-12,66;0,04;86,24;10;57
0,8;0,7;215541,33;0,34;0;-12,89;0,05;137,7;2;57,33
0,09;0,76;257947;0,62;0;-7,92;0,21;122,74;7;57,67
0,6;0,39;240789;0,38;0;-8,99;0,03;103,97;7;57
0,26;0,68;231867;0,82;0;-3,31;0,24;180;1;57
0,1;0,65;195507;0,91;0;-5,02;0,04;124,01;10;57
0,97;0,1;445720;0,03;0,89;-21,13;0,04;67,07;2;57
0,51;0,62;284260;0,42;0;-10,82;0,03;142,44;3;57,5
0,98;0,1;421059;0,04;0,88;-23,09;0,05;74,48;2;57
0,01;0,55;257453,33;0,82;0,33;-5,61;0,05;134,34;6;57
0,99;0,15;282348,57;0,08;0,92;-25,67;0,05;78,46;2;40,57
0,06;0,57;254897;0,58;0;-8,27;0,04;145,09;1;57
0,84;0,37;447737,14;0,2;0,5;-17,18;0,05;108,16;9;0,57
0,14;0,6;190267;0,5;0;-7,46;0,03;152,04;3;57
0,15;0,75;234111,33;0,66;0;-10,36;0,03;119;5;57,67
0,99;0,26;170148,29;0,29;0,06;-16,34;0,05;95,5;9;2,57
0,92;0,66;262533;0,21;0,07;-16,18;0,04;95,47;2;57
0,19;0,59;304994,14;0,57;0;-8,94;0,04;129,05;11;39,57
0,72;0,66;225532;0,39;0,21;-9,96;0,04;141,04;11;57
0,12;0,63;221574,6;0,76;0,01;-6,3;0,04;138,98;7;57,4
0,14;0,89;224589,4;0,64;0;-2,92;0,22;94,93;5;57
0,34;0,53;203646,5;0,41;0;-10,67;0,04;115,91;1;57
0,09;0,7;393613,89;0,73;0,24;-7,33;0,05;134,94;7;57,89
0,36;0,66;162400;0,76;0;-3,2;0,06;113,57;2;57
0,22;0,52;227902,33;0,76;0;-4,25;0,04;149,17;5;57,67
0,77;0,46;254320;0,57;0;-5,54;0,03;145,99;8;57
0,18;0,75;208867;0,8;0;-5,99;0,35;90,84;1;57
0,31;0,64;187200;0,4;0;-11,69;0,03;107,04;7;57
0,3;0,76;196646,5;0,53;0;-6,09;0,05;134,02;0;57
0,24;0,52;323973;0,76;0;-8,4;0,05;118,41;2;57
0,05;0,78;243060,18;0,76;0,01;-5,05;0,22;103,06;1;57,64
0,03;0,79;255140,86;0,36;0;-16,01;0,23;136,52;11;38,57
0,26;0,64;240581,14;0,59;0,15;-6,71;0,09;125,77;2;57,14
0,99;0,4;224783;0,08;0,91;-24,84;0,05;118,44;0;28,57
0,15;0,66;250986;0,66;0;-6,45;0,17;122,75;11;57,23
0,04;0,78;244480;0,71;0,08;-5,69;0,05;109,02;5;57
0,4;0,63;215177,67;0,48;0;-6,74;0,03;121,99;7;57
0,2;0,85;174528,71;0,77;0;-5,72;0,05;115,08;2;48,57
0,13;0,14;371747;0,35;0,88;-12,66;0,04;86,24;10;57
0,2;0,72;227200,25;0,82;0;-3,73;0,1;125,95;6;57,75
0,57;0,92;233320;0,68;0;-5,16;0,04;129,99;7;57
0,4;0;80813;0;0,56;-22,98;0;0;10;57
0,31;0,68;219666,5;0,77;0;-8,52;0,03;136,29;9;57
0,19;0,7;259844,63;0,63;0;-5,52;0,21;150,94;5;57,88
0,01;0,71;185522;0,92;0,93;-6,78;0,18;154,01;11;57
0,02;0,56;150261;0,91;0;-5,36;0,15;114,83;6;57
0,06;0,81;228140;0,98;0,01;-6,59;0,03;125;3;57,5
0,1;0,74;311311,33;0,74;0;-6,59;0,24;83,27;4;57,67
0,01;0,45;238387;0,9;0;-3,13;0,11;160,1;1;57
0,13;0,62;189966,5;0,62;0;-8,86;0,04;135,3;5;57,5
0,63;0,69;182127,33;0,56;0,08;-9,12;0,05;122,53;9;57
0,29;0,39;444331;0,45;0;-7,75;0,03;129,53;9;57
0,4;0,61;179800;0,53;0;-7,1;0,05;62,49;7;57
0,42;0,78;272211,33;0,63;0;-6,45;0,27;164,79;1;57,33
0,97;0,36;213864,03;0,24;0,08;-16,75;0,06;91,73;1;0,57
0,27;0,55;220853,43;0,5;0;-8,98;0,03;109,29;5;43,57
0,97;0,25;199257,14;0,18;0,43;-17,46;0,04;97,45;1;34,57
0,81;0,54;129427;0,27;0;-10,71;0,05;146,98;7;57
0,8;0,7;215541,33;0,34;0;-12,89;0,05;137,7;2;57,33
0,91;0,27;246293;0,29;0;-11,51;0,03;136,61;3;57
0,91;0,27;246293;0,29;0;-11,51;0,03;136,61;3;57
0;0,35;161333;0,83;0;-3,86;0,06;192,01;6;57
0,01;0,62;252813,5;0,89;0;-5,96;0,06;96,35;9;57,5
0,97;0,45;187160;0,06;0;-16,8;0,03;130,73;3;57,5
0,28;0,59;267493;0,62;0;-9,6;0,23;102,16;2;57
0,05;0,58;218513;0,85;0,01;-6,88;0,03;149,14;2;57
0,18;0,54;215515;0,7;0;-5,57;0,04;120,68;0;57,13
0,99;0,22;174333;0,15;0,94;-18,17;0,04;123,2;7;57
0,19;0,92;260998,91;0,69;0;-4,96;0,05;131,36;1;57,45
0,12;0,74;198000;0,91;0;-3,23;0,08;116,03;5;57
0,22;0,36;264202;0,4;0;-8,17;0,03;88,24;2;57
0,31;0,79;76357;0,61;0;-6,19;0,06;118,31;2;57
0,71;0,52;191874,29;0,42;0;-11,01;0,03;110,5;7;17,57
0;0,39;226271;0,95;0;-3,32;0,12;120,78;7;57,67
0,09;0,39;214383,21;0,85;0,04;-5,32;0,08;134,29;2;57,89
0,12;0,6;257893;0,78;0;-4,83;0,16;124,3;2;57
0,13;0,14;371747;0,35;0,88;-12,66;0,04;86,24;10;57
0,19;0,58;250547;0,81;0;-4,66;0,16;127,93;2;57
0,36;0,64;229662,33;0,73;0;-5,05;0,03;125,3;9;57,67
0,13;0,75;248854,68;0,74;0;-5,72;0,07;116,11;1;57,14
0,95;0,3;227577,29;0,13;0,52;-19,55;0,04;121,68;2;32,57
0,99;0,39;171497,29;0,11;0,86;-23,21;0,03;92,4;0;1,57
0,62;0,64;248573;0,27;0;-11,47;0,03;115,75;6;57
0,12;0,75;246656,75;0,81;0;-5,73;0,12;99,73;6;57,25
0,01;0,44;207133;0,68;0;-11,55;0,04;111,96;4;57
0,42;0,65;222031;0,45;0;-8,05;0,27;103,32;6;57,25
0,19;0,83;193903,29;0,77;0;-6,79;0,09;94,59;0;57,43
0,2;0,46;222336,75;0,8;0;-4,52;0,05;118,6;7;57,75
0,8;0,55;350064,76;0,35;0,53;-12,52;0,05;114,51;0;24,57
0,27;0,6;285640;0,6;0;-10,63;0,16;143,52;5;57
0,97;0,29;242034,34;0,17;0,18;-17,14;0,06;97,86;2;8,57
0,98;0,12;214987;0,06;0,91;-26,63;0,04;94,14;7;57
0,27;0,69;223080;0,76;0;-6,98;0,03;111,34;0;57
0,59;0,48;277506,71;0,35;0;-11,21;0,09;108,02;7;41,57
0,04;0,52;210553,06;0,87;0;-4,56;0,07;109,34;2;57,94
0,07;0,5;219188,58;0,82;0;-4,48;0,06;143,65;1;57,63
0;0,26;223273,5;0,98;0;-3,78;0,13;132,76;6;57
0,33;0,65;205898;0,29;0,01;-14,52;0,05;112,65;4;57
0,66;0,56;293783;0,69;0,02;-5,85;0,04;122,15;7;35,57
0,99;0,19;69973,14;0,06;0,41;-30,55;0,05;85,03;8;30,57
0,25;0,66;304349,57;0,61;0,66;-10,72;0,03;111,33;11;40,57
0,13;0,14;371747;0,35;0,88;-12,66;0,04;86,24;10;57
0,02;0,49;206354;0,76;0,37;-5,33;0,03;155,66;1;57
0,04;0,7;263920;0,86;0;-5,18;0,43;160,9;11;57
0,28;0,8;275751;0,55;0,93;-7,26;0,13;94;11;57
0,02;0,61;209760;0,8;0;-4,45;0,04;130,05;5;57
0,03;0,76;266507;0,71;0;-6,67;0,2;96,98;8;57
0,02;0,5;228742,86;0,85;0;-7,12;0,1;116,75;11;44,57
0,08;0,42;232809,43;0,87;0;-3,89;0,09;148,85;4;17,57
