acousticness;danceability;duration_ms;energy;instrumentalness;loudness;speechiness;tempo;key;popularity
0;0,46;245776,5;0,8;0,01;-7;0,04;131,94;9;47,75
0,03;0,72;275480;0,72;0;-5,34;0,22;174,03;8;47
0,84;0,43;364009;0,13;0,43;-17,3;0,04;108,22;7;47,67
0,39;0,63;262550;0,5;0;-12,63;0,04;120,34;6;47,75
0,48;0,54;190960,25;0,58;0;-11,18;0,03;100,44;5;47
0,79;0,48;121893;0,81;0,01;-3,74;0,06;146,25;9;47
0;0,54;192213;0,96;0;-3,78;0,05;131,83;8;47
0,22;0,4;243000;0,87;0;-4,91;0,12;78,44;0;47
0,1;0,62;233063,5;0,76;0;-4,9;0,07;122,45;5;47,5
0,62;0,7;184360;0,5;0;-9,79;0,2;125,49;11;47
0,22;0,52;229318;0,67;0,01;-6,65;0,04;125,17;9;47,29
0,51;0,58;164827;0,88;0;-6,78;0,25;144,89;2;47
0,46;0,57;226689;0,32;0,02;-10,55;0,05;113,43;2;47
0,44;0,53;310562,67;0,59;0,01;-10,99;0,03;106,98;7;36,47
0,06;0,73;197320;0,79;0,01;-4,39;0,1;151,99;9;47
0,77;0,78;45004;0,34;0;-7,5;0,06;134,75;3;47
0,64;0,58;225027;0,46;0;-15,46;0,06;79,97;7;47
0,51;0,49;255747;0,86;0;-5,88;0,08;101,69;7;47
0,44;0,54;139813;0,38;0;-9,49;0,04;185,06;10;47
0,02;0,63;584586;0,78;0,48;-9,28;0,04;137,03;4;47
0,4;0,62;208453;0,93;0;-5,22;0,04;158,72;7;47
0,98;0,63;151770,47;0,32;0,05;-11,14;0,15;109,75;2;3,47
0,59;0,57;208226,45;0,4;0,05;-12,1;0,03;124,63;0;39,47
0,06;0,82;329769;0,49;0;-8,19;0,27;75,15;6;47,67
0,5;0,55;253040;0,54;0;-7,02;0,06;173,9;0;47
0,09;0,86;245171;0,64;0,12;-9,87;0,11;103,94;11;47,08
0,64;0,58;225027;0,46;0;-15,46;0,06;79,97;7;47
0,96;0,48;189155,67;0,21;0,04;-16,13;0,05;101,42;0;47
0,25;0,64;318213;0,59;0;-7,44;0,32;83,13;7;47
0,81;0,39;233661,72;0,29;0,61;-12,8;0,12;107,57;6;1,47
0,29;0,78;141347;0,62;0;-8,57;0,21;142,25;5;47
0,56;0,41;86324,33;0,45;0;-12,06;0,11;108,94;1;47,67
0,19;0,47;160653;0,45;0;-11,23;0,05;101,72;2;47
0,56;0,49;230293,33;0,37;0,12;-10,46;0,03;93,07;1;47
0,9;0,4;263691,67;0,17;0;-13,3;0,03;128,54;3;47,33
0,97;0,52;162427;0,02;0,08;-25,37;0,04;92,72;2;47
0,43;0,53;258930;0,38;0;-14,22;0,05;105,84;5;47,5
0,73;0,39;212147;0,44;0;-10,94;0,09;96,06;5;47
0,63;0,47;220996,75;0,33;0;-10,61;0,08;100,63;5;47,25
0,2;0,58;234332,5;0,68;0,02;-7,96;0,03;115,99;2;47,43
0,22;0,53;251359,77;0,62;0;-9,31;0,05;124,93;3;47,15
0,2;0,53;265200,67;0,68;0;-7,24;0,04;106,95;7;47,22
0,31;0,69;241052,53;0,63;0;-9,5;0,04;110,85;7;47,21
0,07;0,83;233420;0,55;0;-9,89;0,25;104,58;6;47,21
0,09;0,89;202067;0,48;0;-5,49;0,06;123,98;9;47
0,25;0,81;185420;0,48;0;-7,78;0,16;93,02;7;47,33
0,33;0,69;216185,89;0,67;0;-8,52;0,04;114,56;5;47,47
0,34;0,72;200693;0,62;0,44;-6,8;0,03;89,99;5;47
0;0,46;286567;0,96;0;-4,34;0,04;158;10;47
0,65;0,49;267493;0,46;0;-8,16;0,03;141,72;11;47
0,72;0,34;216346,5;0,35;0,44;-15,17;0,04;139,7;2;47
0,15;0,82;288283,8;0,8;0,13;-8,08;0,05;130,53;9;30,47
0,34;0,52;253982,88;0,6;0,08;-9,35;0,03;119,25;9;47,52
0,76;0,48;197960;0,51;0;-9,42;0,06;142,39;3;47
0;0,17;313360;0,93;0,77;-5,22;0,08;129,09;6;47
0,04;0,74;212640;0,87;0;-4,37;0,07;122;11;47
0,09;0,6;206233,25;0,69;0;-12,08;0,03;120,44;1;47,75
0,03;0,38;249900;0,73;0;-4,41;0,03;158,37;10;47,5
0,05;0,57;234133;0,82;0;-5,16;0,05;128,99;4;47
0,75;0,5;183482,32;0,47;0;-10,88;0,11;106,92;2;22,47
0,03;0,48;254800;0,8;0;-7,27;0,05;187,97;0;47
0,13;0,85;265347;0,61;0;-7,47;0,21;88,01;4;47
0,42;0,48;238548,11;0,46;0;-10,59;0,04;117,65;9;47,67
0,66;0,56;154191;0,38;0,05;-11,86;0,04;123,29;5;9,47
0,43;0,58;126050,37;0,57;0,06;-10,6;0,07;120,4;7;27,47
0,33;0,74;71400;0,83;0;-5,89;0,41;125,06;2;47,5
0,49;0,61;300760;0,41;0;-9,44;0,05;157,47;3;47
0,57;0,61;179902,17;0,55;0;-6,33;0,04;142,6;8;47,44
0,33;0,67;258920;0,81;0;-6,93;0,08;92,92;2;47
0,91;0,13;351333;0,16;0,03;-14,24;0,04;80,45;7;47
0,19;0,71;298671,45;0,57;0;-9,19;0,07;126,55;5;47,27
0,27;0,48;298526,32;0,52;0,37;-15,27;0,04;107,77;4;47,92
0,77;0,41;233015,8;0,3;0;-12,43;0,08;115,58;6;41,47
0,2;0,69;285972,37;0,45;0,07;-10,41;0,14;105,12;11;47,58
0,12;0,63;309387;0,65;0,51;-7,32;0,04;151,96;4;47
0;0,46;202027;0,92;0;-5,48;0,04;94,02;0;47,5
0,66;0,3;270026,57;0,4;0,01;-7,99;0,04;130,34;7;47,29
0,02;0,71;180480;0,51;0,01;-9,22;0,04;146,98;1;47
0,83;0,3;269173;0,39;0;-11,14;0,05;82,36;2;47
0,08;0,73;190253;0,81;0;-11,11;0,04;115,4;7;47
0,1;0,59;286440;0,91;0,39;-7,37;0,12;136,11;7;47,43
0,55;0,5;274327,2;0,37;0;-10,88;0,03;134,08;4;44,47
0,01;0,51;169240;0,92;0;-3,32;0,04;103,31;2;47
0,13;0,48;240589,72;0,76;0;-5,13;0,06;124,11;9;47,53
0,02;0,57;277718,67;0,78;0,18;-6,71;0,05;132,44;9;47,5
0,51;0,5;207800;0,28;0;-11,16;0,04;83,97;3;47
0,15;0,75;238917,58;0,63;0;-8,44;0,28;105,18;11;47,08
0,92;0,27;246533;0,47;0;-5,92;0,03;115,1;7;47
0,48;0,54;255154,27;0,51;0;-9,1;0,04;116,46;0;47,82
0,92;0,26;310000;0,11;0,9;-19,69;0,04;92,54;2;47
0,92;0,27;246533;0,47;0;-5,92;0,03;115,1;7;47
0,01;0,94;233413,5;0,59;0,02;-11,73;0,26;133,03;1;47
0,93;0,65;107907;0,31;0;-7,28;0,19;185,78;4;47
0,85;0,37;160973,5;0,07;0,8;-27,9;0,04;122,12;10;47
0,17;0,86;214347;0,67;0;-4,31;0,3;94,91;10;47
0,02;0,9;508120;0,34;0,55;-9,58;0,09;122,11;11;47
0,2;0,73;290958,84;0,5;0;-8,72;0,14;113,84;8;47,5
0,18;0,67;280986,86;0,63;0;-9,57;0,03;113,53;2;47,43
0,35;0,75;223605,05;0,52;0,01;-9,64;0,08;124,55;2;47,67
0,15;0,62;254148,83;0,82;0;-8,06;0,04;137,79;0;47,33
0,7;0,84;258400;0,38;0;-13,17;0,03;95,08;10;47
0,02;0,38;199646,99;0,9;0,03;-4,37;0,08;139,97;1;47,16
0,08;0,77;190338,33;0,86;0;-7,23;0,23;97,66;11;47,33
0,12;0,73;215973;0,66;0,01;-5,87;0,06;169,96;0;47
0,98;0,33;452000;0,09;0,92;-22,32;0,04;111,42;5;47
0,67;0,38;301933;0,49;0;-12,42;0,04;127,86;9;47
0,01;0,59;292773;0,56;0,84;-11,03;0,04;147,22;2;47
0,23;0,56;233677;0,36;0;-11,77;0,02;87,84;5;47
0,26;0,5;406600,17;0,57;0;-8,82;0,05;101,46;8;47,67
0,19;0,64;222588,67;0,69;0,12;-8,44;0,05;138,79;0;47,95
0,13;0,67;157200;0,53;0;-12,7;0,03;118,33;0;47
0,01;0,44;340667;0,7;0;-6,8;0,06;148,1;6;47
0,07;0,66;222200;0,74;0,01;-11,29;0,03;115,81;5;47
0,3;0,55;305509,4;0,4;0,14;-9,52;0,03;78,91;7;47,6
0,04;0,59;164440;0,86;0,01;-4,71;0,04;131,01;4;47
0,62;0,57;253619,93;0,38;0;-12,49;0,04;106,4;7;47,79
0,78;0,08;361160;0,04;0,86;-30,07;0,05;67,1;7;47
0,61;0,35;253373;0,31;0;-8,11;0,04;130,63;6;47
0,25;0,8;286880;0,55;0;-5,67;0,07;108,02;11;47
0,97;0,39;300095;0,19;0;-13,84;0,04;130,32;0;47
0,18;0,6;234698,48;0,7;0;-6,39;0,05;116,97;9;46,04
0,07;0,81;93600;0,88;0;-5,42;0,12;120,11;11;46
0,01;0,55;285153,5;0,87;0,59;-8,05;0,06;128,48;8;46,5
0,38;0,62;257654,55;0,55;0;-8,65;0,04;99,64;10;46,23
0,1;0,67;203576;0,87;0,68;-6,14;0,04;130,52;10;46,5
0,89;0,33;253979,36;0,2;0,09;-19,69;0,04;107,85;1;46,91
0,87;0,44;138003,5;0,28;0,62;-16,99;0,04;115,6;2;46,5
0,91;0,31;354240;0,13;0,9;-17,34;0,04;129,94;2;46
0,07;0,71;226923,08;0,63;0;-7,39;0,13;119,74;0;9,46
0,3;0,37;207986;0,42;0;-11,31;0,03;177,58;2;46
0,82;0,42;175413;0,39;0;-9,19;0,03;102,35;5;46
0,96;0,16;384120;0,13;0,88;-17,59;0,04;70,76;4;46
0,87;0,44;138003,5;0,28;0,62;-16,99;0,04;115,6;2;46,5
0,97;0,21;143280,68;0,12;0,11;-21,83;0,03;100,66;7;14,46
0,98;0,35;578000;0,11;0,8;-19,46;0,04;114,19;9;46
0,31;0,69;187973;0,71;0;-7,82;0,03;125,32;0;46
0,11;0,8;302609,75;0,73;0;-8,25;0,28;135,28;8;46,25
0,05;0,59;222120;0,85;0;-4,24;0,33;119,86;7;46
0,64;0,58;266000;0,47;0;-11,99;0,04;135,91;5;46
0,96;0,69;201335,46;0,47;0,52;-9,55;0,05;119,81;9;0,46
0,9;0,73;141000;0,18;0,91;-10,54;0,03;94,93;1;46
0,22;0,66;285453,5;0,87;0,3;-11,55;0,06;125,78;3;46,5
0,33;0,56;221571,33;0,66;0;-5,57;0,07;161,81;7;46
0,01;0,41;170808;0,87;0,03;-5,37;0,12;132,68;1;46,4
0,97;0,51;280893;0,1;0;-16,07;0,04;133,44;10;46
0,41;0,65;142100;0,78;0;-10,67;0,09;115,21;7;46
0,43;0,68;176441,02;0,43;0,72;-14,99;0,05;132,24;7;1,46
0;0,19;187546,5;0,99;0,93;-7,75;0,15;101,92;7;46
0,09;0,69;185186,67;0,93;0;-4,48;0,04;122,34;7;46
0,01;0,64;196920;0,99;0,01;-3,11;0,03;138,02;10;46
0,12;0,49;56840;0,56;0;-8,44;0,11;202,58;0;46
0,48;0,55;199343,8;0,59;0;-6,64;0,11;144,77;9;46,2
0,17;0,66;206313,5;0,55;0;-6,26;0,28;137,79;2;46
0,97;0,21;307102,33;0,14;0,33;-19,09;0,04;134,49;7;46
0,39;0,57;261706,67;0,35;0;-14,33;0,04;115,64;2;46
0,14;0,66;244069,54;0,66;0,12;-7,95;0,08;115,66;1;46,32
0,98;0,18;184023,5;0,05;0,79;-24,65;0,04;121,87;0;46,5
0,08;0,74;282339,55;0,67;0;-7,35;0,17;134,95;5;46,36
0,23;0,8;255871;0,63;0;-9,31;0,35;117,75;9;46,67
0,15;0,75;243436,75;0,67;0,01;-8,39;0,31;128,86;9;44,46
0,87;0,47;322454,13;0,19;0,69;-19,81;0,04;105,33;0;22,46
0,05;0,72;244257,2;0,74;0;-6,15;0,16;92,23;7;46,4
0,2;0,7;261722,24;0,7;0;-5,49;0,39;116,73;1;46,53
0,87;0,47;218126,5;0,24;0;-15,55;0,04;116,44;11;46,5
0,13;0,73;242995,33;0,7;0;-4,82;0,06;90,72;5;46,33
0,91;0,31;354240;0,13;0,9;-17,34;0,04;129,94;2;46
0,85;0,68;163747,9;0,46;0,12;-10,17;0,06;126,02;9;11,46
0,52;0,6;244787;0,59;0;-4,52;0,03;137,83;7;46
0,11;0,65;183347;0,54;0;-9,02;0,1;157,08;6;46
0,16;0,54;298920;0,57;0;-7,39;0,03;98,14;1;46
0,33;0,65;181751;0,73;0;-3,95;0,04;167,27;9;46
0,08;0,9;262024,86;0,69;0;-6,4;0,29;96,32;1;46
0,45;0,69;293640;0,4;0;-7,78;0,12;131,85;5;46
0,58;0,69;288667;0,63;0;-7,46;0,39;86,28;4;46
0,83;0,46;482187;0,22;0,81;-16,58;0,03;107,51;5;46
0,03;0,94;224890;0,42;0;-7,91;0,11;128,37;8;46
0,38;0,61;277400;0,59;0;-8,17;0,03;113,31;11;46
0,73;0,55;176680;0,4;0;-15,7;0,14;91,76;1;46
0,72;0,73;188627;0,37;0,85;-9,39;0,03;103,99;9;46
0,68;0,54;60893;0,85;0;-9,41;0,85;87,82;5;46
0,93;0,29;328000;0,15;0;-15,13;0,03;169,54;10;46
0,44;0,65;235373;0,74;0;-6,41;0,12;170,61;7;46,5
0,98;0,15;263320,33;0,12;0,49;-20,95;0,05;72,62;1;46,33
0,37;0,42;293713,63;0,59;0,01;-6,14;0,04;145,74;10;46,13
0,37;0,66;251845,39;0,46;0,01;-13,18;0,03;117,32;9;46,67
0,71;0,63;163482,4;0,31;0,01;-13,16;0,03;105,37;2;46,6
0,01;0,52;228795,5;0,85;0,19;-5,66;0,08;141,45;6;46,17
0,06;0,41;313664,79;0,86;0;-5,34;0,12;128,29;11;46,79
0,9;0,13;230267;0,01;0,21;-35,95;0,04;84,02;9;46
0,68;0,48;144838,85;0,41;0;-9,21;0,03;100,34;9;25,46
0,03;0,7;210040;0,55;0;-12,06;0,04;158,07;2;46
0,39;0,48;261365,9;0,6;0,01;-7,8;0,05;116,75;5;46,18
0,07;0,55;199560,92;0,83;0;-8,91;0,18;145,37;9;25,46
0,01;0,51;281033,43;0,95;0;-5,12;0,04;118,97;5;46
0,13;0,69;301977,83;0,69;0;-9,07;0,16;92,29;1;46,83
0,1;0,56;219187;0,69;0;-4,89;0,04;148,12;2;46
0,64;0,65;180733;0,44;0;-12,9;0,18;99,66;0;46
0,96;0,37;208467;0,09;0,32;-22,46;0,04;125,78;9;46
0,19;0,44;265777,67;0,37;0;-11,63;0,03;75,95;7;46,33
0,3;0,61;235457,67;0,66;0;-9,11;0,04;115,2;11;46,89
0,9;0,27;220643,5;0,25;0;-14,7;0,03;105,11;6;46,5
0,22;0,49;137465,15;0,59;0,04;-7,9;0,04;121,43;1;22,46
0,13;0,69;301977,83;0,69;0;-9,07;0,16;92,29;1;46,83
0,74;0,52;87307;0,95;0;-11,96;0,91;60,6;5;46
0,48;0,38;214200;0,49;0;-11,53;0,03;112,36;7;46,8
0,06;0,75;283000;0,69;0,07;-7,86;0,05;95,29;9;46
0,58;0,69;288667;0,63;0;-7,46;0,39;86,28;4;46
0,26;0,67;194921,4;0,61;0;-4,89;0,09;88,82;1;46,2
0,07;0,75;366546,5;0,58;0;-10,01;0,25;118,03;10;46,33
0,59;0,74;242663,6;0,72;0;-8,66;0,05;98,15;8;46,2
0,05;0,59;222120;0,85;0;-4,24;0,33;119,86;7;46
0,08;0,77;327473,5;0,75;0,05;-9,44;0,06;126,98;9;46
0,52;0,6;244787;0,59;0;-4,52;0,03;137,83;7;46
0,58;0,35;216062,33;0,29;0;-14,27;0,03;124,03;7;46
0,05;0,4;461215,47;0,79;0,12;-8,21;0,06;122,19;2;46,74
0,14;0,43;247486,5;0,63;0,01;-6,58;0,03;131,74;7;46
0,44;0,48;181644,77;0,57;0;-8,93;0,04;119,04;5;29,46
0,83;0,46;482187;0,22;0,81;-16,58;0,03;107,51;5;46
0,06;0,81;266270,76;0,65;0;-7,1;0,25;97,55;1;46,06
0,67;0,6;178667;0,8;0;-10,19;0,44;84,43;9;46
0,54;0,59;147226,5;0,97;0,06;-3,82;0,08;165,45;5;46,5
0,96;0,16;384120;0,13;0,88;-17,59;0,04;70,76;4;46
0,06;0,79;219320;0,76;0;-7,67;0,06;136,01;5;46
0,1;0,84;254209;0,75;0;-7,92;0,1;117,77;11;46,31
0,28;0,73;189400;0,62;0;-6,56;0,12;141,89;8;46,5
0,56;0,66;231093,5;0,35;0;-11,48;0,04;96,21;5;46,5
0,09;0,43;394173;0,67;0;-6,1;0,03;159,37;10;46
0,83;0,48;174341,54;0,32;0,05;-13,91;0,11;121,65;0;9,46
0,01;0,27;203707;0,92;0;-5,26;0,17;169,16;1;46
0;0,15;360840;0,95;0,91;-5,71;0,08;104,35;0;46
0,9;0,13;230267;0,01;0,21;-35,95;0,04;84,02;9;46
0,37;0,92;219293;0,64;0;-6,71;0,31;92,96;2;46
0,65;0,47;277173;0,37;0;-11,45;0,03;77,02;7;46
0,72;0,71;159695,92;0,38;0;-12,76;0,04;128,71;0;37,46
0,28;0,6;288507;0,42;0;-9,41;0,03;107,72;10;46
0,28;0,62;257360;0,73;0;-8,4;0,04;97,3;11;46
0,1;0,61;222867;0,53;0;-15,24;0,04;122,49;2;46
0,03;0,54;212634,43;0,77;0;-6,29;0,03;120,54;11;46,43
0,01;0,31;172653;0,99;0;-4,38;0,09;150,39;4;46
0,53;0,56;407987;0,31;0,01;-9,37;0,03;139,95;5;46
0,87;0,5;202862,17;0,3;0;-13,36;0,17;130,67;7;46,33
0;0,27;347627;0,81;0;-3,69;0,05;173,55;7;46
0,73;0,71;249107;0,53;0,05;-8,46;0,04;108,36;2;46
0;0,49;240475,77;0,96;0,67;-6,51;0,06;136,7;7;4,46
0,46;0,53;274116,52;0,45;0,02;-10,58;0,04;122,69;0;46,09
0,24;0,71;186274,11;0,66;0,04;-9,94;0,06;115,12;5;46,89
0;0,66;226973;0,84;0;-6,59;0,11;145,04;7;46
0,07;0,39;276145,6;0,75;0,9;-7,41;0,13;159,77;2;46,4
0,22;0,86;268031,88;0,56;0;-7,06;0,06;129,34;0;46,38
0,23;0,6;258113;0,7;0;-7,5;0,04;141,37;5;46
0,18;0,71;256734,53;0,69;0,01;-7,87;0,25;96,55;1;46,79
0,32;0,53;220237,41;0,6;0;-7,14;0,03;119,77;6;46,65
0,62;0,42;280640;0,2;0,39;-19,54;0,04;107,55;5;46,25
0,99;0,21;379053;0,06;0;-20,47;0,04;176,38;10;46
0,02;0,53;238754,58;0,81;0,01;-7,82;0,03;140,31;7;46,58
0,51;0,55;257169;0,41;0;-13,48;0,03;136,99;2;46,67
0,43;0,81;161747;0,76;0,01;-6,93;0,05;95;1;46
0;0,65;242027;0,91;0,86;-9,46;0,04;129,08;9;46
0,01;0,76;288280;0,77;0;-7,37;0,29;91,66;6;46
0,31;0,65;211413,68;0,7;0,01;-7,81;0,04;132,95;7;46,96
0,3;0,5;269280;0,48;0,36;-9,17;0,24;91,25;1;46
0,26;0,87;153201;0,86;0;-7,01;0,13;95,05;11;46
0,81;0,48;180453;0,3;0;-13,68;0,04;98,28;5;46
0,96;0,37;208467;0,09;0,32;-22,46;0,04;125,78;9;46
0,96;0,16;384120;0,13;0,88;-17,59;0,04;70,76;4;46
0,53;0,56;407987;0,31;0,01;-9,37;0,03;139,95;5;46
0;0,61;289648,45;0,84;0,16;-9,13;0,04;114,11;5;46,18
0,82;0,52;206948,77;0,3;0;-12,23;0,13;114,97;10;4,46
0,29;0,52;218773;0,87;0;-2,11;0,26;92,32;9;46
0;0,45;156301,14;0,94;0,08;-5,25;0,09;133,48;7;46,71
0,34;0,44;195200;0,57;0;-6,31;0,03;158,18;0;46
0,75;0,71;308010;0,54;0;-13,33;0,04;94,36;11;46
0,97;0,51;280893;0,1;0;-16,07;0,04;133,44;10;46
0,93;0,18;225293;0,06;0;-24,5;0,04;74,23;5;46
0,02;0,8;302974;0,55;0;-10,88;0,36;92,12;11;46
0,6;0,42;227298,8;0,48;0;-9,87;0,04;145,98;0;46,4
0,96;0,16;384120;0,13;0,88;-17,59;0,04;70,76;4;46
0,54;0,55;209467;0,27;0;-9,78;0,03;76,51;2;46,5
0,12;0,4;223185,67;0,59;0,01;-7,99;0,06;111,78;3;46,33
0,05;0,78;220570,13;0,69;0;-8,08;0,16;116,87;1;46,38
0,05;0,32;193451,71;0,88;0,16;-11,01;0,06;135,67;7;31,46
0,19;0,81;235364,5;0,67;0,05;-10,92;0,06;113,38;1;46,5
0,06;0,69;223996,8;0,88;0,11;-3,65;0,11;111,18;8;46,6
0,91;0,31;354240;0,13;0,9;-17,34;0,04;129,94;2;46
0,36;0,66;256171;0,43;0;-9,46;0,14;125,65;9;46,09
0,9;0,13;230267;0,01;0,21;-35,95;0,04;84,02;9;46
0,37;0,51;251139,36;0,6;0,01;-9,67;0,04;125,63;7;46,82
0,2;0,81;318667;0,76;0;-6,58;0,26;95,11;9;46
0,98;0,17;384911,17;0,11;0,88;-23,73;0,05;75,32;9;46,83
0,86;0,21;1146027;0,28;0,78;-16,03;0,04;133,26;5;46
0,34;0,07;362188;0;0,93;-31,5;0,06;78,13;8;46
0,99;0,29;289765,4;0,04;0,88;-28,5;0,04;90,83;11;46,8
0,04;0,69;229467;0,95;0;-6,18;0,05;122;11;46
0,05;0,71;294533;0,6;0,67;-9,34;0,03;88,01;5;46
0,01;0,59;261253,33;0,9;0;-5,16;0,1;110,93;6;45,33
0,35;0,67;320777,67;0,44;0;-11,06;0,03;113,09;10;45,33
0,02;0,81;212434;0,62;0;-8,81;0,26;125,03;11;45,5
0,18;0,83;229795,17;0,56;0,05;-9,85;0,27;98,03;11;45,65
0,07;0,76;222440;0,85;0;-4,92;0,31;92,87;9;45
0,37;0,57;236005,58;0,65;0,03;-8,41;0,04;122,79;9;45,74
0,01;0,41;173896,47;0,93;0,05;-5,26;0,09;126,93;4;45,06
0,03;0,87;198966,5;0,9;0;-4,3;0,1;113,53;1;45
0,14;0,81;237619,91;0,66;0;-7,76;0,3;94,31;6;14,45
0,03;0,59;316733;0,36;0;-17,34;0,03;94,98;2;45
0,33;0,63;246650,6;0,55;0,08;-10,39;0,04;122,14;10;45,2
0;0,48;222253;0,97;0;-3,26;0,16;110,06;10;45
0;0,49;89273,94;0,94;0,55;-6,32;0,08;126,46;6;8,45
0,65;0,65;244206,5;0,67;0;-9,49;0,04;95,75;11;45,5
0,56;0,46;366938,8;0,45;0,01;-15,04;0,05;137;5;45
0,79;0,55;220537,49;0,27;0;-12,15;0,04;120,4;2;45,34
0,52;0,37;446240;0,48;0,17;-6,21;0,03;73,35;9;45
0,92;0,58;367600;0,12;0,01;-18,47;0,1;96,91;3;45
0;0,75;384000;0,8;0,03;-6,22;0,03;120,15;8;45
0,99;0,12;256573;0,14;0,69;-15,54;0,05;67,89;10;45
0,07;0,55;216346,67;0,57;0;-7,99;0,03;139,82;7;45,33
0,36;0,64;192386,5;0,71;0;-7,63;0,04;116,16;9;45,5
0,76;0,38;287027;0,59;0;-7,7;0,04;180,74;5;45
0,6;0,63;190080;0,52;0;-8,5;0,04;93,78;5;45
0,94;0,24;423107;0,06;0,03;-25,21;0,04;95,29;4;45
0,98;0,25;196093;0,01;0,65;-26,17;0,04;102,44;7;45
0,27;0,57;263986,8;0,44;0;-13,08;0,03;102,6;6;45,8
0,52;0,54;322784,34;0,49;0,86;-16,15;0,07;123,21;1;45,28
0,07;0,72;216217;0,91;0,12;-7,32;0,04;131,14;0;45,71
0,13;0,71;234835,67;0,78;0;-4,85;0,29;149,61;11;45,67
0,55;0,4;211960;0,76;0;-7,54;0,05;149,95;9;45
0;0,78;202387;0,57;0;-6,27;0,04;96,09;0;45
0,03;0,5;179518,64;0,8;0,53;-7,16;0,08;129,8;7;11,45
0,04;0,85;222013;0,34;0;-11,52;0,32;90,01;0;45
0,18;0,64;198000;0,9;0;-4,28;0,09;99,41;9;45
0,46;0,6;197425,88;0,64;0,02;-7,3;0,04;123,19;2;45,41
0,01;0,71;199467;0,79;0;-6,2;0,05;104,96;0;45
0,37;0,74;199250,5;0,4;0;-7,62;0,03;95,46;11;45
0,31;0,72;195998,78;0,61;0,01;-8,62;0,05;139,9;7;45,56
0,75;0,4;395800;0,55;0,01;-10,91;0,05;89,54;9;45
0,53;0,81;61086,67;0,33;0;-11,56;0,04;120,9;4;45,5
0,05;0,79;222404,27;0,53;0,02;-9,17;0,21;114,08;10;45,36
0,91;0,19;195667;0,42;0,96;-10,95;0,03;76,7;9;45
0,57;0,51;280649,29;0,48;0;-8,54;0,04;116,05;0;45,57
0,25;0,7;257637,64;0,65;0,01;-7,79;0,15;119,68;6;32,45
0,01;0,74;220827;0,52;0;-7,66;0,09;89,97;7;45
0,27;0,76;217160;0,61;0;-6,71;0,3;126,25;8;45,75
0,08;0,71;278950;0,74;0;-5,59;0,28;112,66;0;45,5
0,13;0,74;242767,14;0,74;0;-5,79;0,3;99,25;4;45,11
0,51;0,5;205339,95;0,57;0,01;-6,67;0,03;109,36;7;37,45
0,05;0,57;269698,35;0,8;0,02;-6,85;0,06;135,57;9;43,45
0,29;0,55;321405,89;0,68;0;-9,36;0,06;127,04;0;45,44
 Arranged by Bobby Martin;0,37;0,25;285267;0,52;0,11;-12,37;0,06;24;0,45
0,42;0,58;228060;0,51;0;-7,27;0,03;113,79;1;45,5
0,26;0,76;235210,8;0,62;0;-10,84;0,2;98,51;0;45,2
0,08;0,78;265498,85;0,76;0;-5,64;0,13;114,97;0;45,36
0,12;0,78;221855,82;0,64;0,03;-8,59;0,24;110,77;10;45,55
0,21;0,76;272084,23;0,58;0;-5,34;0,12;95,53;0;45,6
0,4;0,72;225267;0,74;0;-7,94;0,4;177,89;0;45
0,61;0,6;308813,18;0,62;0,01;-9,12;0,04;103,27;7;33,45
0,65;0,34;219633,25;0,29;0,01;-14,95;0,03;133,52;4;45,75
0,6;0,69;299147;0,29;0,02;-16,28;0,04;143,8;11;45
0,18;0,72;259715,45;0,6;0,01;-8,42;0,14;122,01;4;45,42
0,04;0,82;269648,67;0,64;0;-4,94;0,12;92,34;10;45,67
0,09;0,5;212302,8;0,87;0;-4,44;0,06;131,88;9;45,5
0,23;0,68;272224,85;0,55;0;-6,47;0,07;119,17;1;45,35
0,16;0,8;262573;0,56;0;-10,22;0,31;150,08;4;45
0,2;0,5;249601,79;0,62;0;-9,62;0,03;126,38;9;45,58
0,45;0,46;238103;0,35;0;-9,8;0,03;120,89;7;45,5
0,42;0,49;382397,2;0,6;0,89;-9,97;0,05;127,57;10;45,8
0,97;0,31;251013,33;0,14;0,59;-19,6;0,04;88,65;7;45,67
0,96;0,48;389893;0,03;0,47;-23,36;0,05;98,43;10;45
0,12;0,59;419400;0,74;0;-6,03;0,06;121,54;10;45
0,02;0,73;316087,13;0,87;0,19;-7,16;0,08;116,6;11;45,67
0,01;0,39;199121,86;0,86;0;-6,41;0,05;112,96;2;45
0,87;0,59;177107;0,19;0;-12,25;0,03;113,91;7;45
0,92;0,38;177733;0,21;0;-14,9;0,03;97,85;0;45
0,86;0,77;168893;0,31;0,17;-12,42;0,04;137,01;4;45
0,1;0,68;281146,83;0,49;0;-11,93;0,13;96,09;7;45
0,48;0,58;267084,33;0,53;0;-7,42;0,18;135,64;1;45,67
0,2;0,72;212880;0,66;0;-9,62;0,08;91,95;11;45
0,19;0,93;325803;0,78;0;-6,3;0,09;114,54;4;45
0;0,5;166147;0,94;0;-4,36;0,05;94,05;4;45
0,78;0,54;141440;0,84;0;-12,91;0,94;104,44;5;45
0,74;0,62;169889,64;0,38;0,03;-12,08;0,03;112,88;4;39,45
0,16;0,74;256048,2;0,86;0;-3,63;0,26;126,3;11;45,4
0,02;0,44;214880;0,83;0;-5,04;0,07;138,05;8;45,33
