danceability;duration_ms;energy;instrumentalness;liveness;loudness;speechiness;tempo;key;popularity
0,4;264507;0,98;0;0,15;-5,03;0,33;115,3;1;28
0,44;205867;0,39;0;0,25;-7,76;0,03;77,81;0;52
0,28;359633,5;0,27;0;0,26;-15,56;0,14;124,92;10;0
0,53;308400;0,54;0,64;0,38;-7,14;0,17;170,37;11;56
0,54;237671;0,74;0;0,94;-16,05;0,96;87,03;1;2
0,62;141080;0,62;0;0,2;-5,25;0,13;181,21;11;45
0,65;223800;0,66;0;0,18;-5,26;0,02;143,96;7;11
0,5;205133;0,96;0;0,15;-3,86;0,04;147,97;2;0
0,64;309267;0,87;0;0,24;-8,43;0,18;170,01;9;3
0,74;326467;0,77;0,71;0,26;-12,17;0,03;119,74;1;42
0,48;143200;0,54;0;0,31;-9,19;0,07;144,18;2;4
0,73;167760;0,6;0,01;0,07;-7,85;0,04;132,86;1;37
0,49;261133;0,52;0;0,3;-7,86;0,04;88,01;6;50
0,46;293067;0,41;0;0,1;-13,19;0,04;81,51;5;33
0,4;149092;0,59;0;0,11;-9,34;0,06;137,98;7;39
0,76;268039;0,32;0,9;0,16;-14,33;0,18;118,11;5;6
0,42;274333;0,59;0;0,22;-7,05;0,04;141,97;7;26
0,8;260880;0,65;0,77;0,11;-12,8;0,05;118,98;4;36
0,74;168255;0,47;0,12;0,03;-15,98;0,14;137,98;0;0
0,46;188253;0,45;0,63;0,19;-8,72;0,03;139,65;5;0
0,5;286533;0,09;0;0,23;-16,34;0,03;97,94;0;2
0,79;269533;0,48;0;0,11;-8,25;0,13;150;1;48
0,77;223508;0,85;0;0,37;-6,18;0,35;91,99;7;0
0,45;222213;0,46;0,01;0,21;-13,44;0,18;97,59;2;6
0,66;142333;0,57;0,07;0,12;-10,28;0,23;130,51;3;0
0,9;376406;0,47;0,94;0,1;-2,69;0,06;127,98;6;0
0,87;283333;0,97;0,07;0,37;-6,16;0,04;111,38;7;34
0,43;132863;0,74;0,13;0,21;-7,35;0,08;172,79;7;22
0,74;190333;0,17;0;0,11;-17,13;0,67;72,54;0;2
0,73;179120;0,81;0,75;0,32;-6,49;0,1;114,76;3;76
0,95;238387;0,42;0;0,32;-10,95;0,27;99,89;1;0
0,57;233600;0,95;0;0,23;-5,6;0,05;137,97;8;63
0,89;224253;0,44;0;0,09;-7,99;0,43;77,5;7;64
0,67;258000;0,74;0;0,2;-12,43;0,04;125;10;59
0,71;195010;0,79;0,49;0,09;-5,35;0,04;128,04;11;4
0,72;383867;0,57;0,75;0,1;-9,73;0,04;121,01;2;1
0,52;250880;0,69;0;0,13;-6,94;0,04;129,83;6;53
0,74;295331;0,75;0,13;0,07;-5,45;0,05;127,02;1;7,5
0,52;257773;0,71;0;0,34;-7,25;0,36;149,49;2;0
0,77;294400;0,74;0;0,11;-10,3;0,05;100,01;2;52
0,91;168020;0,12;0;0,36;-22,09;0,1;129,94;5;0
0,07;505637;0,76;0,96;0,52;-13,64;0,11;80,96;1;0
0,91;176361,5;0,42;0;0,14;-8,34;0,09;130,03;11;75,5
0,75;213987;0,64;0;0,11;-7,38;0,05;95,99;0;2
0,4;190045;0,67;0;0,07;-4,29;0,09;67,01;9;66
0,79;120360;0,96;0,91;0,08;-7,21;0,07;108,04;9;29
0,3;252307;0,99;0;0,17;-1,32;0,09;97,17;4;0
0,73;210467;0,53;0,37;0,08;-5,83;0,09;129,02;1;1
0,85;174667;0,7;0;0,48;-13,21;0,35;89,01;8;45
0,67;244733;0,76;0;0,47;-9,64;0,25;102,19;0;49
0,77;291267;0,75;0;0,74;-7,73;0,04;132,34;1;32
0,69;232946;0,45;0,86;0,2;-12,05;0,04;136,01;0;0
0,61;392813;0,73;0,53;0,04;-8,89;0,05;141,99;9;0
0,67;444160;0,95;0,8;0,31;-8,71;0,06;140,02;6;0
0,6;34573;0,41;0,85;0,11;-17,58;0,04;110,67;10;0
0,89;202384;0,9;0,45;0,36;-7,71;0,06;140,01;10;0
0,74;447504;0,78;0,87;0,07;-7,16;0,04;126,01;10;0
0,71;246853;0,72;0,91;0,29;-6,1;0,04;120;11;1
0,37;276976;0,64;0,82;0,14;-9,12;0,04;130;9;0
0,66;165042;0,69;0;0,15;-10,82;0,3;139,86;9;0
0,82;379365;0,79;0,6;0,13;-7,64;0,08;124,02;6;0
0,31;276000;0,35;0;0,11;-16,03;0,04;64,91;7;23
0,27;246600;0,29;0,19;0,19;-11,04;0,04;83,24;0;5
0,86;401255;0,39;0,82;0,12;-10,82;0,08;127,99;9;1
0,21;340000;0,28;0;0,08;-11,36;0,03;90,42;7;0
0,58;285640;0,55;0;0,3;-11,38;0,16;146,83;4;39
0,08;537040;0,06;0,91;0,17;-25,26;0,04;80,55;2;54,5
0,64;410320;0,52;0,38;0,15;-11,77;0,04;121,94;9;34
0,48;153313;0,2;0;0,11;-16,67;0,09;163,6;1;10
0,56;230269;0,23;0;0,49;-16,8;0,51;166,99;6;14
0,75;470952;0,91;0,9;0,1;-8,47;0,09;126;6;0
0,55;250240;0,7;0;0,05;-13,06;0,04;169,12;8;51
0,41;216147;0,58;0;0,12;-6,38;0,03;154,96;8;52
0,61;301333;0,61;0;0,76;-9,63;0,95;84,02;11;36
0,37;162000;0,32;0;0,31;-12,43;0,03;68,29;11;0
0,57;219400;0,85;0;0,12;-6,58;0,04;99;2;45
0,13;392067;0,01;0,19;0,07;-26,73;0,04;81,61;2;30
0,86;199933;0,55;0,01;0,1;-9,74;0,06;105,05;7;49
0,52;480000;1;0,84;0,2;-6,9;0,06;139,99;6;28
0,69;170413;0,45;0;0,12;-10,37;0,07;106,81;4;27
0,38;315333;0,42;0;0,64;-15,45;0,03;88,35;0;33
0,5;371533;0,25;0,75;0,16;-15,08;0,04;100,53;9;33
0,51;236000;0,15;0,9;0,11;-25;0,04;98,48;7;54
0,57;234333;0,95;0;0,46;-2,45;0,04;124,69;0;51
0,58;384227;0,67;0,01;0,11;-11,83;0,03;149,99;5;44
0,63;240893;0,78;0,08;0,08;-7,53;0,07;121,58;0;33
0,53;204375;0,9;0;0,12;-2,28;0,07;127,95;9;0
0,38;257800;0,39;0,08;0,11;-13,55;0,04;175,08;0;36
0,49;210120;0,44;0;0,12;-9,55;0,03;154,69;9;33
0,49;267493;0,46;0;0,16;-8,16;0,03;141,72;11;47
0,71;274893;0,57;0;0,1;-12,13;0,11;113,13;2;35
0,47;323380;0,31;0,54;0,12;-17,48;0,03;99,19;3;24,5
0,21;278560;0,14;0;0,08;-11,23;0,04;70,72;2;0
0,68;206667;0,5;0;0,22;-9,91;0,04;112,31;10;33
0,18;132120;0,05;0,92;0,29;-27,63;0,04;71,67;10;48
0,23;270033,5;0,31;0,07;0,21;-12,11;0,03;110,88;5;42
0,44;367133;0,4;0,14;0,08;-11,96;0,03;82,26;0;27
0,43;278293;0,39;0;0,06;-9,08;0,03;120,3;4;34
0,59;263053;0,85;0;0,23;-6,7;0,03;134,06;4;0
0,46;121653;0,37;0;0,07;-13,29;0,05;125,82;11;41
0,25;283893;0,07;0,27;0,13;-24,98;0,04;105,18;9;17
0,24;245267;0,15;0,81;0,11;-18,28;0,04;69,2;7;42
0,73;253022;0,61;0;0,17;-9,51;0,03;94,83;7;44
0,58;193787;0,61;0;0,62;-8,04;0,19;93,77;6;55
0,46;294400;0,33;0;0,07;-12,39;0,04;123,47;8;23
0,24;233507;0,18;0,03;0,22;-15,65;0,04;97,01;8;2
0,22;176880;0,07;0;0,16;-23,02;0,05;74,79;11;0
0,76;279560;0,42;0;0,5;-15,93;0,07;135,6;11;51
0,3;245317;0,48;0;0,1;-8,07;0,03;80,15;4;0
0,45;146722;0,64;0;0,81;-9,47;0,82;172,89;2;0
0,69;321368;0,55;0,59;0,09;-12,21;0,06;127,99;4;0
0,6;200450;0,73;0;0,11;-6,68;0,05;126,92;10;73
0,58;214373;0,32;0;0,17;-12,7;0,02;78,69;11;54
0,57;204440;0,89;0;0,81;-5,12;0,04;126,96;11;23
0,49;281233;0,57;0;0,06;-13,75;0,04;128,37;9;40,5
0,77;390968;0,7;0,94;0,11;-11,19;0,27;129,01;11;0
0,68;246047;0,61;0,01;0,27;-10,39;0,08;122,59;0;16
0,9;405474;0,73;0,88;0,08;-7,07;0,1;127,99;11;0
0,52;144507;0,55;0;0,3;-9,73;0,03;113,42;2;0
0,8;178467;0,51;0;0,15;-7,78;0,07;106,54;9;33
0,41;179453;0,75;0,88;0,33;-17,84;0,06;93,1;10;0
0,75;386265;0,8;0,91;0,12;-8,42;0,07;128;6;0
0,81;277893;0,43;0,32;0,34;-10,73;0,22;80,96;7;61
0,09;1087660;0,1;0,62;0,15;-19,64;0,04;81,36;10;40,5
0,88;164571;0,7;0;0,11;-6,26;0,08;140,01;1;60
0,54;189651;0,71;0,65;0,1;-6,25;0,03;93,2;7;57
0,32;284379;0,99;0,37;0,53;-3,61;0,15;173,03;11;7
0,74;150087;0,12;0,81;0,08;-14,29;0,13;84,99;1;18
0,61;189383;0,06;0,9;0,11;-26,62;0,05;97,64;5;0
0,48;212036;0,42;0;0,3;-11,55;0,04;92,2;5;51
0,61;216742;0,39;0,86;0,09;-9,63;0,04;160,89;1;4
0,81;301073,5;0,79;0;0,36;-6,86;0,2;92,91;2;50,5
0,76;272343;0,89;0;0,04;-3,57;0,21;105,01;0;4
0,45;261130;0,94;0,9;0,06;-3,86;0,05;164,03;11;0
0,9;90331;0,45;0;0,1;-9,23;0,45;135,94;1;69
0,67;262027;0,33;0;0,14;-12,49;0,03;89,99;9;1
0,75;385916;0,59;0,92;0,11;-11,85;0,06;123;4;0
0,69;202960;0,62;0;0,17;-9,25;0,03;137,35;0;32
0,37;216027;0,31;0,12;0,16;-12,57;0,04;79,66;0;0
0,79;453120;0,72;0,65;0,11;-9,53;0,07;125,01;6;0
0,8;360078;0,7;0,74;0,1;-7,68;0,06;128,01;11;0
0,28;136970;0,13;0,93;0,1;-19,23;0,03;137,32;7;30
0,64;264253;0,78;0,1;0,12;-6,91;0,03;98,51;6;48
0,67;203436;0,66;0;0,12;-9,35;0,03;120,02;4;25
0,62;419680;0,34;0,11;0,42;-10,66;0,04;103,87;4;44
0,24;513075;0,67;0,6;0,65;-18,86;0,1;103,35;5;16
0,51;211001;0,23;0,04;0,11;-13,8;0,03;124,01;0;0
0,48;323543;0,83;0;0,1;-4,14;0,04;133,87;11;3
0,49;242040;0,89;0;0,07;-4,51;0,06;145,02;6;48
0,73;214067;0,74;0;0,11;-7,45;0,32;77,16;4;61
0,54;252632;0,96;0;0,27;-1,93;0,15;94,92;9;5
0,72;268200;0,67;0;0,38;-12,84;0,23;100,09;1;36
0,52;192933;0,93;0,01;0,15;-5,22;0,09;100,96;9;41
0,6;250547;0,64;0;0,17;-6,54;0,04;147,91;10;58
0,59;212320;0,47;0,01;0,64;-10,2;0,07;121,18;5;6
0,24;119991;0,98;0,95;0,33;-6,45;0,19;89,86;4;0
0,22;443906,5;0,16;0,95;0,1;-18,28;0,04;135,87;2;45,5
0,68;263639;0,56;0;0,31;-9,42;0,04;124,54;2;37
0,79;441749;0,74;0,92;0,7;-12,61;0,05;128,04;5;0
0,74;321693;0,7;0;0,05;-10,24;0,03;130,49;7;30
0,57;288000;0,32;0,94;0,11;-18,7;0,03;89,99;0;0
0,58;272760;0,15;0;0,13;-16,04;0,03;109,34;7;0
0,57;134800;0,42;0;0,11;-11,99;0,14;81,37;9;27
0,43;177067;0,91;0;0,1;-5,95;0,04;161,12;11;49
0,49;343373;0,73;0,6;0,07;-7,53;0,03;100;8;37
0,76;188505;0,55;0;0,18;-4,58;0,04;145,02;0;71
0,44;178813;0,44;0;0,25;-11,87;0,07;142,27;0;11
0,42;194683;0,14;0;0,11;-16,62;0,03;81,99;0;25
0,7;181750;0,88;0,26;0,1;-5,37;0,03;139,98;1;0
0,69;240504;0,48;0;0,09;-7,27;0,03;119,02;9;0
0,14;177976;0,97;1;0,38;-18,94;0,07;84,96;10;66
0,57;179813;0,38;0;0,91;-13,92;0,04;112,02;7;21
0,48;197960;0,51;0;0,33;-9,42;0,06;142,39;3;47
0,15;214333;0,36;0,92;0,09;-16,46;0,04;182,75;6;12
0,69;254667;0,56;0;0,25;-8,44;0,03;95,91;7;32
0,87;180114;0,7;0;0,13;-6,17;0,4;96,05;11;63
0,51;318000;0,87;0,34;0,13;-7,06;0,49;128,04;2;0
0,76;507158;0,73;0,84;0,11;-7,51;0,06;124,99;7;0
0,77;225884;0,59;0,87;0,12;-11,8;0,04;111;2;0
0,53;130594;0,77;0,72;0,51;-12,81;0,04;132,31;7;17
0,54;228350;0,34;0,88;0,1;-17,92;0,03;103;6;0
0,39;239537;0,26;0;0,64;-24,42;0,24;68,55;9;0
0,12;232275;1;0,99;0,37;-17,62;0,05;82,79;9;64
0,77;366507,5;0,33;0,82;0,09;-16;0,08;123,03;5;0
0,55;514016;0,77;0,82;0,18;-8,57;0,03;127,01;11;12
0,68;72840;0,78;0,71;0,36;-8,31;0,06;131,78;1;2
0,34;41562;0,95;0,13;0,39;-12,19;0,05;138,44;8;8
0,75;181467;0,55;0;0,21;-4,5;0,03;114,97;5;49
0,56;384000;0,85;0,93;0,05;-8,01;0,04;126,02;8;0
0,8;263053;0,88;0,43;0,18;-9,71;0,1;91,98;7;32
0,66;235400;0,73;0;0,11;-8,1;0,44;88,5;11;44
0,82;325000;0,88;0;0,15;-4,28;0,32;104,74;1;3
0,73;303264;0,72;0,56;0,09;-6,97;0,21;171,99;7;0
0,48;132499;0,94;0;0,12;-3,09;0,11;73,78;2;9
0,66;372283;0,93;0,89;0,09;-6,43;0,07;127,01;8;22
0,11;321040;0,1;0,78;0,07;-19,78;0,04;83,55;5;0
0,58;150082;0,48;0;0,09;-13,55;0,21;121,67;8;0
0,63;214704;0,93;0,56;0,08;-5,96;0,09;128;5;0
0,65;660480;0,93;0,05;0,1;-7,57;0,05;90,87;10;23
0,51;226110;1;0;0,48;-1,47;0,54;154,95;9;0
0,38;370360;0,5;0;0,08;-10,24;0,03;94,82;5;42
0,67;202520;0,63;0;0,09;-5,75;0,08;74,67;11;57
0,8;376213;0,87;0,84;0,02;-8,54;0,05;126,01;7;0
0,29;132907;0,96;0;0,33;-5,41;0,11;84,96;5;31
0,52;87307;0,95;0;0,66;-11,96;0,91;60,6;5;46
0,37;317427;0,62;0;0,82;-5,47;0,03;97,9;7;14
0,45;352500;0,53;0,82;0,14;-9,62;0,04;128,01;6;0
0,73;212245;0,63;0;0,18;-8,28;0,34;90,51;2;59
0,38;266173;0,66;0;0,15;-10,65;0,25;172,87;2;49
0,85;531707;0,45;0,83;0,09;-12,57;0,15;130;11;0
0,84;183745;0,3;0;0,07;-13,29;0,26;132,26;2;38
0,64;441771;0,43;0,53;0,14;-11,36;0,05;81,98;7;31
0,7;260843;0,63;0,89;0,15;-15,94;0,08;118,97;11;24
0,52;237476;0,41;0,97;0,09;-14,96;0,03;128,1;11;0
0,57;368800;0,63;0;0,31;-6,15;0,02;106,78;2;38
0,75;283000;0,69;0,07;0,1;-7,86;0,05;95,29;9;46
0,2;218000;0,1;0,32;0,13;-24,56;0,05;130,15;10;37
0,6;156600;0,69;0;0,41;-8,34;0,2;99,98;5;76
0,55;403150;0,41;0,91;0,1;-10,25;0,06;128,03;11;0
0,7;250747;0,75;0,04;0,27;-9,06;0,07;115,41;4;49
0,3;153107;0,05;0;0,07;-22,37;0,03;88,2;2;16
0,57;153287;0,65;0,01;0,13;-10,18;0,15;87,29;3;0
0,72;213467;0,75;0;0,17;-5,5;0,28;179,86;10;41
0,73;305720;0,82;0;0,08;-6,57;0,29;115,19;11;36
0,45;266827;0,76;0;0,24;-8,18;0,03;91;3;1
0,49;186773;0,74;0,01;0,31;-13,6;0,05;149,43;9;38
0,47;192800;0,94;0;0,08;-5,56;0,14;157,87;6;39
0,6;252880;0,31;0,85;0,11;-12,17;0,03;99,99;2;48
0,73;382827;0,86;0,44;0,31;-8,16;0,05;122,04;2;4
0,81;392573;0,62;0,88;0,36;-10,24;0,09;125,01;10;0
0,45;88933;1;0,78;0,35;-5,83;0,06;140,05;7;3
0,56;345187;0,69;0;0,2;-11,04;0,04;127,53;7;64
0,79;180004;0,79;0,76;0,15;-8,69;0,07;128;4;1
0,84;189773;0,53;0,06;0,08;-9,43;0,17;131,83;0;33
0,23;324267;0,03;0;0,08;-28,2;0,04;108,06;2;0
0,72;243326,5;0,81;0;0,05;-3,52;0,11;90,98;7;59,5
0,76;264098;0,52;0,71;0,08;-13,15;0,04;120,01;0;0
0,65;252280;0,88;0;0,13;-4,53;0,05;124,98;0;43
0,84;237040;0,7;0;0,08;-10,12;0,04;140,04;9;32
0,78;220500;0,82;0;0,55;-6,1;0,19;128,02;8;0
0,46;157440;0,94;0;0,21;-5,27;0,08;101,84;1;67
0,29;474893;0,66;0,82;0,18;-7,45;0,05;162,09;0;39
0,16;276107;0,98;0,45;0,09;-8,43;0,09;173,23;11;33
0,84;221000;0,59;0;0,08;-5,49;0,2;128,03;5;58
0,59;210077;0,34;0;0,12;-9,78;0,03;93,4;9;27
0,16;242295;0,22;0,79;0,11;-15,47;0,03;77,46;10;0
0,56;175340;0,2;0,64;0,15;-11,22;0,08;98,56;10;0
0,17;429553;0,28;0,77;0,09;-16,48;0,04;81,12;7;35
0,83;185787;0,33;0,07;0,15;-10,09;0,04;102,02;1;56
0,62;201944;0,15;0,06;0,22;-10,93;0,57;70,49;5;0
0,67;144039;0,58;0;0,1;-4,89;0,03;100,56;9;0
0,8;420000;0,68;0,82;0,56;-9,42;0,04;128,01;10;2
0,49;222960;0,99;0;0,23;-2,71;0,17;107,48;1;0
0,72;189132;0,34;0,52;0,12;-7,85;0,24;66,61;1;0
0,43;191413;0,97;0,88;0,06;-9,17;0,07;174,23;6;0
0,91;169796;0,67;0,04;0,46;-7,07;0,04;97,02;9;0
0,76;365000;0,7;0,86;0,13;-12,38;0,11;128,05;9;0
0,67;240680;0,67;0;0,07;-9,19;0,12;117,96;4;61
0,5;228895;0,57;0;0,26;-7,2;0,03;137,87;0;1
0,76;139680;0,5;0;0,08;-5,85;0,04;115,88;10;29
0,57;236600;0,79;0;0,07;-5,17;0,03;104,39;5;41
0,54;205253;0,97;0;0,08;-6,09;0,04;155,99;1;0
0,79;451807;0,98;0,94;0,09;-9,64;0,06;128,01;5;0
0,44;183613;0,32;0;0,28;-11,59;0,06;134,19;0;0
0,3;190827;0,31;0,92;0,33;-13,21;0,04;70,96;2;0
0,57;322827;1;0;0,7;-0,13;0,44;154,98;5;0
0,6;318183;1;0;0,5;-2,31;0,49;154,94;5;0
0,64;250480;0,55;0;0,39;-8,75;0,05;115,2;0;0
0,78;431484;0,69;0,9;0,68;-9,1;0,08;128;7;0
0,86;168595;0,69;0;0,11;-9,06;0,04;126,24;11;27
0,43;217385;0,31;0;0,08;-10,76;0,03;65,02;7;0
0,39;192413;0,4;0,43;0,22;-11,75;0,15;73,76;5;0
0,41;522960;0,14;0;0,16;-18,43;0,07;124,65;7;3,5
0,71;258560;0,83;0;0,05;-5,45;0,08;94,07;11;59
0,3;160333;0,15;0,01;0,13;-16,2;0,04;82,73;9;33
0,51;320720;0,55;0;0,58;-10,86;0,05;74,62;11;49
0,4;289013;0,43;0;0,19;-8,91;0,04;134,69;6;50
0,33;123347;0,2;0;0,39;-17,62;0,06;152,86;2;4
0,4;188480;0,45;0;0,13;-11,74;0,13;90,37;10;8
0,56;217173;0,73;0;0,69;-11,89;0,93;107,28;1;7
0,64;186553,5;0,55;0,84;0,06;-10,91;0,06;109,63;5;8,5
0,72;126293;0,74;0;0,18;-9,86;0,05;120,08;9;2
0,47;151987;0,43;0;0,09;-20,41;0,04;131,68;5;9
0,56;237271;0,32;0,85;0,1;-12,55;0,03;106,06;0;13
0,8;177293;0,43;0,9;0,13;-8,93;0,06;94,56;10;24
0,6;168933;0,43;0;0,14;-16,28;0,14;98,23;8;9
0,55;335400;0,67;0,75;0,23;-7,47;0,03;139,92;0;0
0,73;236373;0,56;0,79;0,11;-13,63;0,05;125,07;11;0
0,51;190627;0,13;0,01;0,11;-23,15;0,22;102,73;8;0
0,43;376979;0,81;0;0,45;-9,54;0,06;139,88;8;1
0,31;271573;0,69;0,37;0,1;-4,53;0,03;100,17;7;4
0,46;146547;0,39;0;0,08;-6,61;0,03;126,07;2;0
0,81;426734;0,69;0,88;0,08;-9,42;0,07;123,99;10;0
0,9;125348;0,47;0;0,11;-9,99;0,31;130,02;1;0
0,8;494948;0,43;0,81;0,1;-13,3;0,04;123;1;0
0,35;112867;0,85;0;0,16;-6,88;0,1;77,73;7;39
0,81;323344;0,49;0,94;0,08;-11,34;0,14;128,01;1;0
0,23;343107;0,01;0,92;0,13;-33,35;0,04;75,97;1;1
0,64;425625;0,82;0,9;0,07;-9,13;0,1;126,97;11;0
0,36;230310;0,58;0;0,33;-8,05;0,03;154,98;8;57
0,71;349060;0,89;0,4;0,26;-7,23;0,25;123,99;10;0
0,42;306051;0,3;0,83;0,11;-15,24;0,03;160,02;9;0
0,4;226467;0,74;0;0,53;-5,25;0,04;136,01;0;54
0,55;167602;0,28;0;0,45;-12,85;0,06;70,38;1;0
0,67;230625;0,62;0;0,33;-3,47;0,03;94,93;7;67
0,46;194252;0,28;0,31;0,34;-8,99;0,15;64,85;7;0
0,21;140333;0,96;0;0,1;-4,59;0,29;180,27;2;39
0,29;341733;0,65;0;0,27;-12,83;0,07;94,71;8;6
0,47;58173;0,98;0,95;0,34;-7,47;0,05;132,01;7;3
0,44;189027;0,66;0,91;0,17;-5,82;0,04;125,64;8;0
0,42;253520;0,31;0;0,12;-10,85;0,06;77,64;11;0
0,75;410037;0,97;0,88;0,11;-7;0,05;128;0;0
0,17;588508;0,53;0,21;0,36;-7,76;0,04;84,81;11;0
0,22;395504;0,55;0;0,17;-10,81;0,04;88;4;0
0,48;190053;0,42;0,2;0,34;-10,02;0,05;125,58;8;0
0,6;155453;0,64;0,93;0,12;-9,38;0,05;88,48;10;0
0,65;171987;0,48;0,84;0,14;-11,43;0,17;87,45;8;0
0,5;188853;0,37;0,88;0,08;-10,18;0,05;114,78;7;0
0,5;188853;0,37;0,88;0,08;-10,18;0,05;114,78;7;0
0,17;313360;0,93;0,77;0,1;-5,22;0,08;129,09;6;47
0,8;350320;0,76;0;0,3;-3,14;0,06;130,03;4;71
0,76;193437;0,33;0;0,22;-12,23;0,04;79,08;8;36
0,8;229533;0,35;0;0,31;-13,68;0,08;127,84;11;0
0,58;163960;0,47;0,47;0,19;-6,27;0,03;90,16;0;19
0,58;188013;0,76;0;0,05;-6,6;0,07;203,72;10;41
0,76;231273;0,52;0,47;0,39;-14,68;0,08;110,02;9;0
0,75;181698;0,83;0,39;0,1;-7,95;0,04;126,81;0;38
0,69;454840;0,83;0,02;0,28;-9,15;0,06;130,65;10;28
0,3;218059;0,41;0,44;0,12;-12,05;0,03;139,86;1;0
0,33;151824,5;0,29;0,9;0,11;-20,47;0,08;159,42;10;0,5
0,48;175733;0,26;0;0,16;-10,69;0,05;136,78;0;0
0,44;187501;0,3;0;0,51;-9,36;0,04;97,65;5;0
0,61;308663;0,98;0,49;0,33;-7,84;0,05;115,01;2;1
0,66;173064;0,61;0;0,05;-9,22;0,03;134,4;8;3
0,74;265213;0,93;0;0,05;-8,3;0,04;116,79;8;25
0,86;440656;0,56;0,91;0,1;-9,26;0,06;121,99;0;14
0,3;541360;0,93;0,03;0,75;-6,98;0,15;120,5;5;9
0,8;513368;0,78;0,9;0,08;-8,69;0,06;124,01;4;0
0,37;66677;0,89;0,86;0,3;-5,74;0,05;81,84;2;2
0,64;211547;0,55;0;0,06;-13,1;0,03;125,24;6;27
0,25;137720;0,72;0,07;0,32;-8,91;0,04;130,34;2;11
0,46;351693;0,77;0;0,34;-6,68;0,36;176,05;2;38
0,71;262267;0,45;0;0,06;-12,2;0,38;175,38;1;41
0,75;244893;0,74;0;0,42;-7,38;0,18;89,95;1;21
0,48;236627;0,89;0;0,4;-5,92;0,18;106,13;7;28
0,83;411445;0,71;0,7;0,06;-4,96;0,08;130,02;10;0
0,95;334646;0,43;0,04;0,35;-7,01;0,12;124,02;7;0
0,48;476613;0,99;0,85;0,04;-7,09;0,06;139;10;0
0,77;241721;0,79;0,67;0,18;-4,61;0,11;87,51;1;0
0,78;271580;0,76;0;0,1;-5,69;0,14;177,88;1;57
0,73;435551;0,88;0,87;0,05;-8,17;0,06;128,01;10;0
0,61;185757;0,81;0,14;0,33;-5,21;0,03;141,06;9;32
0,62;210756;0,83;0;0,07;-4,46;0,04;106,04;11;52
0,95;445664;0,55;0;0,08;-6,5;0,09;122,8;6;27
0,71;381169;0,7;0,85;0,04;-9,5;0,08;133,98;10;0
0,73;212280;0,68;0;0,05;-8,61;0,07;180,01;2;0
0,43;152315;0,79;0;0,35;-10,71;0,08;165,6;7;11
0,69;198040;0,62;0,11;0,07;-7,86;0,07;132,36;9;29
0,73;229198;0,44;0;0,13;-13;0,07;76,01;9;0
0,64;263382;0,64;0,87;0,32;-11,45;0,07;180,02;10;0
0,65;216173;0,96;0,81;0,13;-4,52;0,03;132,99;11;0
0,75;375010;0,57;0,92;0,09;-8,6;0,04;128,01;7;0
0,78;484000;0,63;0,9;0,09;-9,5;0,05;120;10;0
0,79;125093;0,69;0,86;0,06;-7,99;0,07;110;10;1
0,79;4696690;0,74;0,84;0,09;-6,9;0,05;128;6;1
0,7;212353;0,9;0;0,28;-3,79;0,05;102,05;11;38
0,8;266682;0,65;0,9;0,05;-8,84;0,11;126,03;7;0
0,8;195788;0,82;0;0,51;-6,55;0,05;100,02;7;0
0,65;238143;0,9;0,01;0,14;-3,24;0,04;126,02;4;1
0,78;277515;0,86;0,81;0,07;-6,63;0,1;128;5;0
0,72;279746;0,59;0,88;0,11;-12,76;0,07;123,98;7;4
0,71;284804;0,68;0,85;0,04;-10,96;0,14;74,99;9;0
0,37;233615;0,58;0;0,11;-8,3;0,05;121,87;9;3
0,56;254573;0,57;0;0,43;-7,28;0,03;127,7;7;1
0,65;115573;0,54;0;0,14;-6,55;0,03;120,73;7;26
0,81;392195;0,59;0,01;0,05;-9,68;0,14;123,01;6;0
0,76;416987;0,78;0,89;0,08;-13,6;0,09;140;6;0
0,85;159500;0,5;0;0,09;-8,55;0,22;97,5;11;53
0,36;233000;0,37;0,01;0,15;-10,11;0,06;69,88;7;0
0,66;153267;0,29;0;0,5;-11,14;0,03;108,83;0;30
0,34;153093;0,31;0;0,2;-12,2;0,03;105,45;7;11
0,75;335493;0,5;0;0,18;-9,6;0,06;92,99;1;36
0,68;221989;0,76;0,73;0,14;-6,21;0,04;92,95;0;0
0,51;142293;0,72;0,31;0,05;-5,82;0,04;122,12;0;35
0,58;262522;0,86;0,06;0,28;-2,99;0,03;139,97;5;1
0,54;167084;0,57;0,19;0,11;-7,65;0,09;180,2;10;4
0,46;134267;0,12;0;0,07;-15,03;0,03;97,52;8;31
0,57;234133;0,82;0;0,11;-5,16;0,05;128,99;4;47
0,73;188467;0,41;0;0,02;-14,59;0,51;113,63;1;20
0,7;236469;0,88;0;0,11;-3,83;0,07;124,98;9;0
0,6;244787;0,59;0;0,36;-4,52;0,03;137,83;7;46
0,4;163873;0,39;0;0,24;-7,07;0,04;120,49;4;0
0,65;158347;0,52;0;0,23;-7,2;0,05;124,1;7;18
0,72;211067;0,41;0;0,15;-12,86;0,04;143,68;2;36
0,8;380083;0,71;0,83;0,06;-9,2;0,06;128;2;0
0,59;152733;0,59;0;0,15;-9,21;0,05;83,89;4;42
0,37;1031014;0,09;0,85;0,08;-24,96;0,06;71,87;2;0
0,93;290987;0,64;0;0,1;-5,14;0,05;124,99;11;52
0,45;230112;0,18;0,88;0,16;-19,48;0,07;129,36;10;0
