danceability;duration_ms;energy;instrumentalness;liveness;loudness;speechiness;tempo;key;popularity
0,42;222200;0,33;0;0,7;-22,23;0,22;133,65;2;0
0,91;151520;0,57;0;0,05;-6,11;0,48;140,97;2;70
0,5;214825;0,93;0,86;0,15;-9,06;0,06;143,01;5;2
0,58;431250;0,83;0,83;0,09;-7,51;0,04;128,01;11;0
0,51;130351;0,43;0;0,16;-11,32;0,22;132,45;10;0
0,53;172413;0,41;0,01;0,55;-11,05;0,03;71,36;9;36
0,44;185387;0,89;0;0,56;-4,87;0,05;127,89;0;45
0,66;349987;0,45;0;0,11;-9,31;0,05;90,79;2;2
0,17;341821;0,32;0,76;0,7;-13,41;0,04;138,3;3;0
0,82;241934;0,96;0,87;0,4;-3,74;0,07;125;0;0
0,48;149280;0,44;0,05;0,5;-12,04;0,04;144,99;5;15
0,69;167600;0,5;0;0,75;-7,57;0,19;123,3;2;1
0,8;138387;0,97;0,03;0,3;-3,82;0,06;124;9;1
0,52;271008;1;0,89;0,12;-5,99;0,07;138,01;1;15
0,51;227380;0,67;0;0,05;-5,7;0,07;120,17;1;68,5
0,41;204120;0,13;0,89;0,15;-13,84;0,04;84,87;3;0
0,67;198960;0,25;0,01;0,53;-9,39;0,27;72,17;5;0
0,67;560065;0,68;0,9;0,09;-14,68;0,04;114,01;2;0
0,58;164520;0,5;0;0,13;-11,65;0,05;160,41;2;47
0,67;298440;0,62;0;0,07;-8,47;0,28;161,04;11;7
0,81;225693;0,79;0;0,11;-6,51;0,09;94,99;8;48
0,39;281640;0,45;0;0,09;-7,52;0,03;119,92;1;36
0,47;205820;0,38;0,68;0,18;-13,03;0,05;90,76;0;0
0,27;318360;0,86;0;0,4;-11,52;0,05;160,9;9;26
0,67;264960;0,7;0,2;0,17;-8,5;0,05;124,97;6;1
0,59;148446,5;0,68;0,03;0,12;-6,01;0,05;107,75;1;68
0,32;285880;0,91;0;0,09;-3,97;0,14;189,78;11;66
0,41;222373;0,26;0,8;0,29;-17,89;0,17;74,75;1;0
0,29;299120;0,17;0;0,29;-15,04;0,05;104,5;1;0
0,48;167267;0,32;0;0,1;-14,44;0,03;51,71;1;17
0,62;194000;0,45;0;0,51;-11,97;0,52;179,76;7;76
0,43;231909;0,48;0;0,1;-8,76;0,03;106,58;5;55
0,75;257000;0,34;0;0,08;-9,04;0,14;119,92;2;69
0,78;166818;0,73;0;0,66;-6,94;0,03;98,02;8;54
0,65;240000;0,24;0;0,09;-11,29;0,16;88,9;2;64
0,59;275955;0,66;0;0,32;-8,63;0,06;99,8;0;70
0,84;255333;0,42;0,05;0,08;-10,43;0,07;156,04;1;0
0,77;153293;0,66;0;0,09;-5,22;0,07;150,09;0;71
0,69;183907;0,66;0;0,05;-11,8;0,05;82,05;3;59
0,47;72562;0,94;0,81;0,64;-13;0,04;132,31;10;9
0,39;174172;0,07;0,11;0,11;-20,76;0,04;136,94;7;60
0,44;317160;0,94;0;0,42;-5,19;0,06;91,3;4;55
0,21;242160;0,87;0;0,2;-5,71;0,21;159,63;11;4
0,33;299000;0,18;0;0,17;-16,9;0,03;91,95;0;45
0,53;186573,5;0,43;0;0,13;-10,43;0,11;133,51;10;65
0,42;230505;0,13;0;0,12;-9,42;0,03;172,64;8;1
0,72;170600;0,36;0;0,08;-12,98;0,31;89,41;9;32
0,14;257160;0,09;0,73;0,07;-20,65;0,04;92,84;2;38
0,8;374467;0,86;0;0,14;-7,81;0,04;101,03;4;44
0,43;104406;0,94;0,71;0,2;-10,56;0,04;137,97;1;9
0,71;166170;0,34;0;0,31;-10,57;0,1;98,52;11;0
0,7;167393;0,11;0;0,13;-9,03;0,33;107,23;3;0
0,37;172947;0,27;0,63;0,21;-14,92;0,07;78,4;7;0
0,75;211278;0,89;0;0,17;-6,12;0,27;110,52;6;11
0,81;258600;0,7;0,06;0,02;-9,01;0,11;103,01;11;0
0,5;189702;0,94;0;0,07;-3,94;0,1;161,97;11;6
0,46;199873;0,76;0;0,09;-8,61;0,03;136,71;2;34
0,74;218133;0,9;0,1;0,33;-7,22;0,32;89,45;11;37
0,7;213093;0,53;0;0,07;-8,65;0,04;92,14;5;32
0,73;392333;0,55;0,88;0,11;-14,45;0,08;127,99;3;0
0,64;195467;0,82;0;0,16;-4,54;0,1;200,94;5;63
0,89;117816;0,41;0;0,14;-9,61;0,23;92,48;1;0
0,73;240968;0,79;0;0,28;-7,19;0,06;123,96;11;3
0,34;898965;0,21;0,91;0,15;-15,63;0,04;132,99;9;0
0,52;173308;0,22;0,05;0,14;-9,66;0,16;76,8;3;0
0,53;246160;0,33;0,84;0,52;-19,25;0,05;80,54;5;0
0,6;200187;0,71;0;0,17;-4,1;0,3;75,09;11;76
0,77;233827;0,7;0;0,09;-10,58;0,04;143,8;9;50
0,71;181527;0,19;0;0,37;-10,11;0,76;111,22;8;0
0,56;190906,5;0,37;0,05;0,32;-11,62;0,08;111,31;2;0
0,66;266826;0,89;0,94;0,1;-4,86;0,11;127,96;1;0
0,27;182860;0,38;0;0,1;-10,59;0,03;96,3;3;0
0,42;186440;0,18;0;0,04;-14,96;0,05;95,07;9;0
0,17;204750;1;0,9;0,95;-21,38;0,06;123,15;3;64
0,14;182813;0;0,46;0,43;-17,22;0,24;138,49;5;63
0,09;148413;0,77;0,9;0,37;-23,43;0,27;86,22;8;62
0,16;187291;0,99;0,98;0,8;-23,48;0,06;109,05;8;64
0,08;170000;1;0,61;0,85;-16,54;0,05;171,62;3;71
0,12;190158;1;0,98;0,91;-15,59;0,05;94,94;2;64
0,17;202000;0,6;0,97;0,33;-22,27;0,07;88;0;58
0,07;144727;0,95;0,94;0,69;-27,25;0,07;80,96;0;66
0;93452;0;1;0,72;-18,69;0;0;9;56,5
0,54;254119;0,89;0;0,15;-4,7;0,07;129,99;2;0
0,81;287999;0,63;0,01;0,12;-8,53;0,07;114,21;4;33
0,5;193465;0,12;0,15;0,16;-17,25;0,04;107,69;4;48
0,04;80731,5;0,41;0,99;0,61;-21,53;0,03;86,6;2;61
0,76;126950;0,22;0;0,24;-14,01;0,35;137,49;2;0
0,51;407063,5;0,32;0;0,5;-14,4;0,05;121,13;6;25,5
0,66;188425;0,19;0,78;0,49;-13,24;0,09;75,25;2;0
0,41;205099;0,25;0,65;0,15;-9,04;0,05;84,66;4;0
0,43;169917;0,21;0,3;0,12;-12,69;0,05;86,68;1;0
0,89;273000;0,86;0;0,12;-6,49;0,09;124,96;6;0
0,41;295093;0,19;0,82;0,16;-13,9;0,03;85,28;7;0
0,81;175313;0,35;0;0,08;-9,54;0,04;124,99;6;67
0,7;316280;0,29;0;0,35;-13,96;0,36;103,4;6;10
0,51;73356;0,71;0,12;0,16;-8,7;0,07;138,01;8;14
0,21;372180;0,19;0,46;0,15;-18,05;0,04;84,35;9;6,5
0,57;469827;0,92;0,84;0,06;-13,71;0,05;116,3;9;38
0,4;248587;0,3;0;0,1;-15,13;0,03;155,53;4;59
0,45;118867;0,22;0;0,31;-14,47;0,03;152,15;5;23
0,46;85973;1;0,93;0,14;-5,13;0,06;133,99;7;5
0,36;178857;0,32;0,15;0,58;-10,24;0,04;92,92;5;0
0,52;173307;0,44;0;0,3;-9,15;0,12;73,55;7;0
0,73;232533;0,35;0;0,45;-14,52;0,04;81,49;9;45
0,64;342132;0,43;0;0,14;-10,92;0,09;113,28;11;0
0,57;215441;0,23;0;0,24;-7,93;0,04;68,32;5;0
0,61;179873;0,13;0,86;0,15;-14,17;0,27;69,19;7;0
0,65;194240;0,46;0,86;0,23;-12,18;0,33;130,12;3;0
0,33;3000059;0,78;0,13;0,74;-6,59;0,09;172,62;8;6
0,45;196917;0,21;0;0,25;-11,59;0,04;99,94;2;0
0,82;170328,5;0,69;0;0,11;-6,15;0,25;157,55;2;65
0,44;260667;0,63;0;0,08;-13,05;0,18;202,56;7;31
0,28;185396;0,13;0,78;0,11;-17,55;0,04;76,45;11;0
0,72;270587;0,66;0;0,1;-5,58;0,03;106,37;2;40
0,45;202827;0,47;0;0,08;-7,87;0,27;70,23;7;71
0,73;267707;0,71;0;0,15;-13,47;0,04;149,09;8;55
0,53;385460;0,12;0,92;0,08;-19,55;0,04;119,23;0;46
0,44;123463;0,49;0;0,18;-10,77;0,05;200,65;9;9
0,58;241747;0,31;0;0,12;-14,36;0,03;96,72;9;62
0,43;203681;0,46;0,01;0,41;-10,9;0,06;69,64;5;0
0,53;179003;0,33;0,01;0,17;-9,3;0,04;77,04;10;0
0,78;185227;0,21;0,19;0,3;-12,38;0,05;94,02;5;23
0,59;141059;0,11;0,95;0,11;-22,79;0,08;72,14;0;0
0,74;329208;0,64;0;0,1;-7,3;0,3;139,88;1;61
0,29;268867;0,43;0;0,17;-7,21;0,03;133,54;4;0
0,76;324336;0,18;0,22;0,07;-16,8;0,05;91,63;11;42
0,51;163448;0,22;0;0,11;-10,18;0,03;98,56;7;1
0,44;185754;0,6;0;0,3;-9,48;0,04;77,72;6;0
0,57;206347;0,9;0;0,65;-6,32;0,11;150,36;1;38
0,26;167600;0,59;0;0,29;-6,97;0,04;155,1;5;35
0,71;206073;0,66;0;0,26;-5,8;0,07;95,5;8;67
0,36;173707;0,16;0;0,09;-13,35;0,07;70,47;9;0
0,3;212520;0,25;0,11;0,12;-13,08;0,05;71,36;0;0
0,5;183169;0,63;0;0,29;-7,07;0,03;145,97;5;0
0,7;256493;0,83;0;0,1;-7,92;0,04;149,96;2;49
0,8;332493;0,7;0;0,07;-7,58;0,04;99,43;7;49
0,64;208000;0,5;0;0,11;-6,93;0,34;81,06;1;60
0,86;218710;0,73;0,84;0,14;-5,41;0,12;124;8;14
0,74;322560;0,92;0,08;0,06;-2,95;0,07;125;10;5
0,65;158571;0,96;0;0,13;-2,94;0,05;126;9;0
0,82;338000;0,65;0,5;0,35;-9,42;0,06;120;0;0
0,68;162547;0,53;0;0,13;-7,41;0,05;109,93;2;46
0,78;243787;0,6;0;0,06;-6,74;0,04;126,01;1;15
0,77;399290;0,68;0;0,24;-5,95;0,06;114,84;0;33
0,81;150813,5;0,4;0,47;0,11;-15,33;0,09;140,7;7;26
0,72;658333;0,51;0,9;0,14;-12,22;0,03;125,83;1;39
0,52;344213;0,1;0,87;0,13;-24,14;0,04;107,99;0;38
0,54;317013;0,22;0,87;0,11;-16,05;0,03;84,92;7;25
0,5;439080;0,83;0;0,29;-4,69;0,05;96,95;10;40
0,6;171480;0,42;0;0,11;-11,87;0,05;114,87;7;0
0,57;138813;0,91;0;0,4;-6,73;0,14;96,83;6;27
0,64;201933;0,34;0;0,48;-14,06;0,42;112,21;0;15
0,37;162960;0,35;0,83;0,1;-14,37;0,04;112,62;3;34
0,48;135600;0,84;0;0,44;-4,8;0,06;81,15;10;27
0,33;376360;0,25;0;0,73;-16,28;0,07;73,59;5;16
0,36;318373;0,99;0,94;0,09;-7,5;0,09;138,75;7;14
0,5;145093;0,94;0;0,07;-4,08;0,12;87,65;9;30
0,76;201107;0,2;0;0,06;-15,35;0,12;136,47;5;0
0,51;156800;0,21;0;0,24;-15,19;0,05;123,85;1;8
0,55;252800;0,45;0;0,19;-12,29;0,04;84,18;9;37
0,58;370647;0,87;0,76;0,07;-6,86;0,03;127,99;4;10
0,79;399375;0,8;0,2;0,12;-4,05;0,17;128,02;0;0
0,66;337520;0,9;0,76;0,08;-6,63;0,05;128,02;7;10
0,62;408480;0,47;0;0,13;-11,12;0,2;169,89;1;45
0,75;259240;0,59;0;0,26;-5,94;0,05;182,02;4;68
0,4;93080;0,32;0,93;0,41;-10,55;0,03;132,85;0;0
0,89;193778;0,9;0;0,2;-3,65;0,2;135,09;1;6
0,41;169707;0,51;0,54;0,15;-6,64;0,03;167,98;0;12
0,53;138880;0,3;0;0,08;-12,92;0,05;87,46;7;26
0,24;193733;0,98;0,89;0,12;-3,17;0,15;79,69;8;28
0,71;211000;0,61;0;0,18;-9,38;0,06;156,47;7;67
0,57;160525;0,64;0;0,67;-10,08;0,04;106,5;2;0
0,49;135457;0,96;0,87;0,21;-5,67;0,05;131,99;1;12
0,67;282480;0,81;0;0,06;-5,7;0,04;130,01;10;0
0,45;57672;0,97;0,77;0,4;-8,2;0,06;132,85;5;10
0,67;197998;0,54;0;0,08;-8,03;0,04;124,95;0;60
0,81;412787;0,6;0,82;0,11;-11,7;0,06;117;4;0
0,74;53760;0,36;0;0,08;-15,79;0,75;166,21;9;36
0,35;319733;0,47;0;0,1;-15;0,06;187,21;7;48
0,67;361500;0,85;0;0,35;-4,7;0,22;142,04;10;0
0,53;164000;0,38;0;0,08;-9,76;0,03;143,98;5;55
0,23;448000;0,88;0;0,05;-3,66;0,12;85,64;11;54
0,54;239640;0,98;0,34;0,97;-7,64;0,05;140;11;5
0,65;170867;0,45;0;0,17;-10,59;0,18;175,85;2;0
0,54;270627;0,66;0;0,18;-8,49;0,06;117,14;11;32
0,49;263160;0,37;0;0,71;-10,38;0,03;64,66;8;12
0,61;238573;0,46;0;0,1;-5,7;0,03;134,28;7;36
0,55;265667;0,6;0,02;0,35;-8,14;0,03;119,95;1;34
0,59;143630;0,24;0;0,15;-10,1;0,03;118;0;70
0,31;480183;0,93;0,1;0,07;-6,7;0,05;130,02;9;14
0,52;215147;0,7;0,02;0,28;-7;0,03;76,09;4;50
0,63;481791;0,69;0,88;0,12;-6,68;0,06;134,01;7;0
0,45;146160;0,23;0;0,1;-10,27;0,03;74,42;5;0
0,69;414302;0,47;0,81;0,07;-9,25;0,06;130,01;7;0
0,71;372427;0,77;0,79;0,1;-11,91;0,04;121,99;2;37
0,59;150840;0,63;0;0,38;-8,47;0,35;87,86;11;39
0,54;166173;0,21;0;0,1;-11,52;0,03;170,71;5;23
0,9;214160;0,61;0;0,21;-5,91;0,34;95,02;7;47
0,43;241573;0,73;0;0,25;-7,19;0,04;147,78;2;34
0,49;399627;0,76;0,85;0,37;-10,72;0,05;171,25;11;42
0,96;236308;0,46;0,53;0,09;-8,87;0,06;130,02;5;0
0,5;90227;0,28;0,15;0,11;-15,93;0,12;187,66;1;1
0,31;124307;0,87;0;0,32;-7,82;0,05;102,95;4;29
0,74;226800;0,84;0;0,13;-5,19;0,04;100;0;66
0,53;143298;0,9;0,7;0,09;-4,22;0,16;127,96;9;0
0,51;218427;0,98;0;0,24;-4,52;0,09;109,37;2;54
0,79;468315;0,56;0,84;0,11;-9,94;0,06;133,01;2;1
0,75;450173;0,72;0,33;0,03;-10,88;0,05;125,5;6;16
0,8;411148;0,66;0,91;0,06;-7,92;0,07;122;2;0
0,79;263573;0,62;0,87;0,08;-6,12;0,09;120;6;0
0,67;246000;0,65;0;0,21;-7,68;0,03;116,41;2;0
0,57;177627;0,72;0;0,33;-5,5;0,03;99,35;5;61
0,77;226586;0,79;0;0,14;-5,03;0,13;97,99;9;0
0,65;291486,5;0,58;0;0,07;-10,71;0,08;83,86;7;41
0,39;227360;0,26;0;0,09;-17,55;0,03;70,78;6;17
0,34;884380;0,16;0;0,31;-19,4;0,07;91,64;9;0
0,7;175030;0,28;0,86;0,26;-15,32;0,05;119,02;7;0
0,21;218400;0,81;0,04;0,3;-15,05;0,07;183,86;6;0
0,87;200803;0,72;0;0,25;-8,66;0,24;101,97;2;47
0,84;135016;0,47;0;0,09;-7,84;0,06;98,73;10;73
0;93452;0;0,88;0,81;-17,75;0;0;9;63
0,45;158733;0,34;0,91;0,51;-15,07;0,06;105,15;0;0
0,7;96027;0,18;0,84;0,1;-19,98;0,1;103,69;5;4
0,82;197522;0,34;0,25;0,06;-14,7;0,06;141,33;7;1
0,67;440976;0,74;0,83;0,11;-7,96;0,07;122,99;8;0
0,49;455067;0,95;0,85;0,26;-8,51;0,07;140,02;7;0
0,68;247693;0,89;0;0,46;-4,86;0,26;94,09;1;62
0,82;265263;0,66;0;0,14;-3,64;0,08;113,96;1;73
0,67;282481;0,81;0;0,05;-5,73;0,04;129,99;10;1
0,71;236480;0,56;0;0,14;-6,01;0,13;140;10;72
0,09;503433,5;0,13;0,9;0,1;-19,09;0,04;82,22;0;34
0,62;196693;0,72;0;0,63;-5,74;0,32;190,05;7;76
0,46;161507;0,03;0,32;0,12;-19,96;0,06;102,51;6;0
0,36;159720;0,15;0;0,19;-20,9;0,25;177,15;0;0,5
0,31;299400;0,13;0,91;0,22;-17,33;0,04;137,55;2;50
0,29;248173;0,66;0;0,97;-8;0,04;114,63;1;50
0,36;165933;0,37;0;0,09;-12,88;0,04;82,75;11;59
0,74;156897;0,84;0;0,06;-5,54;0,15;127,99;8;0
0,68;341400;0,5;0;0,17;-8,29;0,03;149,78;3;56
0,7;195693;0,44;0,01;0,09;-6,73;0,03;111,16;5;25
0,56;168159;0,44;0;0,57;-10,23;0,03;96,11;0;0
0,51;168533;0,15;0;0,08;-20,9;0,04;117,73;6;36
0,58;64480;0,92;0,4;0,13;-6,7;0,06;134,04;7;4
0,79;362839;0,8;0,76;0,11;-8,94;0,05;124,02;10;0
0,33;205933;0,24;0,47;0,16;-13,16;0,09;74,56;6;0
0,35;166413;0,2;0,1;0,2;-10,63;0,03;103,18;9;0
0,49;62000;0,88;0,98;0,2;-6,03;0,09;132,03;1;1
0,57;321515;0,41;0;0,06;-11,29;0,03;129,71;3;47
0,12;53720;0,21;0,81;0,19;-13,23;0,04;81,09;2;0
0,39;251200;0,07;0,95;0,16;-19,37;0,04;142,5;2;56
0,3;174260;0,21;0,87;0,08;-16,25;0,03;76,31;10;5
0,45;118000;1;0;0,17;-2,87;0,11;99,09;9;0
0,18;293920;0,13;0,02;0,23;-16,33;0,04;80,96;5;8
0,48;216813;0,36;0;0,29;-8,67;0,05;170,28;5;6
0,5;388840;0,54;0;0,17;-10,65;0,06;135,61;11;28
0,56;133414;0,84;0;0,53;-3,91;0,03;90;0;0
0,74;135133;0,6;0;0,28;-14,52;0,07;120,2;1;33
0,6;59062;0,8;0,22;0,33;-10,73;0,03;130,01;7;10
0,57;170267;0,56;0;0,64;-10;0,04;101,89;4;19
0,55;209467;0,42;0,8;0,08;-12,02;0,03;103,53;9;27
0,72;206707;0,81;0;0,15;-5,86;0,04;112,3;7;39
0,36;247613;0,98;0;0,02;-3,41;0,11;167,89;3;65
0,34;239040;0,5;0;0,1;-10,89;0,06;77,12;8;16
0,67;324693;0,4;0;0,09;-14,15;0,04;103,45;3;27
0,48;391298;0,69;0;0,18;-5,39;0,05;99,9;11;0
0,8;362840;0,83;0,87;0,36;-8,64;0,06;126,98;8;0
0,41;210093;0,89;0,02;0,11;-4,97;0,07;159,92;2;47
0,83;253469;0,63;0;0,1;-3,58;0,09;98,01;1;73
0,72;223560;0,72;0;0,27;-8,76;0,05;113,17;3;60
0,59;350573;0,39;0;0,08;-11,21;0,03;149,26;8;38
0,64;179233;0,75;0;0,25;-3,28;0,04;92,02;4;45
0,41;258827;0,4;0,18;0,13;-7;0,03;104,26;7;5
0,72;387802,5;0,79;0,61;0,04;-5,39;0,06;125;9;1,5
0,55;220575;0,71;0,86;0,61;-8,19;0,04;118,07;8;24
0,86;458375;0,69;0,47;0,17;-6,89;0,17;128,01;2;0
0,82;410070;0,53;0;0,3;-8,24;0,07;126,68;9;42
0,37;261040;0,88;0;0,38;-3,87;0,04;89,98;0;53
0,19;454100;0,08;0,35;0,1;-24,33;0,04;120,94;10;41
0,63;201493;0,9;0,87;0,13;-6,37;0,04;109,28;9;31
0,66;280600;0,53;0,23;0,07;-12,11;0,03;106,03;0;36
0,81;445673;0,7;0,94;0,09;-9,1;0,09;126,02;7;0
0,57;248800;0,51;0;0,2;-14,92;0,08;155,93;3;39
0,38;115400;0,43;0,79;0,16;-11,91;0,04;118,72;2;26
0,81;245907;0,86;0;0,98;-7,85;0,08;106,79;6;50
0,85;229195;0,62;0;0,34;-4,18;0,07;94,74;0;11
0,79;378201;0,91;0,87;0,04;-7,28;0,07;128,01;4;0
0,64;360000;0,85;0,18;0,08;-5,9;0,13;128,01;7;0
0,83;195133;0,68;0;0,2;-9,2;0,03;120,27;4;40
0,65;277140;0,62;0;0,1;-5,23;0,22;114,86;1;61,5
0,93;239547;0,46;0;0,22;-7,65;0,19;103,04;1;66
0,28;243873;0,96;0,64;0,29;-5,66;0,11;94,96;8;21
0,2;294733;0,31;0,01;0,22;-9,3;0,03;88,26;11;40
0,48;533013;0,59;0,05;0,11;-7,85;0,04;91,61;9;53
0,56;271533;0,9;0,91;0,18;-5,45;0,04;149,65;6;17
0,27;162960;0,18;0;0,25;-14,52;0,03;110,92;9;16
0,7;139573;0,51;0;0,67;-7,44;0,14;117,97;2;44
0,28;159720;0,33;0,02;0,12;-10,65;0,03;158,3;10;45
0,51;171067;0,47;0;0,23;-14,1;0,1;102,93;10;48
0,57;310360;0,33;0,91;0,23;-14,99;0,11;101,09;5;21
0,17;571773;0,44;0,88;0,51;-9,84;0,04;80,35;7;35
0,41;163067;0,02;0,9;0,06;-32,87;0,04;118,67;2;35
0,61;368954;0,95;0,05;0,35;-3,7;0,05;127,99;1;0
0,7;480000;0,97;0,73;0,11;-8,32;0,04;125,98;2;0
0,26;173986,5;0,24;0,2;0,14;-17,24;0,04;171,37;2;32,5
0,26;187560;0,15;0,01;0,36;-18,37;0,03;78,28;10;13
0,16;209973;0,15;0,4;0,13;-17,78;0,04;134,29;5;32
0,44;167840;0,9;0;0,11;-4,41;0,18;138,1;11;50
0,42;307907;0,49;0;0,12;-6,18;0,03;69,74;0;3
0,24;180427;0,21;0;0,11;-14,11;0,03;91,71;7;28
0,9;182040;0,6;0;0,32;-5,61;0,19;105,56;2;33
0,48;159951;0,72;0,9;0,54;-10,2;0,09;93,05;9;0
0,63;175040;0,2;0;0,11;-16,66;0,03;114,06;9;0
0,53;160033,5;0,27;0,07;0,22;-15,77;0,24;100,15;5;40
0,39;165333;0,3;0,02;0,06;-16,95;0,03;160,52;7;44
0,51;227846,5;0,05;0,26;0,13;-24,94;0,06;80,45;2;0
0,68;494013;0,82;0,34;0,1;-8,15;0,04;125;0;19
0,63;247031;0,86;0;0,05;-5,88;0,03;128,02;0;4
0,32;64627;0,12;0,95;0,12;-12,17;0,03;81,33;0;32
0,54;275240;0,7;0,3;0,2;-10,38;0,04;90,44;6;30
0,31;289733;0,43;0;0,15;-9,46;0,03;152,83;7;27
0,21;288333,5;0,19;0,26;0,14;-20,33;0,04;79,29;7;21
0,67;258800;0,46;0,24;0,1;-9,04;0,03;95,41;9;51
0,8;347533;0,69;0,09;0,07;-9,46;0,06;127,97;1;1
0,5;233067;0,62;0;0,11;-8,67;0,05;122,53;0;35
0,7;350400;0,55;0;0,2;-6,45;0,03;92,3;8;49
0,58;239067;0,54;0;0,12;-6,42;0,03;109,75;3;36
0,28;365467;0,63;0;0,21;-10,22;0,03;138,16;0;45
0,67;272627;0,56;0,89;0,05;-11,65;0,04;95,12;5;47
0,59;288160;0,74;0,86;0,13;-6,04;0,04;151,27;4;25
0,44;225307;0,88;0,01;0,1;-9;0,09;199,26;9;52
0,46;265867;0,3;0;0,11;-9,88;0,03;77,92;0;57
0,42;300867;0,75;0;0,11;-11,07;0,23;164,92;2;22
0,82;253720;0,86;0,04;0,37;-6,43;0,05;122,02;8;2
0,35;229147;0,31;0,85;0,33;-12,07;0,03;105,09;3;41
0,75;114250;0,59;0,02;0,21;-7,34;0,04;119,96;0;68
0,61;242026;0,74;0;0,27;-7,32;0,07;182,22;7;46
0,83;163500;0,68;0;0,3;-8,16;0,17;132;8;0
0,51;210507;0,49;0;0,31;-7,58;0,03;79,8;7;40,5
0,45;88594;0,86;0,84;0,36;-10,83;0,03;129,99;11;9
0,87;113440;0,34;0;0,09;-11,44;0,06;105,85;2;37
0,62;217188;0,11;0,91;0,13;-21,65;0,04;80,31;2;36
0,84;279267;0,77;0;0,05;-9,62;0,03;141,05;9;48
0,35;263000;0,72;0,83;0,17;-9,64;0,04;143,86;10;0
0,43;139400;0,06;0;0,39;-19,62;0,23;130,17;10;1
0,55;255213;0,81;0;0,11;-10,51;0,13;106,24;9;44
0,69;184680;0,97;0,9;0,08;-6,77;0,04;129,98;7;3
0,75;133471;0,81;0,87;0,26;-8,4;0,03;107,37;7;0
0,71;361417;0,96;0,9;0,04;-5,03;0,04;126,99;9;0
0,5;228400;0,01;0,85;0,11;-27,91;0,06;87,98;5;41
0,44;156774;0,26;0,66;0,53;-11,51;0,05;85,67;1;0
0,53;348800;0,69;0;0,36;-6,28;0,03;114,03;7;0
0,47;226507;0,75;0;0,34;-8,39;0,07;146,81;2;0
0,47;92733;0,18;0;0,11;-17,47;0,04;75,01;3;25
0,51;299507;0,47;0;0,23;-12,35;0,17;77,41;2;33
0,59;190030;0,47;0,81;0,12;-10,18;0,06;125,85;5;0
0,45;302560;0,63;0;0,18;-16,93;0,09;176,99;9;0
0,4;210463;0,49;0;0,11;-10,78;0,05;91,07;6;89
0,81;293147;0,6;0;0,1;-7,51;0,05;131,01;6;51
0,66;205000;0,61;0;0,15;-5,66;0,03;108,03;0;0
0,65;218763;0,62;0;0,08;-4,94;0,03;93,01;5;66
0,66;228000;0,84;0;0,29;-9,03;0,05;125,63;10;47
0,79;299023;0,92;0;0,05;-4,33;0,13;111,69;2;1
0,38;447427;0,65;0,83;0,35;-10,28;0,03;101,55;2;44
0,52;246209;0,99;0;0,21;-4,17;0,14;75,01;4;56
0,8;341000;0,82;0,92;0,08;-6,33;0,05;130,98;11;0
0,54;461934;0,6;0,26;0,13;-9,08;0,06;131,37;8;35
0,54;272107;0,01;0,92;0,12;-25,67;0,04;133,72;7;55
0,95;205960;0,62;0;0,1;-10,43;0,05;114,06;6;33
0,54;197813;0,39;0;0,15;-9,56;0,07;94,6;9;53
0,74;268800;0,68;0,29;0,57;-5,36;0,3;175,05;8;0
0,59;316533;0,03;0,92;0,09;-22,79;0,04;89,45;0;35
0,87;340992;0,41;0,61;0,11;-11,94;0,1;125;7;0
0,28;571840;0,28;0,88;0,11;-16,19;0,04;140,38;9;28
0,73;270307;0,81;0;0,85;-12,36;0,05;102,12;7;44
0,59;310040;0,49;0;0,06;-14,75;0,03;107,83;7;40
0,77;320161;0,84;0,87;0,04;-5,24;0,06;128,02;6;0
0,6;301987;0,92;0;0,54;-2,5;0,07;139,97;11;55
0,77;442381;0,95;0,76;0,11;-6,27;0,06;126;2;0
0,75;487619;0,76;0,84;0,35;-7,11;0,06;126,02;4;0
0,3;123293;0,01;0,67;0,12;-28,11;0,07;171,6;10;33
0,63;200427;0,56;0;0,29;-7,42;0,02;134,91;9;37
0,41;193907;0,22;0,91;0,1;-12,86;0,03;78,53;1;18
0,43;272800;0,36;0;0,29;-18,77;0,24;120,01;2;28
0,62;196213;0,04;0,91;0,11;-23,08;0,04;74,89;2;0
0,48;216389,5;0,53;0;0,31;-6,7;0,03;87,72;0;16
0,69;313115;0,88;0,01;0,34;-3,93;0,15;127,99;9;0
0,87;356000;0,27;0,83;0,06;-15,96;0,18;127,4;4;23
0,28;283307;0,08;0;0,1;-20,14;0,04;62,06;9;0
0,51;33467;0,28;0,89;0,58;-19,22;0,14;173,77;0;0
0,69;86827;0,05;0;0,51;-21,93;0,77;129,59;10;19
0,6;153707;0,38;0;0,1;-12,18;0,04;128,52;5;27
0,52;179400;0,15;0,93;0,11;-21,91;0,05;100,4;3;0
0,62;179493;0,44;0,03;0,11;-13,15;0,03;116,11;9;21
0,33;192267;0,27;0;0,19;-15,23;0,04;93,29;2;0
0,13;191227;0,07;0;0,09;-25,38;0,06;73,81;4;3
0,58;145707;0,7;0;0,16;-11,43;0,06;148,87;3;0
0,69;270160;0,42;0,9;0,11;-12,44;0,05;152,04;9;43
0,57;205407;0,86;0,81;0,12;-11,56;0,04;126,22;6;3
0,43;288093;0,03;0,14;0,1;-20,98;0,05;81,88;5;40
0,44;161829;0,72;0;0,18;-5,6;0,03;86,61;9;0
