danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,key,popularity
0.56,259069,0.93,0,0.06,-4.24,0.06,171.9,10,0
0.61,167905,0.16,0,0.11,-14.24,0.04,128.59,4,0
0.71,198781,0.42,0,0.68,-10.89,0.51,132.53,2,0
0.56,320303,0.41,0.94,0.24,-13.67,0.03,136.06,2,0
0.58,190642,0.31,0,0.07,-9.07,0.05,150.57,0,0
0.57,234360,0.59,0,0.35,-7.31,0.03,143.94,2,1
0.31,382857,0.33,0.9,0.1,-17.77,0.04,82.68,0,2
0.47,309054,0.98,0.61,0.31,-3.81,0.09,171.03,6,0
0.3,204600,0.44,0.01,0.38,-12.51,0.04,111.78,2,0
0.51,174472,0.52,0,0.15,-8.18,0.15,70.57,0,0
0.56,185547,0.11,0.66,0.15,-14.2,0.21,65.28,6,0
0.61,204467,0.19,0.87,0.11,-16.3,0.09,137.5,10,0
0.32,190439,0.17,0.88,0.12,-18.51,0.06,69.41,9,0
0.6,167267,0.15,0.05,0.14,-14.55,0.14,84.28,0,0
0.36,186360,0.06,0,0.11,-13.67,0.04,143.62,5,0
0.59,156493,0.71,0,0.23,-12.12,0.06,95.76,5,50
0.83,337627,0.82,0,0.16,-5.82,0.12,110.04,6,0
0.64,221368,0.44,0,0.14,-7.9,0.03,129,1,2
0.51,166333,0.12,0.45,0.1,-17.02,0.05,56.72,5,29
0.71,181510,0.66,0,0.07,-5.95,0.18,130.04,10,69
0.56,198750,0.93,0,0.05,-3.36,0.3,191.77,9,4
0.69,260243,0.44,0,0.3,-7.63,0.04,129.94,11,7
0.4,172000,0.28,0.94,0.45,-13.76,0.05,80.68,9,0
0.45,192000,0.03,0.48,0.11,-15.97,0.11,90.7,4,0
0.73,210573.5,0.72,0,0.18,-4.96,0.18,102.44,3,65
0.38,463827,0.21,0.14,0.16,-18.47,0.04,134.45,2,35
0.24,222973,0.68,0,0.08,-10,0.12,84.44,1,1
0.51,109662,0.15,0,0.13,-15.23,0.05,125.91,0,14
0.79,175693,0.62,0,0.14,-8.95,0.05,103.76,3,53
0.57,258333,0.87,0,0.28,-6.95,0.05,104.98,2,1
0.73,242160,0.67,0,0.56,-8.46,0.06,130.11,8,35
0.8,481249,0.66,0.84,0.14,-11.16,0.07,125,1,0
0.66,258653,0.69,0,0.14,-6.17,0.17,86.35,5,53
0.8,322548,0.42,0.88,0.11,-16.44,0.07,125.03,10,0
0.53,323960,0.84,0.23,0.18,-11.93,0.05,111.36,7,42
0.66,294194,0.84,0.77,0.07,-8.23,0.04,124.01,8,21
0.76,295227,0.73,0.06,0.1,-11.82,0.04,118.61,9,45
0.8,198963,0.58,0,0.3,-7.82,0.04,102.11,2,53
0.53,98920,0.48,0.98,0.11,-16.42,0.04,69.51,10,5
0.52,185800,0.89,0,0.08,-2.39,0.05,121.95,8,50
0.74,184453,0.73,0,0.07,-3.5,0.15,87.21,2,45
0.67,220236,0.82,0.04,0.09,-4.14,0.04,134.02,3,1
0.55,268800,0.97,0.29,0.05,-6.12,0.07,150.02,11,0
0.65,182200,0.92,0.62,0.37,-4.54,0.03,108.22,1,43
0.73,336800,0.61,0.79,0.06,-7.02,0.04,95.04,0,55
0.47,175491,0.37,0.09,0.37,-10.97,0.04,131.43,2,5
0.65,339480,0.95,0,0.41,-7.05,0.05,123.18,4,43
0.79,263639,0.54,0.03,0.16,-9.35,0.26,147.07,10,38
0.68,205293,0.69,0.5,0.15,-9.02,0.35,74.05,11,34
0.73,257728,0.73,0,0.17,-8.43,0.14,90.51,10,30
0.75,215093,0.92,0,0.08,-8.15,0.04,104.08,6,39
0.35,260013,0.54,0,0.1,-8,0.03,104.97,0,59
0.71,819510,0.97,0.87,0.23,-5.95,0.05,123.99,9,0
0.77,201427,0.67,0,0.09,-8.06,0.05,154.9,9,44
0.54,290233,0.98,0.34,0.2,-6.86,0.06,154.47,1,46
0.51,211240,0.25,0,0.11,-10.36,0.03,109.69,2,54
0.55,188012,0.79,0,0.16,-3.3,0.03,150.08,4,69
0.87,227991,0.38,0,0.21,-12.24,0.36,110,8,0
0.63,219453,0.96,0,0.04,-4.96,0.07,129.7,2,40
0.49,221707,0.96,0.02,0.07,-4.13,0.11,144.15,9,35
0.6,87413,0.95,0.54,0.17,-7.51,0.03,131.8,11,2
0.58,273600,0.7,0,0.15,-6.73,0.03,100.02,4,0
0.48,262178,0.87,0,0.2,-3.57,0.34,129.29,4,0
0.8,392813,0.65,0.9,0.04,-10.01,0.05,128.02,11,2
0.8,275751,0.55,0.93,0.14,-7.26,0.13,94,11,57
0.86,390064,0.81,0.86,0.05,-4.99,0.06,127.96,5,0
0.61,384327,0.87,0.47,0.09,-6.85,0.05,128,0,0
0.48,223343,0.4,0.07,0.12,-9.72,0.03,109.56,10,4
0.65,288387,0.91,0.15,0.03,-6.08,0.04,124.02,2,0
0.63,259733,0.65,0,0.32,-5.54,0.28,87.96,1,38
0.67,373185,0.96,0,0.38,-4.67,0.32,128.02,0,0
0.7,310560,0.47,0,0.05,-13.57,0.05,138.27,9,49
0.46,194374,0.93,0,0.16,-4.92,0.05,140.15,9,0
0.68,134560,0.66,0.01,0.63,-7.4,0.4,123.23,1,47
0.6,208585,0.3,0,0.25,-8.22,0.28,137.66,0,0
0.41,194838,0.16,0.11,0.3,-9.63,0.21,169.06,9,0
0.61,265040,0.53,0,0.31,-11.53,0.11,144.46,4,0
0.57,296372,0.78,0.22,0.05,-12.76,0.03,149.22,6,0
0.28,234600,0.92,0,0.12,-4.99,0.12,122.55,2,45
0.77,404453,1,0.55,0.06,-7.3,0.12,140.03,0,0
0.98,338844,0.57,0.28,0.07,-10.6,0.05,126.91,6,42
0.42,249040,0.75,0,0.16,-6.15,0.03,169.97,7,1
0.66,176613,0.82,0.01,0.08,-6.49,0.04,123.96,2,0
0.25,283821,0.24,0.01,0.08,-11.22,0.03,85.63,8,0
0.88,365625,0.69,0.07,0.49,-8.03,0.39,128.04,11,0
0.37,176906,0.34,0.01,0.64,-7.16,0.04,86.91,10,0
0.61,209760,0.8,0,0.43,-4.45,0.04,130.05,5,57
0.22,716653,0.07,0.89,0.1,-22.47,0.05,62.36,3,0
0.37,193486,0.26,0,0.45,-10.53,0.08,176.21,7,0
0.58,269973,0.67,0.3,0.08,-11.22,0.03,135.8,9,40
0.28,193827,0.38,0.62,0.18,-12.11,0.04,119.7,1,0
0.56,305520,0.33,0.01,0.13,-12.79,0.03,144.11,4,52
0.75,163747,0.34,0.94,0.26,-9.68,0.08,82.04,11,0
0.42,163515,0.54,0.8,0.17,-13.45,0.05,90.09,7,60
0.59,188953,0.36,0,0.43,-9.5,0.12,125.27,7,0
0.38,133006.5,0.12,0.3,0.17,-19.75,0.05,104.21,7,43
0.44,1540776,0.84,0,0.76,-9.81,0.25,100.91,0,0
0.36,282813,0.02,0.93,0.1,-28.66,0.04,67.95,3,53
0.59,277893,0.71,0,0.1,-4.69,0.03,151.9,7,10
0.77,187720,0.41,0.25,0.05,-15.06,0.04,125.48,5,59
0.75,398768,0.54,0.02,0.08,-14.67,0.04,138.63,0,36
0.94,199432,0.95,0,0.42,-4.22,0.22,110.98,1,51
0.4,212332,0.2,0.94,0.11,-16.02,0.05,75.05,8,0
0.92,245947,0.7,0,0.09,-6.68,0.09,102,4,51
0.8,275667,0.82,0.09,0.33,-8.92,0.05,131.97,6,42
0.73,240678,0.38,0,0.24,-11.96,0.22,124.86,11,25
0.58,186000,0.94,0,0.11,-5.44,0.04,120.99,7,0
0.59,221143,0.8,0,0.17,-6.35,0.08,140.1,0,1
0.47,153787,0.85,0,0.33,-4.31,0.06,150.06,9,0
0.26,410747,0.25,0.83,0.15,-13.84,0.04,152.86,3,0
0.26,374693,0.42,0.17,0.92,-10.52,0.05,91.43,0,0
0.44,246920,0.42,0.12,0.11,-4.44,0.03,112.74,9,3
0.78,156502,0.48,0.03,0.1,-9.46,0.08,150.15,11,54
0.5,585813,0.13,0.21,0.09,-17.73,0.04,134.77,10,0
0.83,167340,0.33,0.95,0.29,-18.12,0.05,133.02,10,0
0.18,185347,0.03,0.75,0.09,-25.11,0.04,85.76,8,0
0.42,222200,0.33,0,0.7,-22.23,0.22,133.65,2,0
0.91,151520,0.57,0,0.05,-6.11,0.48,140.97,2,70
0.5,214825,0.93,0.86,0.15,-9.06,0.06,143.01,5,2
0.58,431250,0.83,0.83,0.09,-7.51,0.04,128.01,11,0
0.51,130351,0.43,0,0.16,-11.32,0.22,132.45,10,0
0.53,172413,0.41,0.01,0.55,-11.05,0.03,71.36,9,36
0.44,185387,0.89,0,0.56,-4.87,0.05,127.89,0,45
0.66,349987,0.45,0,0.11,-9.31,0.05,90.79,2,2
0.17,341821,0.32,0.76,0.7,-13.41,0.04,138.3,3,0
0.82,241934,0.96,0.87,0.4,-3.74,0.07,125,0,0
0.48,149280,0.44,0.05,0.5,-12.04,0.04,144.99,5,15
0.69,167600,0.5,0,0.75,-7.57,0.19,123.3,2,1
0.8,138387,0.97,0.03,0.3,-3.82,0.06,124,9,1
0.52,271008,1,0.89,0.12,-5.99,0.07,138.01,1,15
0.51,227380,0.67,0,0.05,-5.7,0.07,120.17,1,69
0.41,204120,0.13,0.89,0.15,-13.84,0.04,84.87,3,0
0.67,198960,0.25,0.01,0.53,-9.39,0.27,72.17,5,0
0.67,560065,0.68,0.9,0.09,-14.68,0.04,114.01,2,0
0.58,164520,0.5,0,0.13,-11.65,0.05,160.41,2,47
0.67,298440,0.62,0,0.07,-8.47,0.28,161.04,11,7
0.81,225693,0.79,0,0.11,-6.51,0.09,94.99,8,48
0.39,281640,0.45,0,0.09,-7.52,0.03,119.92,1,36
0.47,205820,0.38,0.68,0.18,-13.03,0.05,90.76,0,0
0.27,318360,0.86,0,0.4,-11.52,0.05,160.9,9,26
0.67,264960,0.7,0.2,0.17,-8.5,0.05,124.97,6,1
0.59,148446.5,0.68,0.03,0.12,-6.01,0.05,107.75,1,68
0.32,285880,0.91,0,0.09,-3.97,0.14,189.78,11,66
0.41,222373,0.26,0.8,0.29,-17.89,0.17,74.75,1,0
0.29,299120,0.17,0,0.29,-15.04,0.05,104.5,1,0
0.48,167267,0.32,0,0.1,-14.44,0.03,51.71,1,17
0.62,194000,0.45,0,0.51,-11.97,0.52,179.76,7,76
0.43,231909,0.48,0,0.1,-8.76,0.03,106.58,5,55
0.75,257000,0.34,0,0.08,-9.04,0.14,119.92,2,69
0.78,166818,0.73,0,0.66,-6.94,0.03,98.02,8,54
0.65,240000,0.24,0,0.09,-11.29,0.16,88.9,2,64
0.59,275955,0.66,0,0.32,-8.63,0.06,99.8,0,70
0.84,255333,0.42,0.05,0.08,-10.43,0.07,156.04,1,0
0.77,153293,0.66,0,0.09,-5.22,0.07,150.09,0,71
0.69,183907,0.66,0,0.05,-11.8,0.05,82.05,3,59
0.47,72562,0.94,0.81,0.64,-13,0.04,132.31,10,9
0.39,174172,0.07,0.11,0.11,-20.76,0.04,136.94,7,60
0.44,317160,0.94,0,0.42,-5.19,0.06,91.3,4,55
0.21,242160,0.87,0,0.2,-5.71,0.21,159.63,11,4
0.33,299000,0.18,0,0.17,-16.9,0.03,91.95,0,45
0.53,186573.5,0.43,0,0.13,-10.43,0.11,133.51,10,65
0.42,230505,0.13,0,0.12,-9.42,0.03,172.64,8,1
0.72,170600,0.36,0,0.08,-12.98,0.31,89.41,9,32
0.14,257160,0.09,0.73,0.07,-20.65,0.04,92.84,2,38
0.8,374467,0.86,0,0.14,-7.81,0.04,101.03,4,44
0.43,104406,0.94,0.71,0.2,-10.56,0.04,137.97,1,9
0.71,166170,0.34,0,0.31,-10.57,0.1,98.52,11,0
0.7,167393,0.11,0,0.13,-9.03,0.33,107.23,3,0
0.37,172947,0.27,0.63,0.21,-14.92,0.07,78.4,7,0
0.75,211278,0.89,0,0.17,-6.12,0.27,110.52,6,11
0.81,258600,0.7,0.06,0.02,-9.01,0.11,103.01,11,0
0.5,189702,0.94,0,0.07,-3.94,0.1,161.97,11,6
0.46,199873,0.76,0,0.09,-8.61,0.03,136.71,2,34
0.74,218133,0.9,0.1,0.33,-7.22,0.32,89.45,11,37
0.7,213093,0.53,0,0.07,-8.65,0.04,92.14,5,32
0.73,392333,0.55,0.88,0.11,-14.45,0.08,127.99,3,0
0.64,195467,0.82,0,0.16,-4.54,0.1,200.94,5,63
0.89,117816,0.41,0,0.14,-9.61,0.23,92.48,1,0
0.73,240968,0.79,0,0.28,-7.19,0.06,123.96,11,3
0.34,898965,0.21,0.91,0.15,-15.63,0.04,132.99,9,0
0.52,173308,0.22,0.05,0.14,-9.66,0.16,76.8,3,0
0.53,246160,0.33,0.84,0.52,-19.25,0.05,80.54,5,0
0.6,200187,0.71,0,0.17,-4.1,0.3,75.09,11,76
0.77,233827,0.7,0,0.09,-10.58,0.04,143.8,9,50
0.71,181527,0.19,0,0.37,-10.11,0.76,111.22,8,0
0.56,190906.5,0.37,0.05,0.32,-11.62,0.08,111.31,2,0
0.66,266826,0.89,0.94,0.1,-4.86,0.11,127.96,1,0
0.27,182860,0.38,0,0.1,-10.59,0.03,96.3,3,0
0.42,186440,0.18,0,0.04,-14.96,0.05,95.07,9,0
0.17,204750,1,0.9,0.95,-21.38,0.06,123.15,3,64
0.14,182813,0,0.46,0.43,-17.22,0.24,138.49,5,63
0.09,148413,0.77,0.9,0.37,-23.43,0.27,86.22,8,62
0.16,187291,0.99,0.98,0.8,-23.48,0.06,109.05,8,64
0.08,170000,1,0.61,0.85,-16.54,0.05,171.62,3,71
0.12,190158,1,0.98,0.91,-15.59,0.05,94.94,2,64
0.17,202000,0.6,0.97,0.33,-22.27,0.07,88,0,58
0.07,144727,0.95,0.94,0.69,-27.25,0.07,80.96,0,66
0,93452,0,1,0.72,-18.69,0,0,9,57
0.54,254119,0.89,0,0.15,-4.7,0.07,129.99,2,0
0.81,287999,0.63,0.01,0.12,-8.53,0.07,114.21,4,33
0.5,193465,0.12,0.15,0.16,-17.25,0.04,107.69,4,48
0.04,80731.5,0.41,0.99,0.61,-21.53,0.03,86.6,2,61
0.76,126950,0.22,0,0.24,-14.01,0.35,137.49,2,0
0.51,407063.5,0.32,0,0.5,-14.4,0.05,121.13,6,26
0.66,188425,0.19,0.78,0.49,-13.24,0.09,75.25,2,0
0.41,205099,0.25,0.65,0.15,-9.04,0.05,84.66,4,0
0.43,169917,0.21,0.3,0.12,-12.69,0.05,86.68,1,0
0.89,273000,0.86,0,0.12,-6.49,0.09,124.96,6,0
0.41,295093,0.19,0.82,0.16,-13.9,0.03,85.28,7,0
0.81,175313,0.35,0,0.08,-9.54,0.04,124.99,6,67
0.7,316280,0.29,0,0.35,-13.96,0.36,103.4,6,10
0.51,73356,0.71,0.12,0.16,-8.7,0.07,138.01,8,14
0.21,372180,0.19,0.46,0.15,-18.05,0.04,84.35,9,7
0.57,469827,0.92,0.84,0.06,-13.71,0.05,116.3,9,38
0.4,248587,0.3,0,0.1,-15.13,0.03,155.53,4,59
0.45,118867,0.22,0,0.31,-14.47,0.03,152.15,5,23
0.46,85973,1,0.93,0.14,-5.13,0.06,133.99,7,5
0.36,178857,0.32,0.15,0.58,-10.24,0.04,92.92,5,0
0.52,173307,0.44,0,0.3,-9.15,0.12,73.55,7,0
0.73,232533,0.35,0,0.45,-14.52,0.04,81.49,9,45
0.64,342132,0.43,0,0.14,-10.92,0.09,113.28,11,0
0.57,215441,0.23,0,0.24,-7.93,0.04,68.32,5,0
0.61,179873,0.13,0.86,0.15,-14.17,0.27,69.19,7,0
0.65,194240,0.46,0.86,0.23,-12.18,0.33,130.12,3,0
0.33,3000059,0.78,0.13,0.74,-6.59,0.09,172.62,8,6
0.45,196917,0.21,0,0.25,-11.59,0.04,99.94,2,0
0.82,170328.5,0.69,0,0.11,-6.15,0.25,157.55,2,65
0.44,260667,0.63,0,0.08,-13.05,0.18,202.56,7,31
0.28,185396,0.13,0.78,0.11,-17.55,0.04,76.45,11,0
0.72,270587,0.66,0,0.1,-5.58,0.03,106.37,2,40
0.45,202827,0.47,0,0.08,-7.87,0.27,70.23,7,71
0.73,267707,0.71,0,0.15,-13.47,0.04,149.09,8,55
0.53,385460,0.12,0.92,0.08,-19.55,0.04,119.23,0,46
0.44,123463,0.49,0,0.18,-10.77,0.05,200.65,9,9
0.58,241747,0.31,0,0.12,-14.36,0.03,96.72,9,62
0.43,203681,0.46,0.01,0.41,-10.9,0.06,69.64,5,0
0.53,179003,0.33,0.01,0.17,-9.3,0.04,77.04,10,0
0.78,185227,0.21,0.19,0.3,-12.38,0.05,94.02,5,23
0.59,141059,0.11,0.95,0.11,-22.79,0.08,72.14,0,0
0.74,329208,0.64,0,0.1,-7.3,0.3,139.88,1,61
0.29,268867,0.43,0,0.17,-7.21,0.03,133.54,4,0
0.76,324336,0.18,0.22,0.07,-16.8,0.05,91.63,11,42
0.51,163448,0.22,0,0.11,-10.18,0.03,98.56,7,1
0.44,185754,0.6,0,0.3,-9.48,0.04,77.72,6,0
0.57,206347,0.9,0,0.65,-6.32,0.11,150.36,1,38
0.26,167600,0.59,0,0.29,-6.97,0.04,155.1,5,35
0.71,206073,0.66,0,0.26,-5.8,0.07,95.5,8,67
0.36,173707,0.16,0,0.09,-13.35,0.07,70.47,9,0
0.3,212520,0.25,0.11,0.12,-13.08,0.05,71.36,0,0
0.5,183169,0.63,0,0.29,-7.07,0.03,145.97,5,0
0.7,256493,0.83,0,0.1,-7.92,0.04,149.96,2,49
0.8,332493,0.7,0,0.07,-7.58,0.04,99.43,7,49
0.64,208000,0.5,0,0.11,-6.93,0.34,81.06,1,60
0.86,218710,0.73,0.84,0.14,-5.41,0.12,124,8,14
0.74,322560,0.92,0.08,0.06,-2.95,0.07,125,10,5
0.65,158571,0.96,0,0.13,-2.94,0.05,126,9,0
0.82,338000,0.65,0.5,0.35,-9.42,0.06,120,0,0
0.68,162547,0.53,0,0.13,-7.41,0.05,109.93,2,46
0.78,243787,0.6,0,0.06,-6.74,0.04,126.01,1,15
0.77,399290,0.68,0,0.24,-5.95,0.06,114.84,0,33
0.81,150813.5,0.4,0.47,0.11,-15.33,0.09,140.7,7,26
0.72,658333,0.51,0.9,0.14,-12.22,0.03,125.83,1,39
0.52,344213,0.1,0.87,0.13,-24.14,0.04,107.99,0,38
0.54,317013,0.22,0.87,0.11,-16.05,0.03,84.92,7,25
0.5,439080,0.83,0,0.29,-4.69,0.05,96.95,10,40
0.6,171480,0.42,0,0.11,-11.87,0.05,114.87,7,0
0.57,138813,0.91,0,0.4,-6.73,0.14,96.83,6,27
0.64,201933,0.34,0,0.48,-14.06,0.42,112.21,0,15
0.37,162960,0.35,0.83,0.1,-14.37,0.04,112.62,3,34
0.48,135600,0.84,0,0.44,-4.8,0.06,81.15,10,27
0.33,376360,0.25,0,0.73,-16.28,0.07,73.59,5,16
0.36,318373,0.99,0.94,0.09,-7.5,0.09,138.75,7,14
0.5,145093,0.94,0,0.07,-4.08,0.12,87.65,9,30
0.76,201107,0.2,0,0.06,-15.35,0.12,136.47,5,0
0.51,156800,0.21,0,0.24,-15.19,0.05,123.85,1,8
0.55,252800,0.45,0,0.19,-12.29,0.04,84.18,9,37
0.58,370647,0.87,0.76,0.07,-6.86,0.03,127.99,4,10
0.79,399375,0.8,0.2,0.12,-4.05,0.17,128.02,0,0
0.66,337520,0.9,0.76,0.08,-6.63,0.05,128.02,7,10
0.62,408480,0.47,0,0.13,-11.12,0.2,169.89,1,45
0.75,259240,0.59,0,0.26,-5.94,0.05,182.02,4,68
0.4,93080,0.32,0.93,0.41,-10.55,0.03,132.85,0,0
0.89,193778,0.9,0,0.2,-3.65,0.2,135.09,1,6
0.41,169707,0.51,0.54,0.15,-6.64,0.03,167.98,0,12
0.53,138880,0.3,0,0.08,-12.92,0.05,87.46,7,26
0.24,193733,0.98,0.89,0.12,-3.17,0.15,79.69,8,28
0.71,211000,0.61,0,0.18,-9.38,0.06,156.47,7,67
0.57,160525,0.64,0,0.67,-10.08,0.04,106.5,2,0
0.49,135457,0.96,0.87,0.21,-5.67,0.05,131.99,1,12
0.67,282480,0.81,0,0.06,-5.7,0.04,130.01,10,0
0.45,57672,0.97,0.77,0.4,-8.2,0.06,132.85,5,10
0.67,197998,0.54,0,0.08,-8.03,0.04,124.95,0,60
0.81,412787,0.6,0.82,0.11,-11.7,0.06,117,4,0
0.74,53760,0.36,0,0.08,-15.79,0.75,166.21,9,36
0.35,319733,0.47,0,0.1,-15,0.06,187.21,7,48
0.67,361500,0.85,0,0.35,-4.7,0.22,142.04,10,0
0.53,164000,0.38,0,0.08,-9.76,0.03,143.98,5,55
0.23,448000,0.88,0,0.05,-3.66,0.12,85.64,11,54
0.54,239640,0.98,0.34,0.97,-7.64,0.05,140,11,5
0.65,170867,0.45,0,0.17,-10.59,0.18,175.85,2,0
0.54,270627,0.66,0,0.18,-8.49,0.06,117.14,11,32
0.49,263160,0.37,0,0.71,-10.38,0.03,64.66,8,12
0.61,238573,0.46,0,0.1,-5.7,0.03,134.28,7,36
0.55,265667,0.6,0.02,0.35,-8.14,0.03,119.95,1,34
0.59,143630,0.24,0,0.15,-10.1,0.03,118,0,70
0.31,480183,0.93,0.1,0.07,-6.7,0.05,130.02,9,14
0.52,215147,0.7,0.02,0.28,-7,0.03,76.09,4,50
0.63,481791,0.69,0.88,0.12,-6.68,0.06,134.01,7,0
0.45,146160,0.23,0,0.1,-10.27,0.03,74.42,5,0
0.69,414302,0.47,0.81,0.07,-9.25,0.06,130.01,7,0
0.71,372427,0.77,0.79,0.1,-11.91,0.04,121.99,2,37
0.59,150840,0.63,0,0.38,-8.47,0.35,87.86,11,39
0.54,166173,0.21,0,0.1,-11.52,0.03,170.71,5,23
0.9,214160,0.61,0,0.21,-5.91,0.34,95.02,7,47
0.43,241573,0.73,0,0.25,-7.19,0.04,147.78,2,34
0.49,399627,0.76,0.85,0.37,-10.72,0.05,171.25,11,42
0.96,236308,0.46,0.53,0.09,-8.87,0.06,130.02,5,0
0.5,90227,0.28,0.15,0.11,-15.93,0.12,187.66,1,1
0.31,124307,0.87,0,0.32,-7.82,0.05,102.95,4,29
0.74,226800,0.84,0,0.13,-5.19,0.04,100,0,66
0.53,143298,0.9,0.7,0.09,-4.22,0.16,127.96,9,0
0.51,218427,0.98,0,0.24,-4.52,0.09,109.37,2,54
0.79,468315,0.56,0.84,0.11,-9.94,0.06,133.01,2,1
0.75,450173,0.72,0.33,0.03,-10.88,0.05,125.5,6,16
0.8,411148,0.66,0.91,0.06,-7.92,0.07,122,2,0
0.79,263573,0.62,0.87,0.08,-6.12,0.09,120,6,0
0.67,246000,0.65,0,0.21,-7.68,0.03,116.41,2,0
0.57,177627,0.72,0,0.33,-5.5,0.03,99.35,5,61
0.77,226586,0.79,0,0.14,-5.03,0.13,97.99,9,0
0.65,291486.5,0.58,0,0.07,-10.71,0.08,83.86,7,41
0.39,227360,0.26,0,0.09,-17.55,0.03,70.78,6,17
0.34,884380,0.16,0,0.31,-19.4,0.07,91.64,9,0
0.7,175030,0.28,0.86,0.26,-15.32,0.05,119.02,7,0
0.21,218400,0.81,0.04,0.3,-15.05,0.07,183.86,6,0
0.87,200803,0.72,0,0.25,-8.66,0.24,101.97,2,47
0.84,135016,0.47,0,0.09,-7.84,0.06,98.73,10,73
0,93452,0,0.88,0.81,-17.75,0,0,9,63
0.45,158733,0.34,0.91,0.51,-15.07,0.06,105.15,0,0
0.7,96027,0.18,0.84,0.1,-19.98,0.1,103.69,5,4
0.82,197522,0.34,0.25,0.06,-14.7,0.06,141.33,7,1
0.67,440976,0.74,0.83,0.11,-7.96,0.07,122.99,8,0
0.49,455067,0.95,0.85,0.26,-8.51,0.07,140.02,7,0
0.68,247693,0.89,0,0.46,-4.86,0.26,94.09,1,62
0.82,265263,0.66,0,0.14,-3.64,0.08,113.96,1,73
0.67,282481,0.81,0,0.05,-5.73,0.04,129.99,10,1
0.71,236480,0.56,0,0.14,-6.01,0.13,140,10,72
0.09,503433.5,0.13,0.9,0.1,-19.09,0.04,82.22,0,34
0.62,196693,0.72,0,0.63,-5.74,0.32,190.05,7,76
0.46,161507,0.03,0.32,0.12,-19.96,0.06,102.51,6,0
0.36,159720,0.15,0,0.19,-20.9,0.25,177.15,0,1
0.31,299400,0.13,0.91,0.22,-17.33,0.04,137.55,2,50
0.29,248173,0.66,0,0.97,-8,0.04,114.63,1,50
0.36,165933,0.37,0,0.09,-12.88,0.04,82.75,11,59
0.74,156897,0.84,0,0.06,-5.54,0.15,127.99,8,0
0.68,341400,0.5,0,0.17,-8.29,0.03,149.78,3,56
0.7,195693,0.44,0.01,0.09,-6.73,0.03,111.16,5,25
0.56,168159,0.44,0,0.57,-10.23,0.03,96.11,0,0
0.51,168533,0.15,0,0.08,-20.9,0.04,117.73,6,36
0.58,64480,0.92,0.4,0.13,-6.7,0.06,134.04,7,4
0.79,362839,0.8,0.76,0.11,-8.94,0.05,124.02,10,0
0.33,205933,0.24,0.47,0.16,-13.16,0.09,74.56,6,0
0.35,166413,0.2,0.1,0.2,-10.63,0.03,103.18,9,0
0.49,62000,0.88,0.98,0.2,-6.03,0.09,132.03,1,1
0.57,321515,0.41,0,0.06,-11.29,0.03,129.71,3,47
0.12,53720,0.21,0.81,0.19,-13.23,0.04,81.09,2,0
0.39,251200,0.07,0.95,0.16,-19.37,0.04,142.5,2,56
0.3,174260,0.21,0.87,0.08,-16.25,0.03,76.31,10,5
0.45,118000,1,0,0.17,-2.87,0.11,99.09,9,0
0.18,293920,0.13,0.02,0.23,-16.33,0.04,80.96,5,8
0.48,216813,0.36,0,0.29,-8.67,0.05,170.28,5,6
0.5,388840,0.54,0,0.17,-10.65,0.06,135.61,11,28
0.56,133414,0.84,0,0.53,-3.91,0.03,90,0,0
0.74,135133,0.6,0,0.28,-14.52,0.07,120.2,1,33
0.6,59062,0.8,0.22,0.33,-10.73,0.03,130.01,7,10
0.57,170267,0.56,0,0.64,-10,0.04,101.89,4,19
0.55,209467,0.42,0.8,0.08,-12.02,0.03,103.53,9,27
0.72,206707,0.81,0,0.15,-5.86,0.04,112.3,7,39
0.36,247613,0.98,0,0.02,-3.41,0.11,167.89,3,65
0.34,239040,0.5,0,0.1,-10.89,0.06,77.12,8,16
0.67,324693,0.4,0,0.09,-14.15,0.04,103.45,3,27
0.48,391298,0.69,0,0.18,-5.39,0.05,99.9,11,0
0.8,362840,0.83,0.87,0.36,-8.64,0.06,126.98,8,0
0.41,210093,0.89,0.02,0.11,-4.97,0.07,159.92,2,47
0.83,253469,0.63,0,0.1,-3.58,0.09,98.01,1,73
0.72,223560,0.72,0,0.27,-8.76,0.05,113.17,3,60
0.59,350573,0.39,0,0.08,-11.21,0.03,149.26,8,38
0.64,179233,0.75,0,0.25,-3.28,0.04,92.02,4,45
0.41,258827,0.4,0.18,0.13,-7,0.03,104.26,7,5
0.72,387802.5,0.79,0.61,0.04,-5.39,0.06,125,9,2
0.55,220575,0.71,0.86,0.61,-8.19,0.04,118.07,8,24
0.86,458375,0.69,0.47,0.17,-6.89,0.17,128.01,2,0
0.82,410070,0.53,0,0.3,-8.24,0.07,126.68,9,42
0.37,261040,0.88,0,0.38,-3.87,0.04,89.98,0,53
0.19,454100,0.08,0.35,0.1,-24.33,0.04,120.94,10,41
0.63,201493,0.9,0.87,0.13,-6.37,0.04,109.28,9,31
0.66,280600,0.53,0.23,0.07,-12.11,0.03,106.03,0,36
0.81,445673,0.7,0.94,0.09,-9.1,0.09,126.02,7,0
0.57,248800,0.51,0,0.2,-14.92,0.08,155.93,3,39
0.38,115400,0.43,0.79,0.16,-11.91,0.04,118.72,2,26
0.81,245907,0.86,0,0.98,-7.85,0.08,106.79,6,50
0.85,229195,0.62,0,0.34,-4.18,0.07,94.74,0,11
