danceability;duration_ms;energy;instrumentalness;liveness;loudness;speechiness;tempo;key;popularity
0.51;227380;0.67;0;0.05;-5.7;0.07;120.17;1;high
0.58;164520;0.5;0;0.13;-11.65;0.05;160.41;2;med
0.81;225693;0.79;0;0.11;-6.51;0.09;94.99;8;med
0.59;148446.5;0.68;0.03;0.12;-6.01;0.05;107.75;1;high
0.32;285880;0.91;0;0.09;-3.97;0.14;189.78;11;high
0.62;194000;0.45;0;0.51;-11.97;0.52;179.76;7;high
0.43;231909;0.48;0;0.1;-8.76;0.03;106.58;5;med
0.75;257000;0.34;0;0.08;-9.04;0.14;119.92;2;high
0.78;166818;0.73;0;0.66;-6.94;0.03;98.02;8;med
0.65;240000;0.24;0;0.09;-11.29;0.16;88.9;2;med
0.59;275955;0.66;0;0.32;-8.63;0.06;99.8;0;high
0.77;153293;0.66;0;0.09;-5.22;0.07;150.09;0;high
0.69;183907;0.66;0;0.05;-11.8;0.05;82.05;3;med
0.39;174172;0.07;0.11;0.11;-20.76;0.04;136.94;7;med
0.44;317160;0.94;0;0.42;-5.19;0.06;91.3;4;med
0.33;299000;0.18;0;0.17;-16.9;0.03;91.95;0;med
0.53;186573.5;0.43;0;0.13;-10.43;0.11;133.51;10;med
0.8;374467;0.86;0;0.14;-7.81;0.04;101.03;4;med
0.64;195467;0.82;0;0.16;-4.54;0.1;200.94;5;med
0.6;200187;0.71;0;0.17;-4.1;0.3;75.09;11;high
0.77;233827;0.7;0;0.09;-10.58;0.04;143.8;9;med
0.17;204750;1;0.9;0.95;-21.38;0.06;123.15;3;med
0.14;182813;0;0.46;0.43;-17.22;0.24;138.49;5;med
0.09;148413;0.77;0.9;0.37;-23.43;0.27;86.22;8;med
0.16;187291;0.99;0.98;0.8;-23.48;0.06;109.05;8;med
0.08;170000;1;0.61;0.85;-16.54;0.05;171.62;3;high
0.12;190158;1;0.98;0.91;-15.59;0.05;94.94;2;med
0.17;202000;0.6;0.97;0.33;-22.27;0.07;88;0;med
0.07;144727;0.95;0.94;0.69;-27.25;0.07;80.96;0;high
0;93452;0;1;0.72;-18.69;0;0;9;med
0.5;193465;0.12;0.15;0.16;-17.25;0.04;107.69;4;med
0.04;80731.5;0.41;0.99;0.61;-21.53;0.03;86.6;2;med
0.81;175313;0.35;0;0.08;-9.54;0.04;124.99;6;high
0.4;248587;0.3;0;0.1;-15.13;0.03;155.53;4;med
0.73;232533;0.35;0;0.45;-14.52;0.04;81.49;9;med
0.82;170328.5;0.69;0;0.11;-6.15;0.25;157.55;2;med
0.72;270587;0.66;0;0.1;-5.58;0.03;106.37;2;med
0.45;202827;0.47;0;0.08;-7.87;0.27;70.23;7;high
0.73;267707;0.71;0;0.15;-13.47;0.04;149.09;8;med
0.53;385460;0.12;0.92;0.08;-19.55;0.04;119.23;0;med
0.58;241747;0.31;0;0.12;-14.36;0.03;96.72;9;med
0.74;329208;0.64;0;0.1;-7.3;0.3;139.88;1;med
0.76;324336;0.18;0.22;0.07;-16.8;0.05;91.63;11;med
0.71;206073;0.66;0;0.26;-5.8;0.07;95.5;8;high
0.7;256493;0.83;0;0.1;-7.92;0.04;149.96;2;med
0.8;332493;0.7;0;0.07;-7.58;0.04;99.43;7;med
0.64;208000;0.5;0;0.11;-6.93;0.34;81.06;1;med
0.68;162547;0.53;0;0.13;-7.41;0.05;109.93;2;med
0.5;439080;0.83;0;0.29;-4.69;0.05;96.95;10;med
0.62;408480;0.47;0;0.13;-11.12;0.2;169.89;1;med
0.75;259240;0.59;0;0.26;-5.94;0.05;182.02;4;high
0.71;211000;0.61;0;0.18;-9.38;0.06;156.47;7;high
0.67;197998;0.54;0;0.08;-8.03;0.04;124.95;0;med
0.35;319733;0.47;0;0.1;-15;0.06;187.21;7;med
0.53;164000;0.38;0;0.08;-9.76;0.03;143.98;5;med
0.23;448000;0.88;0;0.05;-3.66;0.12;85.64;11;med
0.59;143630;0.24;0;0.15;-10.1;0.03;118;0;high
0.52;215147;0.7;0.02;0.28;-7;0.03;76.09;4;med
0.9;214160;0.61;0;0.21;-5.91;0.34;95.02;7;med
0.49;399627;0.76;0.85;0.37;-10.72;0.05;171.25;11;med
0.74;226800;0.84;0;0.13;-5.19;0.04;100;0;high
0.51;218427;0.98;0;0.24;-4.52;0.09;109.37;2;med
0.57;177627;0.72;0;0.33;-5.5;0.03;99.35;5;med
0.65;291486.5;0.58;0;0.07;-10.71;0.08;83.86;7;med
0.87;200803;0.72;0;0.25;-8.66;0.24;101.97;2;med
0.84;135016;0.47;0;0.09;-7.84;0.06;98.73;10;high
0;93452;0;0.88;0.81;-17.75;0;0;9;med
0.68;247693;0.89;0;0.46;-4.86;0.26;94.09;1;med
0.82;265263;0.66;0;0.14;-3.64;0.08;113.96;1;high
0.71;236480;0.56;0;0.14;-6.01;0.13;140;10;high
0.62;196693;0.72;0;0.63;-5.74;0.32;190.05;7;high
0.31;299400;0.13;0.91;0.22;-17.33;0.04;137.55;2;med
0.29;248173;0.66;0;0.97;-8;0.04;114.63;1;med
0.36;165933;0.37;0;0.09;-12.88;0.04;82.75;11;med
0.68;341400;0.5;0;0.17;-8.29;0.03;149.78;3;med
0.57;321515;0.41;0;0.06;-11.29;0.03;129.71;3;med
0.39;251200;0.07;0.95;0.16;-19.37;0.04;142.5;2;med
0.36;247613;0.98;0;0.02;-3.41;0.11;167.89;3;med
0.41;210093;0.89;0.02;0.11;-4.97;0.07;159.92;2;med
0.83;253469;0.63;0;0.1;-3.58;0.09;98.01;1;high
0.72;223560;0.72;0;0.27;-8.76;0.05;113.17;3;med
0.64;179233;0.75;0;0.25;-3.28;0.04;92.02;4;med
0.82;410070;0.53;0;0.3;-8.24;0.07;126.68;9;med
0.37;261040;0.88;0;0.38;-3.87;0.04;89.98;0;med
0.19;454100;0.08;0.35;0.1;-24.33;0.04;120.94;10;med
0.81;245907;0.86;0;0.98;-7.85;0.08;106.79;6;med
0.83;195133;0.68;0;0.2;-9.2;0.03;120.27;4;med
0.65;277140;0.62;0;0.1;-5.23;0.22;114.86;1;med
0.93;239547;0.46;0;0.22;-7.65;0.19;103.04;1;high
0.2;294733;0.31;0.01;0.22;-9.3;0.03;88.26;11;med
0.48;533013;0.59;0.05;0.11;-7.85;0.04;91.61;9;med
0.7;139573;0.51;0;0.67;-7.44;0.14;117.97;2;med
0.28;159720;0.33;0.02;0.12;-10.65;0.03;158.3;10;med
0.51;171067;0.47;0;0.23;-14.1;0.1;102.93;10;med
0.44;167840;0.9;0;0.11;-4.41;0.18;138.1;11;med
0.53;160033.5;0.27;0.07;0.22;-15.77;0.24;100.15;5;med
0.39;165333;0.3;0.02;0.06;-16.95;0.03;160.52;7;med
0.67;258800;0.46;0.24;0.1;-9.04;0.03;95.41;9;med
0.7;350400;0.55;0;0.2;-6.45;0.03;92.3;8;med
0.28;365467;0.63;0;0.21;-10.22;0.03;138.16;0;med
0.67;272627;0.56;0.89;0.05;-11.65;0.04;95.12;5;med
0.44;225307;0.88;0.01;0.1;-9;0.09;199.26;9;med
0.46;265867;0.3;0;0.11;-9.88;0.03;77.92;0;med
0.35;229147;0.31;0.85;0.33;-12.07;0.03;105.09;3;med
0.75;114250;0.59;0.02;0.21;-7.34;0.04;119.96;0;high
0.61;242026;0.74;0;0.27;-7.32;0.07;182.22;7;med
0.84;279267;0.77;0;0.05;-9.62;0.03;141.05;9;med
0.55;255213;0.81;0;0.11;-10.51;0.13;106.24;9;med
0.5;228400;0.01;0.85;0.11;-27.91;0.06;87.98;5;med
0.4;210463;0.49;0;0.11;-10.78;0.05;91.07;6;high
0.81;293147;0.6;0;0.1;-7.51;0.05;131.01;6;med
0.65;218763;0.62;0;0.08;-4.94;0.03;93.01;5;high
0.66;228000;0.84;0;0.29;-9.03;0.05;125.63;10;med
0.38;447427;0.65;0.83;0.35;-10.28;0.03;101.55;2;med
0.52;246209;0.99;0;0.21;-4.17;0.14;75.01;4;med
0.54;272107;0.01;0.92;0.12;-25.67;0.04;133.72;7;med
0.54;197813;0.39;0;0.15;-9.56;0.07;94.6;9;med
0.73;270307;0.81;0;0.85;-12.36;0.05;102.12;7;med
0.59;310040;0.49;0;0.06;-14.75;0.03;107.83;7;med
0.6;301987;0.92;0;0.54;-2.5;0.07;139.97;11;med
0.69;270160;0.42;0.9;0.11;-12.44;0.05;152.04;9;med
0.43;288093;0.03;0.14;0.1;-20.98;0.05;81.88;5;med
0.73;157173;0.48;0;0.08;-10.82;0.05;145.19;6;med
0.6;231867;0.79;0;0.09;-3.6;0.05;79.79;9;med
0.55;156000;0.53;0.45;0.24;-11.28;0.03;94;4;med
0.48;226987;0.98;0.01;0.36;-4.2;0.09;135.9;7;med
0.69;280017;0.58;0.03;0.09;-7.29;0.03;117.64;9;med
0.13;209660;0.03;0.01;0.14;-33.3;0.05;136.75;7;med
0.82;176840;0.81;0;0.06;-4.91;0.2;151.98;5;med
0.53;158387;0.5;0;0.14;-8.09;0.04;113.55;0;med
0.68;420333;0.52;0;0.03;-11.43;0.25;92.73;9;med
0.6;235587;0.24;0.5;0.08;-21.33;0.04;124.61;1;med
0.94;296467;0.73;0;0.08;-9.98;0.04;110.8;1;med
0.66;223533;0.35;0;0.08;-11.04;0.03;111.24;10;med
0.75;239973;0.85;0.01;0.31;-7.52;0.09;143;1;med
0.42;260276;0.64;0;0.32;-4.95;0.32;187.03;10;med
0.58;227413;0.71;0;0.21;-6.7;0.03;124.5;4;med
0.77;238773;0.51;0;0.07;-10.36;0.03;124.13;1;med
0.67;223373;0.77;0;0.31;-10.95;0.04;120.47;4;med
0.87;170906;0.75;0;0.14;-9.43;0.16;118;4;med
0.6;205800;0.9;0.82;0.1;-7.46;0.04;128.5;7;med
0.56;194427;0.33;0;0.07;-7.85;0.05;141.21;0;med
0.64;148867;0.46;0;0.11;-8.03;0.03;130.02;1;med
0.7;386973;0.27;0.04;0.13;-15.17;0.04;99.75;10;med
0.35;187200;0;0.93;0.07;-40.56;0.06;66.95;9;med
0.66;171352;0.44;0;0.31;-6.84;0.03;97.43;5;med
0.82;172907;0.45;0;0.2;-8.67;0.04;146.45;0;med
0.16;192067;0.26;0.9;0.13;-13.91;0.04;70.28;2;med
0.63;169018;0.62;0;0.09;-8.23;0.03;99.95;4;high
0.66;290333;0.62;0.27;0.63;-12.43;0.05;98.61;11;med
0.51;253133;0.98;0.01;0.04;-4.97;0.04;152.01;7;med
0.76;266653;0.52;0;0.08;-8.79;0.04;86.01;2;med
0.65;266394;0.73;0.02;0.27;-7.58;0.31;89.31;8;high
0.79;250067;0.88;0;0.5;-2.71;0.03;110.03;7;med
0.78;203427;0.68;0;0.16;-4.26;0.03;100.01;0;high
0.75;205000;0.91;0;0.08;-1.82;0.04;108;5;med
0.69;219933;0.73;0;0.34;-5.02;0.04;153.98;6;high
0.77;189268;0.73;0.63;0.22;-6.57;0.04;123.03;7;high
0.4;218854;0.52;0;0.16;-5.85;0.1;175.56;3;high
0.71;299029;0.47;0;0.13;-12.04;0.03;101.97;5;med
0.45;247240;0.81;0.02;0.11;-7.9;0.06;88.24;11;med
0.61;195693;0.84;0;0.15;-4.54;0.05;126.99;2;med
0.75;172245;0.61;0;0.13;-7.03;0.1;149.97;0;high
0.71;232333;0.97;0;0.27;-2.36;0.04;129.95;11;med
0.79;240533;0.41;0;0.11;-10.14;0.05;112.04;5;med
0.81;281443;0.64;0;0.06;-11.6;0.04;103.96;0;med
0.67;215693;0.86;0;0.04;-2.94;0.05;131.96;7;high
0.84;234813;0.68;0.48;0.06;-10.54;0.03;119.86;5;med
0.2;527400;0.19;0.65;0.07;-21.57;0.06;85.88;5;med
0.06;486427;0.02;0.97;0.09;-25.78;0.05;62.23;0;med
0.76;277620;0.74;0;0.33;-4.88;0.37;88.93;6;med
0.64;175200;0.44;0;0.09;-7.16;0.05;133.87;0;med
0.64;99997;0.56;0.2;0.09;-7.3;0.04;79.99;0;med
0.58;264173;0.45;0;0.12;-8.76;0.03;129.32;1;med
0.92;151733;0.27;0.13;0.11;-12.75;0.21;123.04;10;med
0.54;250067;0.84;0;0.07;-8.03;0.04;116.34;2;med
0.73;240533;0.83;0;0.08;-4.56;0.05;87.98;10;med
0.47;297067;0.82;0;0.08;-6.19;0.04;164.72;0;med
0.73;237507;0.45;0;0.09;-13.44;0.12;104.95;4;med
0.38;262000;0.1;0.1;0.05;-19.3;0.08;167.31;9;med
0.61;194853;0.38;0;0.08;-6.21;0.04;73.88;11;high
0.73;201067;0.75;0;0.19;-4.48;0.03;110.01;0;med
0.4;206093;0.37;0;0.11;-10.18;0.03;72.88;9;med
0.56;155533;0.35;0;0.1;-12.01;0.02;78.04;8;med
0.86;260545;0.67;0;0.06;-5.95;0.28;164.06;6;high
0.71;177093;0.65;0;0.07;-4.75;0.06;127.03;1;med
0.45;179000;0.55;0;0.07;-12.26;0.04;152.21;9;med
0.2;158655;0.5;1;0.73;-22.68;0.1;83.56;10;high
0.76;266507;0.71;0;0.2;-6.67;0.2;96.98;8;med
0.62;273864;0.38;0.03;0.1;-10.69;0.05;139.93;11;med
0.89;194320;0.81;0;0.1;-6.88;0.15;128.48;11;med
0.59;229760;0.69;0;0.09;-7.73;0.03;90.01;1;med
0.84;267267;0.55;0;0.08;-10.86;0.04;96.57;5;med
0.4;242460;0.87;0;0.07;-3.97;0.08;104.09;4;med
0.4;369817;0.19;0;0.08;-18.42;0.05;137.85;10;med
0.59;213973;0.63;0;0.08;-9.34;0.05;137;9;med
0.67;628547;0.82;0;0.05;-9;0.08;117.81;9;med
0.72;218147;0.51;0;0.12;-5.98;0.04;147.97;9;med
0.74;124733;0.64;0;0.32;-6.31;0.07;100.03;6;high
0.79;416613;0.58;0;0.12;-14.91;0.14;90.01;2;med
0.47;289467;0.96;0.02;0.14;-5.11;0.03;156.59;1;med
0.68;227186;0.61;0;0.16;-10.94;0.03;123.98;7;high
0.56;222253;0.62;0;0.25;-3.01;0.04;77.88;4;med
0.19;245893;0.17;0;0.12;-14.95;0.04;82.64;7;med
0.64;271067;0.93;0;0.13;-5.6;0.03;132;3;high
0.8;226680;0.55;0;0.08;-7.31;0.06;160.08;7;med
0.77;267427;0.47;0;0.27;-8.41;0.26;131.02;2;high
0.59;193567;0.9;0;0.32;-3.66;0.14;119.9;11;high
0.52;312355;0.62;0;0.63;-9.83;0.03;102.2;3;med
0.78;223000;0.67;0;0.11;-6.68;0.35;93.42;7;med
0.61;237693.5;0.46;0;0.3;-10.24;0.33;136.17;5;med
0.22;481853;0.14;0.93;0.11;-19.93;0.03;129.75;0;med
0.29;290280;0.63;0;0.11;-5.54;0.03;135.9;6;med
0.75;251256;0.45;0;0.11;-7.77;0.03;98.08;5;med
0.5;223813;0.86;0;0.05;-3.34;0.06;167.13;0;high
0.17;251053;0.12;0;0.12;-15.34;0.03;70.94;10;med
0.61;169155;0.62;0;0.14;-5.66;0.07;185.86;7;high
0.66;189880;0.14;0;0.16;-16.81;0.04;110.66;0;med
0.53;183920;0.84;0;0.36;-4.21;0.04;136.04;1;high
0.21;163067;0.95;0.01;0.08;-6.33;0.06;100.95;0;med
0.74;181264;0.5;0;0.07;-8.95;0.13;80.71;7;high
0.72;205800;0.64;0;0.16;-5.02;0.08;150;5;high
0.31;238654;0.61;0.01;0.75;-10.54;0.08;83.6;3;med
0.55;267187;0.49;0.06;0.16;-8.34;0.17;140.68;9;med
0.84;168281;0.28;0;0.1;-10.12;0.08;86.98;7;med
0.74;188200;0.79;0;0.03;-5.06;0.28;185.78;2;med
0.6;174720;0.65;0;0.17;-6.98;0.13;89.73;7;high
0.18;636000;0.01;0;0.11;-42.24;0.04;71.48;5;med
0.5;243267;0.66;0;0.32;-11.92;0.03;78.1;0;med
0.21;241253;0.5;0;0.16;-9.25;0.04;67.84;5;med
0.67;291627;0.86;0;0.12;-3.4;0.05;91.36;0;med
0.53;141781;0.13;0;0.11;-13.42;0.03;96.64;0;low
0.74;368711;0.31;0;0.12;-15.11;0.94;69.76;1;low
0.46;173336;0.25;0;0.26;-8.54;0.03;72.97;10;low
0.28;293331;0.74;0;0.12;-3.94;0.04;155.88;11;med
0.67;278657;0.98;0.93;0.1;-5.47;0.06;128;7;low
0.83;224733;0.81;0;0.3;-3.89;0.1;130.98;7;low
0.58;211974;0.62;0;0.17;-6.91;0.03;116.96;4;med
0.51;247147;0.71;0;0.14;-7.9;0.02;99.94;3;low
0.35;193720;0.76;0;0.13;-6.09;0.05;127.42;0;low
0.74;186050;0.77;0.88;0.11;-8.29;0.05;118.97;10;low
0.75;192432;0.65;0.95;0.12;-7.65;0.04;111.01;10;low
0.81;455837;0.72;0.92;0.42;-11.56;0.08;115;4;low
0.33;209160;0.76;0.47;0.7;-10.42;0.28;101.6;10;low
0.63;192905;0.06;0.86;0.24;-14.81;0.54;68.36;6;low
0.37;412337;0.54;0.59;0.59;-9.55;0.04;102.03;1;med
0.73;171467;0.73;0;0.09;-3.59;0.21;143.14;2;high
0.71;341814;0.91;0.46;0.14;-5.7;0.17;146.05;2;low
0.6;311800;0.51;0.95;0.1;-12.88;0.03;97.01;2;low
0.86;357590;0.5;0;0.05;-11.57;0.17;121.92;1;low
0.5;191530;0.16;0.56;0.14;-13.16;0.17;96.46;1;low
0.69;593000;0.92;0.9;0.09;-7.31;0.05;120.01;1;low
0.73;165384;0.02;0.11;0.12;-16.47;0.39;85.6;7;low
0.49;211760;0.3;0;0.29;-9.68;0.03;82.68;7;med
0.57;150988;0.87;0;0.46;-8.55;0.05;127.8;1;low
0.3;227267;0.49;0;0.06;-11.21;0.05;96.58;8;med
0.59;218000;0.89;0;0.14;-5.81;0.13;150.09;6;med
0.43;202670;0.2;0.03;0.1;-10.47;0.06;66.06;10;low
0.65;200870;0.14;0.02;0.28;-8.56;0.54;87.38;10;low
0.17;359533;0.41;0.96;0.33;-22.75;0.1;140.38;0;low
0.51;90053;0.1;0.97;0.12;-23.83;0.07;79.74;5;low
0.27;285677;0.47;0;0.11;-9.41;0.03;71.08;7;low
0.91;330029;0.55;0.9;0.32;-5.24;0.13;128;11;low
0.61;198758.5;0.87;0;0.17;-3.22;0.04;119;11;low
0.39;337954;0.61;0;0.11;-7.79;0.03;160.1;3;med
0.48;525388;0.73;0.84;0.1;-8.74;0.06;128.01;5;low
0.48;251827;0.45;0;0.08;-12.57;0.04;108.79;4;med
0.41;256360;0;0.94;0.08;-30.93;0.04;104.96;5;med
0.54;309693;0.41;0;0.12;-9.87;0.04;187.53;6;low
0.73;168369;0.14;0.25;0.08;-13.43;0.27;58.64;0;low
0.67;149467;0.21;0.83;0.21;-17.53;0.17;73.62;0;low
0.7;196989;0.61;0;0.13;-8.59;0.03;87.79;9;low
0.23;515267;0.17;0.01;0.1;-16.69;0.04;205.41;7;med
0.37;382427;0.43;0;0.66;-8.22;0.03;72.79;9;low
0.52;155349;0.38;0.93;0.17;-8.65;0.1;103.01;5;low
0.83;147828;0.64;0;0.09;-5.69;0.05;76.01;9;med
0.61;359400;0.66;0;0.1;-8.97;0.05;153.63;4;low
0.36;152000;0.01;0.92;0.09;-31.37;0.05;78.69;2;med
0.67;243760;0.91;0.01;0.11;-3.37;0.05;103.94;10;med
0.77;195726;0.65;0;0.2;-5.47;0.04;123.98;9;low
0.66;262520;0.52;0;0.2;-8.74;0.04;99.77;1;med
0.94;172400;0.52;0;0.29;-8.48;0.37;107.08;5;low
0.56;210731;0.45;0;0.22;-11.12;0.07;95.42;0;low
0.7;388620;0.52;0.15;0.08;-6.78;0.06;128;7;low
0.59;192000;0.09;0;0.1;-17.93;0.03;87.53;3;low
0.65;294635;0.58;0;0.42;-7.96;0.37;90.59;11;low
0.47;220248;0.49;0;0.08;-4.97;0.04;113.54;3;med
0.58;218747;0.68;0.57;0.2;-7.11;0.03;85.28;6;med
0.43;198093;0.71;0;0.77;-5.57;0.4;110.02;8;med
0.54;368744;0.95;0.79;0.19;-6.62;0.05;127.92;1;low
0.63;86462;0.46;0;0.21;-7.22;0.03;96.01;2;high
0.52;303380;0.43;0.59;0.15;-9.71;0.03;89.92;10;low
0.58;284613;0.73;0;0.49;-6.65;0.03;153;1;med
0.64;137960;0.62;0;0.33;-5.01;0.08;157.75;9;med
0.2;265133;0.85;0;0.14;-6.33;0.05;100.63;4;med
0.6;243240;0.62;0;0.73;-8.44;0.5;97;1;med
0.34;180657;0.3;0.93;0.28;-16.29;0.06;84.75;10;low
0.43;235867;0.92;0;0.11;-2.91;0.12;199.69;8;med
0.46;181960;0.23;0.91;0.14;-16.69;0.15;92.02;8;low
0.8;194087;0.41;0;0.12;-10.63;0.05;120.08;4;high
0.4;205120;0.25;0;0.24;-13.92;0.03;66.54;10;low
0.74;354240;0.76;0;0.11;-8.55;0.04;135.69;9;med
0.66;288707;0.54;0.01;0.11;-12.05;0.03;125.04;8;med
0.55;187389;0.07;0;0.39;-11.71;0.13;147.01;2;low
0.32;552760;0.48;0;0.1;-11.06;0.08;105.33;8;med
0.49;153330;0.39;0.03;0.22;-8.37;0.03;99.54;11;low
0.71;218228;0.78;0;0.12;-6.27;0.08;142.03;7;med
0.41;225560;0.7;0;0.14;-4.72;0.03;108.86;5;med
0.47;316027;0.55;0;0.28;-6.44;0.19;77.33;1;low
0.25;238040;0.32;0.01;0.11;-10.88;0.03;135.79;9;med
0.74;135867;0.81;0;0.03;-3.95;0.2;95.93;11;med
0.79;144027;0.59;0;0.34;-11.75;0.08;116.62;6;low
0.38;487549;0.41;0;0.09;-9.08;0.02;81.96;4;low
0.75;212271;0.87;0.85;0.09;-5.38;0.04;95;0;low
0.48;146093;0.16;0.94;0.12;-20.36;0.04;175.58;1;low
0.6;184560;0.28;0.56;0.11;-9.2;0.1;128.82;2;low
0.81;496000;0.62;0.89;0.08;-11.83;0.1;120.03;10;low
0.71;175973;0.59;0;0.08;-5.36;0.03;143.77;2;low
0.67;176193;0.64;0.85;0.16;-8.02;0.28;110.01;11;high
0.39;184707;0.16;0.73;0.2;-11.43;0.05;81.06;5;low
0.69;167993;0.2;0;0.08;-15.14;0.15;105.99;5;high
0.22;123947;0.29;0;0.27;-11.37;0.03;106.96;8;low
0.78;249443;0.9;0;0.48;-6.1;0.07;108;7;low
0.51;266293;0.71;0;0.11;-5.37;0.34;95.92;9;low
0.47;136067;0.17;0;0.16;-12.14;0.04;136.5;9;low
0.44;336107;0.49;0;0.31;-9;0.08;169.7;7;low
0.35;264232;0.81;0;0.14;-8.64;0.1;159.93;1;low
0.87;336867;0.69;0.5;0.07;-4.37;0.05;95;5;med
0.85;306587;0.54;0.89;0.14;-10.35;0.32;137.03;11;low
0.45;90960;0.89;0;0.39;-4.78;0.08;143.98;9;high
0.76;203307;0.7;0;0.27;-3.66;0.05;123.03;7;med
0.66;309227;0.55;0;0.1;-7.37;0.13;163.88;6;med
0.39;101267;0.18;0.01;0.14;-16.65;0.04;74.75;0;low
0.37;189280;0.25;0.56;0.1;-14.91;0.04;145.38;0;low
0.45;188772;0.27;0;0.21;-9.97;0.05;84.46;1;low
0.73;245787;0.74;0.03;0.15;-8.09;0.16;101.61;7;low
0.53;145026;0.53;0;0.09;-9.77;0.05;141.76;1;low
0.5;200320;0.31;0;0.1;-7.33;0.03;143.72;5;low
0.65;245093;0.68;0;0.13;-9.48;0.04;128.13;0;med
0.6;194972;0.08;0.15;0.23;-13.12;0.42;86.27;2;low
0.74;244293;0.68;0;0.07;-7.77;0.03;112.91;9;med
0.7;336764;0.66;0.85;0.12;-5.39;0.08;174.05;2;low
0.46;199856;0.13;0.13;0.41;-13.88;0.12;68.33;2;low
0.33;322413;0.89;0.75;0.11;-5.67;0.04;174.95;1;low
0.81;196642;0.64;0;0.61;-13.91;0.23;104.05;10;med
0.4;251640;0.97;0;0.34;-2.87;0.13;174.02;11;med
0.51;170453;0.07;0;0.32;-19.48;0.07;78.67;8;low
0.52;235440;0.91;0;0.41;-6.49;0.04;174.39;0;low
0.76;134213;0.38;0;0.13;-10.1;0.2;92.95;5;high
0.62;259173;0.9;0.07;0.19;-10.26;0.04;130.25;3;low
0.49;190400;0.9;0;0.93;-6.42;0.07;200.1;4;med
0.41;237600;0.28;0;0.15;-12.76;0.05;96.11;2;low
0.2;167973;0.32;0;0.15;-12.6;0.04;82.47;1;low
0.52;192387;0.84;0;0.11;-4.5;0.11;149.13;0;med
0.87;249933;0.5;0;0.06;-12.1;0.29;92.89;11;med
0.61;170625;0.97;0.02;0.33;-3.93;0.09;127.97;5;med
0.45;620333;0.7;0.61;0.32;-8.83;0.07;90.82;6;med
0.58;223133;0.85;0;0.85;-11.08;0.05;134.74;2;low
0.38;198249;0.18;0.01;0.72;-13.83;0.03;137.02;7;low
0.49;189755;0.22;0.71;0.12;-13.69;0.06;120.7;6;low
0.71;73000;0.35;0;0.18;-13.02;0.08;133.5;10;low
0.42;289947;0.36;0;0.09;-6.76;0.03;106.18;6;low
0.65;522857;0.88;0.84;0.15;-7.4;0.04;111.99;10;low
0.86;224140;0.67;0;0.11;-6.49;0.07;96.51;7;med
0.64;211200;0.85;0.02;0.06;-4.95;0.05;99.99;4;med
0.63;196859;0.2;0;0.17;-9.01;0.08;138.94;0;low
0.66;161811;0.2;0;0.3;-8.19;0.36;92.05;5;low
0.61;203326;0.14;0.02;0.11;-11.04;0.12;89.71;0;low
0.73;152253;0.25;0;0.09;-7.91;0.14;119.36;7;low
0.63;629333;0.73;0.73;0.07;-10.8;0.04;135.01;0;low
0.82;243187;0.73;0.01;0.07;-4.44;0.27;86.64;10;med
0.35;192333;0.02;0.67;0.11;-23.26;0.04;132.8;5;low
0.64;252333;0.52;0;0.12;-8.73;0.03;144.02;2;low
0.37;189027;0.84;0.29;0.44;-8.26;0.06;88.98;7;med
0.36;407960;0.44;0.1;0.08;-19.26;0.07;144.95;10;low
0.55;170281;0.5;0;0.29;-5.77;0.05;128.75;11;low
0.76;148907;0.52;0;0.2;-5.62;0.03;134.04;7;low
0.47;146133;0.48;0.92;0.16;-10.14;0.08;184.41;5;med
0.69;551527;0.64;0.88;0.38;-8.2;0.04;133.95;2;low
0.49;176412;0.57;0;0.17;-10.97;0.03;137.48;7;low
0.68;59760;0.09;0;0.12;-25;0.87;101.82;1;low
0.75;45558;0.49;0;0.21;-3.11;0.05;92.02;9;low
0.42;204573;0.08;0;0.06;-20.02;0.05;137.31;7;med
0.76;469217;0.72;0.84;0.7;-11.46;0.04;124;11;low
0.81;134197;0.61;0;0.1;-8.38;0.1;120.07;10;high
0.58;198668;0.4;0.05;0.09;-13.47;0.06;175.24;3;low
0.64;177736;0.25;0.94;0.11;-15.56;0.03;105.95;8;low
0.36;401080;0.99;0.05;0.32;-4.48;0.12;169.91;7;low
0.82;185143;0.76;0;0.32;-8.54;0.12;140.01;8;med
0.7;211117;0.69;0.88;0.09;-9.89;0.06;110;9;low
0.72;303020;0.56;0;0.09;-8.74;0.03;105;5;med
0.12;255960;0;0.23;0.1;-39.98;0.05;70.33;2;med
0.64;211929;0.71;0.1;0.1;-9.64;0.05;97.47;9;low
0.9;405833;0.43;0.65;0.07;-13.61;0.23;123;0;low
0.12;442293;0.3;0.85;0.06;-13.69;0.04;79.19;11;med
0.4;101827;0.95;0;0.23;-3.57;0.21;112.98;1;low
0.6;187283;0.83;0.84;0.21;-8.57;0.04;113.18;0;low
0.52;190067;0.09;0;0.12;-15.32;0.05;133.7;4;med
0.62;262773;0.97;0.38;0.18;1.34;0.12;122.99;9;med
0.39;222133;0.24;0.9;0.65;-16.64;0.04;70.37;8;low
0.34;240130;0.14;0;0.12;-16.53;0.03;110.72;2;low
0.16;438900;0.29;0.84;0.11;-6.8;0.05;150.13;0;low
0.38;315693;0.02;0.88;0.08;-31.21;0.04;99.91;4;med
0.69;318329;0.21;0;0.1;-9.31;0.04;77.96;0;low
